ID_gatunku	ID_lokalizacji	poczatek	koniec	liczebnosc	zachowanie
176	28	2010-08-27 09:50	2010-08-27 10:24	1	leci
182	28	2010-08-27 09:50	2010-08-27 10:24	5	odpoczywa
148	28	2010-08-27 09:50	2010-08-27 10:24	2	odpoczywa
191	28	2010-08-27 09:50	2010-08-27 10:24	1	odpoczywa
28	24	2010-09-11 07:10	2010-09-11 08:10	1	zeruje
98	24	2010-09-11 07:10	2010-09-11 08:10	1	zeruje
63	24	2010-09-11 07:10	2010-09-11 08:10	1	leci
92	24	2010-09-11 07:10	2010-09-11 08:10	4	plywa
166	24	2010-09-11 07:10	2010-09-11 08:10	4	odpoczywa
45	24	2010-09-11 07:10	2010-09-11 08:10	3	odpoczywa
23	24	2010-09-11 07:10	2010-09-11 08:10	3	odpoczywa
207	24	2010-09-11 07:10	2010-09-11 08:10	1	odpoczywa
152	24	2010-09-11 07:10	2010-09-11 08:10	2	odpoczywa
33	24	2010-09-11 07:10	2010-09-11 08:10	1	odpoczywa
218	24	2010-09-11 07:10	2010-09-11 08:10	30	leci
41	24	2010-09-11 07:10	2010-09-11 08:10	20	leci
199	24	2010-09-11 07:10	2010-09-11 08:10	4	leci
129	24	2010-09-11 07:10	2010-09-11 08:10	2	brak informacji
195	28	2010-09-22 09:40	2010-09-22 11:00	200	zeruje
33	28	2010-09-22 09:40	2010-09-22 11:00	3	zeruje
25	28	2010-09-22 09:40	2010-09-22 11:00	2	zeruje
176	28	2010-09-22 09:40	2010-09-22 11:00	1	zeruje
158	28	2010-09-22 09:40	2010-09-22 11:00	5	leci
87	28	2010-09-22 09:40	2010-09-22 11:00	1	leci
153	28	2010-09-22 09:40	2010-09-22 11:00	3	plywa
143	28	2010-09-22 09:40	2010-09-22 11:00	2	plywa
15	28	2010-09-22 09:40	2010-09-22 11:00	4	odpoczywa
29	28	2010-09-22 09:40	2010-09-22 11:00	50	brak informacji
108	28	2010-09-22 09:40	2010-09-22 11:00	20	brak informacji
83	28	2010-09-22 09:40	2010-09-22 11:00	2	brak informacji
23	25	2010-10-02 09:00	2010-10-02 12:00	15	zeruje
38	25	2010-10-02 09:00	2010-10-02 12:00	10	zeruje
123	25	2010-10-02 09:00	2010-10-02 12:00	6	zeruje
33	25	2010-10-02 09:00	2010-10-02 12:00	1	zeruje
57	25	2010-10-02 09:00	2010-10-02 12:00	280	leci
76	25	2010-10-02 09:00	2010-10-02 12:00	20	leci
188	25	2010-10-02 09:00	2010-10-02 12:00	16	leci
195	25	2010-10-02 09:00	2010-10-02 12:00	12	leci
64	25	2010-10-02 09:00	2010-10-02 12:00	11	leci
187	25	2010-10-02 09:00	2010-10-02 12:00	10	leci
192	25	2010-10-02 09:00	2010-10-02 12:00	10	leci
98	25	2010-10-02 09:00	2010-10-02 12:00	6	leci
215	25	2010-10-02 09:00	2010-10-02 12:00	5	leci
67	25	2010-10-02 09:00	2010-10-02 12:00	1	leci
87	25	2010-10-02 09:00	2010-10-02 12:00	1	leci
44	25	2010-10-02 09:00	2010-10-02 12:00	1	odpoczywa
216	25	2010-10-02 09:00	2010-10-02 12:00	25	odpoczywa
175	25	2010-10-02 09:00	2010-10-02 12:00	4	odpoczywa
51	28	2010-10-06 11:45	2010-10-06 16:00	37	zeruje
74	28	2010-10-06 11:45	2010-10-06 16:00	2	zeruje
151	28	2010-10-06 11:45	2010-10-06 16:00	2	zeruje
215	28	2010-10-06 11:45	2010-10-06 16:00	2	zeruje
34	28	2010-10-06 11:45	2010-10-06 16:00	1	zeruje
43	28	2010-10-06 11:45	2010-10-06 16:00	1	zeruje
133	28	2010-10-06 11:45	2010-10-06 16:00	1	zeruje
17	28	2010-10-06 11:45	2010-10-06 16:00	1	leci
188	28	2010-10-06 11:45	2010-10-06 16:00	1	leci
124	28	2010-10-06 11:45	2010-10-06 16:00	1	zeruje
107	28	2010-10-06 11:45	2010-10-06 16:00	73	plywa
205	28	2010-10-06 11:45	2010-10-06 16:00	37	plywa
92	28	2010-10-06 11:45	2010-10-06 16:00	30	plywa
37	28	2010-10-06 11:45	2010-10-06 16:00	14	plywa
104	28	2010-10-06 11:45	2010-10-06 16:00	6	plywa
140	28	2010-10-06 11:45	2010-10-06 16:00	5	plywa
115	28	2010-10-06 11:45	2010-10-06 16:00	2	plywa
153	28	2010-10-06 11:45	2010-10-06 16:00	2	plywa
111	28	2010-10-06 11:45	2010-10-06 16:00	1	plywa
218	28	2010-10-06 11:45	2010-10-06 16:00	1	odpoczywa
195	28	2010-10-06 11:45	2010-10-06 16:00	50	brak informacji
117	28	2010-10-06 11:45	2010-10-06 16:00	30	brak informacji
196	28	2010-10-06 11:45	2010-10-06 16:00	7	brak informacji
82	28	2010-10-06 11:45	2010-10-06 16:00	6	brak informacji
216	28	2010-10-06 11:45	2010-10-06 16:00	6	brak informacji
62	28	2010-10-06 11:45	2010-10-06 16:00	2	brak informacji
83	28	2010-10-06 11:45	2010-10-06 16:00	2	brak informacji
110	28	2010-10-06 11:45	2010-10-06 16:00	2	brak informacji
175	28	2010-10-06 11:45	2010-10-06 16:00	2	brak informacji
33	28	2010-10-06 11:45	2010-10-06 16:00	1	brak informacji
81	28	2010-10-06 11:45	2010-10-06 16:00	1	brak informacji
15	17	2010-10-13 07:00	2010-10-13 13:30	80	zeruje
166	17	2010-10-13 07:00	2010-10-13 13:30	40	zeruje
179	17	2010-10-13 07:00	2010-10-13 13:30	8	zeruje
36	17	2010-10-13 07:00	2010-10-13 13:30	5	zeruje
198	17	2010-10-13 07:00	2010-10-13 13:30	5	zeruje
98	17	2010-10-13 07:00	2010-10-13 13:30	4	zeruje
39	17	2010-10-13 07:00	2010-10-13 13:30	3	zeruje
158	17	2010-10-13 07:00	2010-10-13 13:30	2	zeruje
195	17	2010-10-13 07:00	2010-10-13 13:30	2	zeruje
45	17	2010-10-13 07:00	2010-10-13 13:30	1	zeruje
69	17	2010-10-13 07:00	2010-10-13 13:30	1	zeruje
191	17	2010-10-13 07:00	2010-10-13 13:30	1	zeruje
33	17	2010-10-13 07:00	2010-10-13 13:30	20	leci
131	17	2010-10-13 07:00	2010-10-13 13:30	15	leci
109	17	2010-10-13 07:00	2010-10-13 13:30	9	leci
101	17	2010-10-13 07:00	2010-10-13 13:30	5	leci
200	17	2010-10-13 07:00	2010-10-13 13:30	4	leci
128	17	2010-10-13 07:00	2010-10-13 13:30	3	leci
211	17	2010-10-13 07:00	2010-10-13 13:30	3	leci
114	17	2010-10-13 07:00	2010-10-13 13:30	2	leci
17	17	2010-10-13 07:00	2010-10-13 13:30	1	leci
55	17	2010-10-13 07:00	2010-10-13 13:30	1	leci
176	17	2010-10-13 07:00	2010-10-13 13:30	1	leci
124	17	2010-10-13 07:00	2010-10-13 13:30	1	zeruje
104	17	2010-10-13 07:00	2010-10-13 13:30	30	plywa
102	17	2010-10-13 07:00	2010-10-13 13:30	10	plywa
212	17	2010-10-13 07:00	2010-10-13 13:30	4	odpoczywa
46	17	2010-10-13 07:00	2010-10-13 13:30	1	odpoczywa
118	17	2010-10-13 07:00	2010-10-13 13:30	1	odpoczywa
129	17	2010-10-13 07:00	2010-10-13 13:30	10	brak informacji
140	17	2010-10-13 07:00	2010-10-13 13:30	2	brak informacji
87	17	2010-10-13 07:00	2010-10-13 13:30	1	brak informacji
119	17	2010-10-13 07:00	2010-10-13 13:30	1	brak informacji
179	17	2010-10-14 07:00	2010-10-14 12:00	7	zeruje
36	17	2010-10-14 07:00	2010-10-14 12:00	4	zeruje
158	17	2010-10-14 07:00	2010-10-14 12:00	3	zeruje
38	17	2010-10-14 07:00	2010-10-14 12:00	2	zeruje
211	17	2010-10-14 07:00	2010-10-14 12:00	28	leci
131	17	2010-10-14 07:00	2010-10-14 12:00	10	leci
29	17	2010-10-14 07:00	2010-10-14 12:00	9	leci
33	17	2010-10-14 07:00	2010-10-14 12:00	3	leci
128	17	2010-10-14 07:00	2010-10-14 12:00	3	leci
55	17	2010-10-14 07:00	2010-10-14 12:00	2	leci
114	17	2010-10-14 07:00	2010-10-14 12:00	1	zeruje
126	17	2010-10-14 07:00	2010-10-14 12:00	2	plywa
140	17	2010-10-14 07:00	2010-10-14 12:00	20	brak informacji
109	17	2010-10-14 07:00	2010-10-14 12:00	13	brak informacji
101	17	2010-10-14 07:00	2010-10-14 12:00	12	brak informacji
129	17	2010-10-14 07:00	2010-10-14 12:00	3	brak informacji
193	17	2010-10-14 07:00	2010-10-14 12:00	3	brak informacji
17	17	2010-10-14 07:00	2010-10-14 12:00	2	brak informacji
119	17	2010-10-14 07:00	2010-10-14 12:00	1	brak informacji
188	17	2010-10-14 07:00	2010-10-14 12:00	1	brak informacji
123	22	2010-10-30 12:00	2010-10-30 12:30	1	odpoczywa
175	22	2010-11-26 08:00	2010-11-26 10:00	12	odpoczywa
39	11	2010-12-28 12:00	2010-12-28 13:30	130	brak informacji
92	11	2010-12-28 12:00	2010-12-28 13:30	50	brak informacji
76	11	2010-12-28 12:00	2010-12-28 13:30	25	brak informacji
216	11	2010-12-28 12:00	2010-12-28 13:30	20	brak informacji
23	11	2010-12-28 12:00	2010-12-28 13:30	18	brak informacji
68	11	2010-12-28 12:00	2010-12-28 13:30	18	brak informacji
98	11	2010-12-28 12:00	2010-12-28 13:30	10	brak informacji
60	11	2010-12-28 12:00	2010-12-28 13:30	7	brak informacji
119	11	2010-12-28 12:00	2010-12-28 13:30	5	brak informacji
215	11	2010-12-28 12:00	2010-12-28 13:30	5	brak informacji
83	11	2010-12-28 12:00	2010-12-28 13:30	4	brak informacji
84	11	2010-12-28 12:00	2010-12-28 13:30	3	brak informacji
188	11	2010-12-28 12:00	2010-12-28 13:30	3	brak informacji
45	11	2010-12-28 12:00	2010-12-28 13:30	2	brak informacji
75	11	2010-12-28 12:00	2010-12-28 13:30	2	brak informacji
104	11	2010-12-28 12:00	2010-12-28 13:30	2	brak informacji
129	11	2010-12-28 12:00	2010-12-28 13:30	2	brak informacji
143	11	2010-12-28 12:00	2010-12-28 13:30	2	brak informacji
180	11	2010-12-28 12:00	2010-12-28 13:30	2	brak informacji
187	11	2010-12-28 12:00	2010-12-28 13:30	2	brak informacji
107	11	2010-12-28 12:00	2010-12-28 13:30	1	brak informacji
124	11	2010-12-28 12:00	2010-12-28 13:30	1	brak informacji
39	11	2011-01-05 10:00	2011-01-05 11:30	100	zeruje
23	11	2011-01-05 10:00	2011-01-05 11:30	25	zeruje
60	11	2011-01-05 10:00	2011-01-05 11:30	15	zeruje
180	11	2011-01-05 10:00	2011-01-05 11:30	10	zeruje
98	11	2011-01-05 10:00	2011-01-05 11:30	8	zeruje
119	11	2011-01-05 10:00	2011-01-05 11:30	7	zeruje
51	11	2011-01-05 10:00	2011-01-05 11:30	5	zeruje
84	11	2011-01-05 10:00	2011-01-05 11:30	3	zeruje
76	11	2011-01-05 10:00	2011-01-05 11:30	25	leci
187	11	2011-01-05 10:00	2011-01-05 11:30	4	leci
215	11	2011-01-05 10:00	2011-01-05 11:30	3	leci
188	11	2011-01-05 10:00	2011-01-05 11:30	1	leci
124	11	2011-01-05 10:00	2011-01-05 11:30	1	zeruje
92	11	2011-01-05 10:00	2011-01-05 11:30	45	plywa
75	11	2011-01-05 10:00	2011-01-05 11:30	3	plywa
129	11	2011-01-05 10:00	2011-01-05 11:30	3	plywa
107	11	2011-01-05 10:00	2011-01-05 11:30	1	plywa
216	11	2011-01-05 10:00	2011-01-05 11:30	20	odpoczywa
104	11	2011-01-05 10:00	2011-01-05 11:30	2	odpoczywa
135	11	2011-01-05 10:00	2011-01-05 11:30	1	odpoczywa
17	26	2011-01-09 14:00	2011-01-09 14:15	1	leci
54	4	2011-01-09 14:00	2011-01-09 16:00	3	zeruje
117	4	2011-01-09 14:00	2011-01-09 16:00	10	leci
89	4	2011-01-09 14:00	2011-01-09 16:00	2	leci
124	4	2011-01-09 14:00	2011-01-09 16:00	2	leci
188	4	2011-01-09 14:00	2011-01-09 16:00	1	leci
23	4	2011-01-09 14:00	2011-01-09 16:00	2	odpoczywa
83	4	2011-01-09 14:00	2011-01-09 16:00	1	odpoczywa
187	4	2011-01-10 14:00	2011-01-10 15:00	3	zeruje
23	4	2011-01-10 14:00	2011-01-10 15:00	2	zeruje
117	4	2011-01-10 14:00	2011-01-10 15:00	5	leci
110	4	2011-01-10 14:00	2011-01-10 15:00	6	odpoczywa
92	16	2011-01-15 08:40	2011-01-15 10:10	265	zeruje
23	16	2011-01-15 08:40	2011-01-15 10:10	12	zeruje
104	16	2011-01-15 08:40	2011-01-15 10:10	4	zeruje
84	16	2011-01-15 08:40	2011-01-15 10:10	1	zeruje
119	16	2011-01-15 08:40	2011-01-15 10:10	1	zeruje
188	16	2011-01-15 08:40	2011-01-15 10:10	2	leci
51	13	2011-01-19 10:00	2011-01-19 13:00	38	zeruje
110	13	2011-01-19 10:00	2011-01-19 13:00	20	zeruje
187	13	2011-01-19 10:00	2011-01-19 13:00	15	zeruje
23	13	2011-01-19 10:00	2011-01-19 13:00	12	zeruje
210	13	2011-01-19 10:00	2011-01-19 13:00	10	zeruje
63	13	2011-01-19 10:00	2011-01-19 13:00	5	zeruje
119	13	2011-01-19 10:00	2011-01-19 13:00	5	zeruje
84	13	2011-01-19 10:00	2011-01-19 13:00	4	zeruje
180	13	2011-01-19 10:00	2011-01-19 13:00	4	zeruje
34	13	2011-01-19 10:00	2011-01-19 13:00	2	zeruje
45	13	2011-01-19 10:00	2011-01-19 13:00	2	zeruje
76	13	2011-01-19 10:00	2011-01-19 13:00	2	zeruje
186	13	2011-01-19 10:00	2011-01-19 13:00	2	zeruje
69	13	2011-01-19 10:00	2011-01-19 13:00	1	zeruje
218	13	2011-01-19 10:00	2011-01-19 13:00	1	zeruje
188	13	2011-01-19 10:00	2011-01-19 13:00	20	leci
162	13	2011-01-19 10:00	2011-01-19 13:00	1	leci
39	11	2011-01-24 12:00	2011-01-24 13:30	15	zeruje
23	11	2011-01-24 12:00	2011-01-24 13:30	5	zeruje
119	11	2011-01-24 12:00	2011-01-24 13:30	4	zeruje
180	11	2011-01-24 12:00	2011-01-24 13:30	3	zeruje
60	11	2011-01-24 12:00	2011-01-24 13:30	2	zeruje
76	11	2011-01-24 12:00	2011-01-24 13:30	14	leci
215	11	2011-01-24 12:00	2011-01-24 13:30	4	leci
89	11	2011-01-24 12:00	2011-01-24 13:30	1	leci
124	11	2011-01-24 12:00	2011-01-24 13:30	1	zeruje
92	11	2011-01-24 12:00	2011-01-24 13:30	70	plywa
129	11	2011-01-24 12:00	2011-01-24 13:30	4	plywa
75	11	2011-01-24 12:00	2011-01-24 13:30	3	plywa
107	11	2011-01-24 12:00	2011-01-24 13:30	3	plywa
205	11	2011-01-24 12:00	2011-01-24 13:30	1	plywa
187	11	2011-01-24 12:00	2011-01-24 13:30	3	odpoczywa
83	11	2011-01-24 12:00	2011-01-24 13:30	1	odpoczywa
92	11	2011-01-27 11:00	2011-01-27 12:00	50	brak informacji
23	11	2011-01-27 11:00	2011-01-27 12:00	30	brak informacji
119	11	2011-01-27 11:00	2011-01-27 12:00	15	brak informacji
76	11	2011-01-27 11:00	2011-01-27 12:00	10	brak informacji
162	11	2011-01-27 11:00	2011-01-27 12:00	8	brak informacji
138	11	2011-01-27 11:00	2011-01-27 12:00	6	brak informacji
84	11	2011-01-27 11:00	2011-01-27 12:00	5	brak informacji
104	11	2011-01-27 11:00	2011-01-27 12:00	5	brak informacji
117	11	2011-01-27 11:00	2011-01-27 12:00	5	brak informacji
180	11	2011-01-27 11:00	2011-01-27 12:00	5	brak informacji
215	11	2011-01-27 11:00	2011-01-27 12:00	4	brak informacji
60	11	2011-01-27 11:00	2011-01-27 12:00	3	brak informacji
75	11	2011-01-27 11:00	2011-01-27 12:00	3	brak informacji
107	11	2011-01-27 11:00	2011-01-27 12:00	3	brak informacji
188	11	2011-01-27 11:00	2011-01-27 12:00	3	brak informacji
187	11	2011-01-27 11:00	2011-01-27 12:00	2	brak informacji
210	11	2011-01-27 11:00	2011-01-27 12:00	2	brak informacji
55	11	2011-01-27 11:00	2011-01-27 12:00	1	brak informacji
124	11	2011-01-27 11:00	2011-01-27 12:00	1	brak informacji
23	4	2011-01-27 14:00	2011-01-27 15:00	5	zeruje
187	4	2011-01-27 14:00	2011-01-27 15:00	2	leci
188	4	2011-01-27 14:00	2011-01-27 15:00	2	odpoczywa
51	13	2011-01-29 09:00	2011-01-29 13:00	28	zeruje
110	13	2011-01-29 09:00	2011-01-29 13:00	13	zeruje
188	13	2011-01-29 09:00	2011-01-29 13:00	13	zeruje
210	13	2011-01-29 09:00	2011-01-29 13:00	12	zeruje
23	13	2011-01-29 09:00	2011-01-29 13:00	11	zeruje
187	13	2011-01-29 09:00	2011-01-29 13:00	8	zeruje
84	13	2011-01-29 09:00	2011-01-29 13:00	5	zeruje
119	13	2011-01-29 09:00	2011-01-29 13:00	5	zeruje
60	13	2011-01-29 09:00	2011-01-29 13:00	4	zeruje
63	13	2011-01-29 09:00	2011-01-29 13:00	4	zeruje
76	13	2011-01-29 09:00	2011-01-29 13:00	4	zeruje
180	13	2011-01-29 09:00	2011-01-29 13:00	3	zeruje
45	13	2011-01-29 09:00	2011-01-29 13:00	2	zeruje
69	13	2011-01-29 09:00	2011-01-29 13:00	2	zeruje
34	13	2011-01-29 09:00	2011-01-29 13:00	1	zeruje
186	13	2011-01-29 09:00	2011-01-29 13:00	1	zeruje
87	13	2011-01-29 09:00	2011-01-29 13:00	1	zeruje
216	26	2011-01-29 10:00	2011-01-29 12:00	40	zeruje
23	26	2011-01-29 10:00	2011-01-29 12:00	15	zeruje
51	26	2011-01-29 10:00	2011-01-29 12:00	12	zeruje
192	26	2011-01-29 10:00	2011-01-29 12:00	4	zeruje
60	26	2011-01-29 10:00	2011-01-29 12:00	3	zeruje
69	26	2011-01-29 10:00	2011-01-29 12:00	2	zeruje
110	26	2011-01-29 10:00	2011-01-29 12:00	2	zeruje
119	26	2011-01-29 10:00	2011-01-29 12:00	2	zeruje
180	26	2011-01-29 10:00	2011-01-29 12:00	2	zeruje
218	26	2011-01-29 10:00	2011-01-29 12:00	2	zeruje
45	26	2011-01-29 10:00	2011-01-29 12:00	1	zeruje
63	26	2011-01-29 10:00	2011-01-29 12:00	1	zeruje
84	26	2011-01-29 10:00	2011-01-29 12:00	1	zeruje
138	26	2011-01-29 10:00	2011-01-29 12:00	1	zeruje
76	26	2011-01-29 10:00	2011-01-29 12:00	7	leci
188	26	2011-01-29 10:00	2011-01-29 12:00	5	leci
187	26	2011-01-29 10:00	2011-01-29 12:00	3	leci
87	26	2011-01-29 10:00	2011-01-29 12:00	1	zeruje
62	16	2011-01-29 12:00	2011-01-29 13:00	170	zeruje
54	16	2011-01-29 12:00	2011-01-29 13:00	37	zeruje
76	16	2011-01-29 12:00	2011-01-29 13:00	23	zeruje
215	16	2011-01-29 12:00	2011-01-29 13:00	13	zeruje
104	16	2011-01-29 12:00	2011-01-29 13:00	8	zeruje
92	16	2011-01-29 12:00	2011-01-29 13:00	395	plywa
196	16	2011-01-29 12:00	2011-01-29 13:00	143	plywa
116	16	2011-01-29 12:00	2011-01-29 13:00	36	plywa
29	16	2011-01-29 12:00	2011-01-29 13:00	1	plywa
23	16	2011-01-29 12:00	2011-01-29 13:00	1	odpoczywa
45	16	2011-01-29 12:00	2011-01-29 13:00	1	odpoczywa
188	16	2011-01-29 12:00	2011-01-29 13:00	1	odpoczywa
23	27	2011-01-30 08:40	2011-01-30 09:50	14	zeruje
119	27	2011-01-30 08:40	2011-01-30 09:50	10	zeruje
84	27	2011-01-30 08:40	2011-01-30 09:50	5	zeruje
51	27	2011-01-30 08:40	2011-01-30 09:50	4	zeruje
60	27	2011-01-30 08:40	2011-01-30 09:50	3	zeruje
63	27	2011-01-30 08:40	2011-01-30 09:50	2	zeruje
218	27	2011-01-30 08:40	2011-01-30 09:50	2	zeruje
89	27	2011-01-30 08:40	2011-01-30 09:50	2	leci
44	27	2011-01-30 08:40	2011-01-30 09:50	1	leci
54	27	2011-01-30 08:40	2011-01-30 09:50	1	leci
92	27	2011-01-30 08:40	2011-01-30 09:50	396	plywa
188	27	2011-01-30 08:40	2011-01-30 09:50	2	odpoczywa
137	27	2011-01-30 08:40	2011-01-30 09:50	1	odpoczywa
215	27	2011-01-30 08:40	2011-01-30 09:50	1	odpoczywa
62	16	2011-01-30 11:00	2011-01-30 12:40	110	zeruje
23	16	2011-01-30 11:00	2011-01-30 12:40	10	zeruje
104	16	2011-01-30 11:00	2011-01-30 12:40	8	zeruje
116	16	2011-01-30 11:00	2011-01-30 12:40	5	zeruje
84	16	2011-01-30 11:00	2011-01-30 12:40	3	zeruje
138	16	2011-01-30 11:00	2011-01-30 12:40	3	zeruje
45	16	2011-01-30 11:00	2011-01-30 12:40	1	zeruje
188	16	2011-01-30 11:00	2011-01-30 12:40	3	leci
63	16	2011-01-30 11:00	2011-01-30 12:40	2	leci
48	16	2011-01-30 11:00	2011-01-30 12:40	1	leci
92	16	2011-01-30 11:00	2011-01-30 12:40	226	plywa
196	16	2011-01-30 11:00	2011-01-30 12:40	80	plywa
119	16	2011-01-30 11:00	2011-01-30 12:40	2	odpoczywa
54	16	2011-01-30 11:00	2011-01-30 12:40	23	odpoczywa
215	16	2011-01-30 11:00	2011-01-30 12:40	5	odpoczywa
76	16	2011-01-30 11:00	2011-01-30 12:40	1	odpoczywa
137	16	2011-01-30 11:00	2011-01-30 12:40	1	odpoczywa
166	22	2011-02-01 09:00	2011-02-01 09:05	1	zeruje
175	22	2011-02-01 09:00	2011-02-01 09:05	6	odpoczywa
44	4	2011-02-06 14:00	2011-02-06 15:00	2	zeruje
117	4	2011-02-06 14:00	2011-02-06 15:00	3	leci
187	4	2011-02-06 14:00	2011-02-06 15:00	1	leci
188	4	2011-02-06 14:00	2011-02-06 15:00	1	leci
160	4	2011-02-06 14:00	2011-02-06 15:00	2	zeruje
110	4	2011-02-06 14:00	2011-02-06 15:00	4	odpoczywa
23	4	2011-02-06 14:00	2011-02-06 15:00	2	odpoczywa
193	30	2011-02-13 07:15	2011-02-13 08:00	19	gniazduje
103	30	2011-02-13 07:15	2011-02-13 08:00	1	leci
101	30	2011-02-13 07:15	2011-02-13 08:00	52	plywa
104	30	2011-02-13 07:15	2011-02-13 08:00	16	plywa
129	30	2011-02-13 07:15	2011-02-13 08:00	14	plywa
107	30	2011-02-13 07:15	2011-02-13 08:00	10	plywa
55	30	2011-02-13 07:15	2011-02-13 08:00	41	brak informacji
92	30	2011-02-13 07:15	2011-02-13 08:00	6	brak informacji
140	30	2011-02-13 07:15	2011-02-13 08:00	2	brak informacji
92	14	2011-02-15 11:10	2011-02-15 11:20	80	plywa
104	14	2011-02-15 11:10	2011-02-15 11:20	13	plywa
55	14	2011-02-15 11:10	2011-02-15 11:20	11	plywa
103	14	2011-02-15 11:10	2011-02-15 11:20	4	plywa
45	14	2011-02-15 11:10	2011-02-15 11:20	1	odpoczywa
215	14	2011-02-15 11:10	2011-02-15 11:20	1	odpoczywa
38	18	2011-02-16 15:00	2011-02-16 16:00	3	zeruje
23	18	2011-02-16 15:00	2011-02-16 16:00	1	zeruje
186	18	2011-02-16 15:00	2011-02-16 16:00	1	zeruje
117	18	2011-02-16 15:00	2011-02-16 16:00	21	leci
116	18	2011-02-16 15:00	2011-02-16 16:00	1	leci
129	18	2011-02-16 15:00	2011-02-16 16:00	1	leci
92	18	2011-02-16 15:00	2011-02-16 16:00	90	plywa
82	18	2011-02-16 15:00	2011-02-16 16:00	12	odpoczywa
192	9	2011-02-19 10:00	2011-02-19 10:30	20	zeruje
192	9	2011-02-19 10:00	2011-02-19 10:30	20	zeruje
23	9	2011-02-19 10:00	2011-02-19 10:30	5	zeruje
23	9	2011-02-19 10:00	2011-02-19 10:30	5	zeruje
63	9	2011-02-19 10:00	2011-02-19 10:30	4	zeruje
63	9	2011-02-19 10:00	2011-02-19 10:30	4	zeruje
36	9	2011-02-19 10:00	2011-02-19 10:30	3	zeruje
36	9	2011-02-19 10:00	2011-02-19 10:30	3	zeruje
34	9	2011-02-19 10:00	2011-02-19 10:30	1	zeruje
34	9	2011-02-19 10:00	2011-02-19 10:30	1	zeruje
60	16	2011-02-20 08:25	2011-02-20 08:50	1	zeruje
69	16	2011-02-20 08:25	2011-02-20 08:50	8	leci
84	16	2011-02-20 08:25	2011-02-20 08:50	1	odpoczywa
119	16	2011-02-20 08:25	2011-02-20 08:50	1	odpoczywa
92	16	2011-02-20 08:25	2011-02-20 08:50	194	odpoczywa
76	16	2011-02-20 08:25	2011-02-20 08:50	25	odpoczywa
215	16	2011-02-20 08:25	2011-02-20 08:50	4	odpoczywa
23	9	2011-02-20 13:00	2011-02-20 13:30	3	zeruje
36	9	2011-02-20 13:00	2011-02-20 13:30	1	zeruje
55	30	2011-02-21 07:00	2011-02-21 15:00	15	leci
215	30	2011-02-21 07:00	2011-02-21 15:00	3	leci
115	30	2011-02-21 07:00	2011-02-21 15:00	2	leci
124	30	2011-02-21 07:00	2011-02-21 15:00	1	leci
101	30	2011-02-21 07:00	2011-02-21 15:00	70	plywa
211	30	2011-02-21 07:00	2011-02-21 15:00	50	plywa
129	30	2011-02-21 07:00	2011-02-21 15:00	30	plywa
193	30	2011-02-21 07:00	2011-02-21 15:00	10	plywa
109	30	2011-02-21 07:00	2011-02-21 15:00	5	plywa
140	30	2011-02-21 07:00	2011-02-21 15:00	2	plywa
52	30	2011-02-21 07:00	2011-02-21 15:00	1	plywa
142	30	2011-02-21 07:00	2011-02-21 15:00	1	plywa
92	27	2011-02-23 16:45	2011-02-23 17:15	266	plywa
83	27	2011-02-23 16:45	2011-02-23 17:15	4	odpoczywa
68	27	2011-02-23 16:45	2011-02-23 17:15	19	brak informacji
139	4	2011-02-24 13:00	2011-02-24 15:00	2	zeruje
180	4	2011-02-24 13:00	2011-02-24 15:00	1	zeruje
45	4	2011-02-24 13:00	2011-02-24 15:00	1	leci
60	4	2011-02-24 13:00	2011-02-24 15:00	1	leci
89	4	2011-02-24 13:00	2011-02-24 15:00	1	leci
23	4	2011-02-24 13:00	2011-02-24 15:00	5	odpoczywa
55	30	2011-02-26 07:00	2011-02-26 13:00	223	leci
129	30	2011-02-26 07:00	2011-02-26 13:00	72	leci
101	30	2011-02-26 07:00	2011-02-26 13:00	58	leci
211	30	2011-02-26 07:00	2011-02-26 13:00	55	leci
115	30	2011-02-26 07:00	2011-02-26 13:00	54	leci
193	30	2011-02-26 07:00	2011-02-26 13:00	36	leci
140	30	2011-02-26 07:00	2011-02-26 13:00	24	leci
82	30	2011-02-26 07:00	2011-02-26 13:00	9	leci
107	30	2011-02-26 07:00	2011-02-26 13:00	6	leci
92	30	2011-02-26 07:00	2011-02-26 13:00	3	leci
17	30	2011-02-26 07:00	2011-02-26 13:00	1	leci
104	30	2011-02-26 07:00	2011-02-26 13:00	1	leci
215	30	2011-02-26 07:00	2011-02-26 13:00	1	leci
111	30	2011-02-26 07:00	2011-02-26 13:00	1	plywa
89	30	2011-02-26 07:00	2011-02-26 13:00	51	leci
131	30	2011-02-26 07:00	2011-02-26 13:00	33	leci
52	30	2011-02-26 07:00	2011-02-26 13:00	17	leci
36	30	2011-02-26 07:00	2011-02-26 13:00	12	leci
37	30	2011-02-26 07:00	2011-02-26 13:00	12	leci
23	30	2011-02-26 07:00	2011-02-26 13:00	2	leci
54	30	2011-02-26 07:00	2011-02-26 13:00	2	leci
60	30	2011-02-26 07:00	2011-02-26 13:00	2	leci
91	30	2011-02-26 07:00	2011-02-26 13:00	2	leci
124	30	2011-02-26 07:00	2011-02-26 13:00	1	leci
45	5	2011-02-26 11:00	2011-02-26 13:00	6	brak informacji
33	5	2011-02-26 11:00	2011-02-26 13:00	2	brak informacji
