id_lotu	miejsce_docelowe	data	godzina
693	Barcelona	2014-06-01	20:30
694	Bolonia	2014-06-01	13:50
695	Bristol	2014-06-01	21:45
696	Dusseldorf	2014-06-01	12:40
697	Warszawa Modlin	2014-06-02	06:25
698	Paryz	2014-06-02	07:55
699	Barcelona	2014-06-02	09:40
700	Londyn Luton	2014-06-02	06:10
701	Oslo Rygge	2014-06-02	13:10
702	Londyn Luton	2014-06-02	14:55
703	Cork	2014-06-02	16:40
704	Warszawa	2014-06-02	18:25
705	Londyn Stansed	2014-06-02	20:10
706	Dortmund	2014-06-02	15:25
707	Dusseldorf	2014-06-02	12:40
708	Londyn Luton	2014-06-03	06:30
709	Londyn Stansed	2014-06-03	09:15
710	Warszawa Modlin	2014-06-03	11:00
711	Monachium	2014-06-03	12:45
712	Praga	2014-06-03	14:30
713	Cork	2014-06-03	16:15
714	Warszawa	2014-06-03	18:00
715	Liverpool	2014-06-03	19:45
716	Kopenhaga	2014-06-03	21:30
717	Doncaster-Sheffield	2014-06-03	17:20
718	Dusseldorf	2014-06-03	12:40
719	Mediolan	2014-06-04	06:50
720	Warszawa Modlin	2014-06-04	08:35
721	Oslo Torp	2014-06-04	10:20
722	Warszawa	2014-06-04	12:05
723	Warszawa Modlin	2014-06-04	13:50
724	Londyn Stansed	2014-06-04	18:10
725	Londyn Luton	2014-06-04	17:20
726	Shannon	2014-06-04	19:05
727	Monachium	2014-06-04	20:50
728	Barcelona	2014-06-04	20:30
729	Bolonia	2014-06-04	12:15
730	Bristol	2014-06-04	21:45
731	Dusseldorf	2014-06-04	12:40
732	Warszawa Modlin	2014-06-05	07:00
733	Warszawa Modlin	2014-06-05	08:45
734	Warszawa	2014-06-05	10:30
735	Liverpool	2014-06-05	12:15
736	Dublin	2014-06-05	14:00
737	Kopenhaga	2014-06-05	15:45
738	Frankfurt n. Menem	2014-06-05	17:30
739	East Midlands	2014-06-05	19:15
740	Londyn Luton	2014-06-05	21:00
741	Doncaster-Sheffield	2014-06-05	17:20
742	Dusseldorf	2014-06-05	12:40
743	Londyn Stansed	2014-06-06	07:00
744	Shannon	2014-06-06	08:30
745	Monachium	2014-06-06	10:15
746	Kopenhaga	2014-06-06	12:00
747	Oslo Torp	2014-06-06	13:45
748	Dublin	2014-06-06	15:30
749	Gdansk	2014-06-06	17:15
750	Glasgow	2014-06-06	19:00
751	Warszawa	2014-06-06	20:45
752	Dusseldorf	2014-06-06	12:40
753	Gdansk	2014-06-07	06:00
754	Glasgow	2014-06-07	07:45
755	Warszawa Modlin	2014-06-07	09:30
756	Eindhoven	2014-06-07	11:15
757	Bristol	2014-06-07	13:00
758	Kopenhaga	2014-06-07	14:45
759	Liverpool	2014-06-07	16:30
760	Monachium	2014-06-07	18:15
761	Zurych	2014-06-07	13:40
762	Doncaster-Sheffield	2014-06-07	17:20
763	Dortmund	2014-06-07	15:25
764	Mediolan	2014-06-08	06:20
765	Eindhoven	2014-06-08	08:05
766	Glasgow	2014-06-08	09:50
767	Monachium	2014-06-08	11:35
768	Londyn Stansed	2014-06-08	21:05
769	Kopenhaga	2014-06-08	15:05
770	Rzym	2014-06-08	16:50
771	Warszawa	2014-06-08	18:35
772	Krakow	2014-06-08	20:20
773	Barcelona	2014-06-08	20:30
774	Bolonia	2014-06-08	13:50
775	Bristol	2014-06-08	21:45
776	Dusseldorf	2014-06-08	12:40
777	Warszawa Modlin	2014-06-09	06:25
778	Paryz	2014-06-09	07:55
779	Barcelona	2014-06-09	09:40
780	Londyn Luton	2014-06-09	06:10
781	Oslo Rygge	2014-06-09	13:10
782	Londyn Luton	2014-06-09	14:55
783	Cork	2014-06-09	16:40
784	Warszawa	2014-06-09	18:25
785	Londyn Stansed	2014-06-09	20:10
786	Dortmund	2014-06-09	15:25
787	Dusseldorf	2014-06-09	12:40
788	Londyn Luton	2014-06-10	06:30
789	Londyn Stansed	2014-06-10	09:15
790	Warszawa Modlin	2014-06-10	11:00
791	Monachium	2014-06-10	12:45
792	Praga	2014-06-10	14:30
793	Cork	2014-06-10	16:15
794	Warszawa	2014-06-10	18:00
795	Liverpool	2014-06-10	19:45
796	Kopenhaga	2014-06-10	21:30
797	Doncaster-Sheffield	2014-06-10	17:20
798	Dusseldorf	2014-06-10	12:40
799	Mediolan	2014-06-11	06:50
800	Warszawa Modlin	2014-06-11	08:35
801	Oslo Torp	2014-06-11	10:20
802	Warszawa	2014-06-11	12:05
803	Warszawa Modlin	2014-06-11	13:50
804	Londyn Stansed	2014-06-11	18:10
805	Londyn Luton	2014-06-11	17:20
806	Shannon	2014-06-11	19:05
807	Monachium	2014-06-11	20:50
808	Barcelona	2014-06-11	20:30
809	Bolonia	2014-06-11	12:15
810	Bristol	2014-06-11	21:45
811	Dusseldorf	2014-06-11	12:40
812	Warszawa Modlin	2014-06-12	07:00
813	Warszawa Modlin	2014-06-12	08:45
814	Warszawa	2014-06-12	10:30
815	Liverpool	2014-06-12	12:15
816	Dublin	2014-06-12	14:00
817	Kopenhaga	2014-06-12	15:45
818	Frankfurt n. Menem	2014-06-12	17:30
819	East Midlands	2014-06-12	19:15
820	Londyn Luton	2014-06-12	21:00
821	Doncaster-Sheffield	2014-06-12	17:20
822	Dusseldorf	2014-06-12	12:40
823	Londyn Stansed	2014-06-13	07:00
824	Shannon	2014-06-13	08:30
825	Monachium	2014-06-13	10:15
826	Kopenhaga	2014-06-13	12:00
827	Oslo Torp	2014-06-13	13:45
828	Dublin	2014-06-13	15:30
829	Gdansk	2014-06-13	17:15
830	Glasgow	2014-06-13	19:00
831	Warszawa	2014-06-13	20:45
832	Dusseldorf	2014-06-13	12:40
833	Gdansk	2014-06-14	06:00
834	Glasgow	2014-06-14	07:45
835	Warszawa Modlin	2014-06-14	09:30
836	Eindhoven	2014-06-14	11:15
837	Bristol	2014-06-14	13:00
838	Kopenhaga	2014-06-14	14:45
839	Liverpool	2014-06-14	16:30
840	Monachium	2014-06-14	18:15
841	Zurych	2014-06-14	13:40
842	Doncaster-Sheffield	2014-06-14	17:20
843	Dortmund	2014-06-14	15:25
844	Mediolan	2014-06-15	06:20
845	Eindhoven	2014-06-15	08:05
846	Glasgow	2014-06-15	09:50
847	Monachium	2014-06-15	11:35
848	Londyn Stansed	2014-06-15	21:05
849	Kopenhaga	2014-06-15	15:05
850	Rzym	2014-06-15	16:50
851	Warszawa	2014-06-15	18:35
852	Krakow	2014-06-15	20:20
853	Barcelona	2014-06-15	20:30
854	Bolonia	2014-06-15	13:50
855	Bristol	2014-06-15	21:45
856	Dusseldorf	2014-06-15	12:40
857	Warszawa Modlin	2014-06-16	06:25
858	Paryz	2014-06-16	07:55
859	Barcelona	2014-06-16	09:40
860	Londyn Luton	2014-06-16	06:10
861	Oslo Rygge	2014-06-16	13:10
862	Londyn Luton	2014-06-16	14:55
863	Cork	2014-06-16	16:40
864	Warszawa	2014-06-16	18:25
865	Londyn Stansed	2014-06-16	20:10
866	Dortmund	2014-06-16	15:25
867	Dusseldorf	2014-06-16	12:40
868	Londyn Luton	2014-06-17	06:30
869	Londyn Stansed	2014-06-17	09:15
870	Warszawa Modlin	2014-06-17	11:00
871	Monachium	2014-06-17	12:45
872	Praga	2014-06-17	14:30
873	Cork	2014-06-17	16:15
874	Warszawa	2014-06-17	18:00
875	Liverpool	2014-06-17	19:45
876	Kopenhaga	2014-06-17	21:30
877	Doncaster-Sheffield	2014-06-17	17:20
878	Dusseldorf	2014-06-17	12:40
879	Mediolan	2014-06-18	06:50
880	Warszawa Modlin	2014-06-18	08:35
881	Oslo Torp	2014-06-18	10:20
882	Warszawa	2014-06-18	12:05
883	Warszawa Modlin	2014-06-18	13:50
884	Londyn Stansed	2014-06-18	18:10
885	Londyn Luton	2014-06-18	17:20
886	Shannon	2014-06-18	19:05
887	Monachium	2014-06-18	20:50
888	Barcelona	2014-06-18	20:30
889	Bolonia	2014-06-18	12:15
890	Bristol	2014-06-18	21:45
891	Dusseldorf	2014-06-18	12:40
892	Warszawa Modlin	2014-06-19	07:00
893	Warszawa Modlin	2014-06-19	08:45
894	Warszawa	2014-06-19	10:30
895	Liverpool	2014-06-19	12:15
896	Dublin	2014-06-19	14:00
897	Kopenhaga	2014-06-19	15:45
898	Frankfurt n. Menem	2014-06-19	17:30
899	East Midlands	2014-06-19	19:15
900	Londyn Luton	2014-06-19	21:00
901	Doncaster-Sheffield	2014-06-19	17:20
902	Dusseldorf	2014-06-19	12:40
903	Londyn Stansed	2014-06-20	07:00
904	Shannon	2014-06-20	08:30
905	Monachium	2014-06-20	10:15
906	Kopenhaga	2014-06-20	12:00
907	Oslo Torp	2014-06-20	13:45
908	Dublin	2014-06-20	15:30
909	Gdansk	2014-06-20	17:15
910	Glasgow	2014-06-20	19:00
911	Warszawa	2014-06-20	20:45
912	Dusseldorf	2014-06-20	12:40
913	Gdansk	2014-06-21	06:00
914	Glasgow	2014-06-21	07:45
915	Warszawa Modlin	2014-06-21	09:30
916	Eindhoven	2014-06-21	11:15
917	Bristol	2014-06-21	13:00
918	Kopenhaga	2014-06-21	14:45
919	Liverpool	2014-06-21	16:30
920	Monachium	2014-06-21	18:15
921	Zurych	2014-06-21	13:40
922	Doncaster-Sheffield	2014-06-21	17:20
923	Dortmund	2014-06-21	15:25
924	Mediolan	2014-06-22	06:20
925	Eindhoven	2014-06-22	08:05
926	Glasgow	2014-06-22	09:50
927	Monachium	2014-06-22	11:35
928	Londyn Stansed	2014-06-22	21:05
929	Kopenhaga	2014-06-22	15:05
930	Rzym	2014-06-22	16:50
931	Warszawa	2014-06-22	18:35
932	Krakow	2014-06-22	20:20
933	Barcelona	2014-06-22	20:30
934	Bolonia	2014-06-22	13:50
935	Bristol	2014-06-22	21:45
936	Dusseldorf	2014-06-22	12:40
937	Warszawa Modlin	2014-06-23	06:25
938	Paryz	2014-06-23	07:55
939	Barcelona	2014-06-23	09:40
940	Londyn Luton	2014-06-23	06:10
941	Oslo Rygge	2014-06-23	13:10
942	Londyn Luton	2014-06-23	14:55
943	Cork	2014-06-23	16:40
944	Warszawa	2014-06-23	18:25
945	Londyn Stansed	2014-06-23	20:10
946	Dortmund	2014-06-23	15:25
947	Dusseldorf	2014-06-23	12:40
948	Londyn Luton	2014-06-24	06:30
949	Londyn Stansed	2014-06-24	09:15
950	Warszawa Modlin	2014-06-24	11:00
951	Monachium	2014-06-24	12:45
952	Praga	2014-06-24	14:30
953	Cork	2014-06-24	16:15
954	Warszawa	2014-06-24	18:00
955	Liverpool	2014-06-24	19:45
956	Kopenhaga	2014-06-24	21:30
957	Doncaster-Sheffield	2014-06-24	17:20
958	Dusseldorf	2014-06-24	12:40
959	Mediolan	2014-06-25	06:50
960	Warszawa Modlin	2014-06-25	08:35
961	Oslo Torp	2014-06-25	10:20
962	Warszawa	2014-06-25	12:05
963	Warszawa Modlin	2014-06-25	13:50
964	Londyn Stansed	2014-06-25	18:10
965	Londyn Luton	2014-06-25	17:20
966	Shannon	2014-06-25	19:05
967	Monachium	2014-06-25	20:50
968	Barcelona	2014-06-25	20:30
969	Bolonia	2014-06-25	12:15
970	Bristol	2014-06-25	21:45
971	Dusseldorf	2014-06-25	12:40
972	Warszawa Modlin	2014-06-26	07:00
973	Warszawa Modlin	2014-06-26	08:45
974	Warszawa	2014-06-26	10:30
975	Liverpool	2014-06-26	12:15
976	Dublin	2014-06-26	14:00
977	Kopenhaga	2014-06-26	15:45
978	Frankfurt n. Menem	2014-06-26	17:30
979	East Midlands	2014-06-26	19:15
980	Londyn Luton	2014-06-26	21:00
981	Doncaster-Sheffield	2014-06-26	17:20
982	Dusseldorf	2014-06-26	12:40
983	Londyn Stansed	2014-06-27	07:00
984	Shannon	2014-06-27	08:30
985	Monachium	2014-06-27	10:15
986	Kopenhaga	2014-06-27	12:00
987	Oslo Torp	2014-06-27	13:45
988	Dublin	2014-06-27	15:30
989	Gdansk	2014-06-27	17:15
990	Glasgow	2014-06-27	19:00
991	Warszawa	2014-06-27	20:45
992	Dusseldorf	2014-06-27	12:40
993	Gdansk	2014-06-28	06:00
994	Glasgow	2014-06-28	07:45
995	Warszawa Modlin	2014-06-28	09:30
996	Eindhoven	2014-06-28	11:15
997	Bristol	2014-06-28	13:00
998	Kopenhaga	2014-06-28	14:45
999	Liverpool	2014-06-28	16:30
1000	Monachium	2014-06-28	18:15
1001	Zurych	2014-06-28	13:40
1002	Doncaster-Sheffield	2014-06-28	17:20
1003	Dortmund	2014-06-28	15:25
1004	Mediolan	2014-06-29	06:20
1005	Eindhoven	2014-06-29	08:05
1006	Glasgow	2014-06-29	09:50
1007	Monachium	2014-06-29	11:35
1008	Londyn Stansed	2014-06-29	21:05
1009	Kopenhaga	2014-06-29	15:05
1010	Rzym	2014-06-29	16:50
1011	Warszawa	2014-06-29	18:35
1012	Krakow	2014-06-29	20:20
1013	Barcelona	2014-06-29	20:30
1014	Bolonia	2014-06-29	13:50
1015	Bristol	2014-06-29	21:45
1016	Dusseldorf	2014-06-29	12:40
1017	Warszawa Modlin	2014-06-30	06:20
1018	Paryz	2014-06-30	07:55
1019	Barcelona	2014-06-30	09:40
1020	Londyn Luton	2014-06-30	06:10
1021	Oslo Rygge	2014-06-30	13:10
1022	Londyn Luton	2014-06-30	14:55
1023	Cork	2014-06-30	16:40
1024	Warszawa	2014-06-30	18:25
1025	Londyn Stansed	2014-06-30	20:10
1026	Dortmund	2014-06-30	15:25
1027	Dusseldorf	2014-06-30	12:40
