data	nazwa	ISIN	kurs_zamkniecia	wolumen	obrot	pakiet_wig				
2015-01-21	ROPCZYCE	PLROPCE00017	16,3	110	1790	2220000				
2015-01-21	ROVESE	PLCRSNT00011	1,41	7680	10770	0				
2015-01-21	RUBICON	PLNFI0500012	1,72	2005	3450	2747000				
2015-01-21	SADOVAYA	LU0564351582	0,79	0	0	0				
2015-01-21	SANOK	PLSTLSK00016	53,55	43658	2260100	23914000				
2015-01-21	SANTANDER	ES0113900J37	25,35	352	9020	0				
2015-01-21	SANWIL	PLSANWL00012	0,19	3633	690	0				
2015-01-21	SCOPAK	PLSCOPK00012	1,9	50	100	3496000				
2015-01-21	SECOGROUP	PLWRWCK00013	23,41	203	4750	5187000				
2015-01-21	SEKO	PLSEKO000014	6,2	20	120	2500000				
2015-01-21	SELENAFM	PLSELNA00010	16,54	1005	16560	5246000				
2015-01-21	SELVITA	PLSELVT00013	15,75	1452	22400	3182000				
2015-01-21	SERINUS	CA81752K1057	3,35	121741	410370	32839000				
2015-01-21	SFINKS	PLSFNKS00011	1,88	33353	64320	18377000				
2015-01-21	SILVANO	EE3100001751	5,26	0	0	5448000				
2015-01-21	SIMPLE	PLSIMPL00011	9,55	400	3820	1962000				
2015-01-21	SKARBIEC	PLSKRBH00014	32,1	75	2440	1729000				
2015-01-21	SKOK	PLTFSKK00015	1,83	13615	25270	0				
2015-01-21	SKOTAN	PLSKTAN00010	1,06	131014	136550	31508000				
2015-01-21	SKYLINE	PLSKLNW00011	0,53	46752	25570	0				
2015-01-21	SKYSTONE	PLNFI1000012	3	2162	6320	0				
2015-01-21	SMT	PLADVPL00029	12,25	41889	513200	9601000				
2015-01-21	SNIEZKA	PLSNZKA00033	40,35	422	17440	5026000				
2015-01-21	SOBIESKI	FR0000060873	43	76	3270	176000				
2015-01-21	SOLAR	PLSLRCP00021	2,6	11025	29010	12010000				
2015-01-21	SONEL	PLSONEL00011	7,9	1057	8360	4755000				
2015-01-21	SOPHARMA	BG11SOSOBT18	8,4	54	450	12000				
2015-01-21	STALEXP	PLSTLEX00019	2,66	16449	43980	97338000				
2015-01-21	STALPROD	PLSTLPD00017	338,75	164	54790	1810000				
2015-01-21	STALPROFI	PLSTLPF00012	12,68	830	10540	7716000				
2015-01-21	STAPORKOW	PLSTPRK00019	10,1	557	5790	1791000				
2015-01-21	STARHEDGE	PLHRDEX00021	2,25	27899	63960	0				
2015-01-21	SUWARY	PLSUWAR00014	13,3	1937	25630	925000				
2015-01-21	SWISSMED	PLSWMED00013	0,22	20450	4650	0				
2015-01-21	SYGNITY	PLCMPLD00016	13,19	3923	51280	11886000				
2015-01-21	SYNEKTIK	PLSNKTK00019	21,6	2871	61830	5947000				
2015-01-21	SYNTHOS	PLDWORY00019	3,97	682646	2722930	496690000				
2015-01-21	TALANX	DE000TLX1005	109	0	0	142000				
2015-01-21	TALEX	PLTALEX00017	22,2	382	8440	730000				
2015-01-21	TARCZYNSKI	PLTRCZN00016	12,35	642	7930	7000000				
2015-01-21	TATRY	SK1120010287	87	0	0	84000				
2015-01-21	TAURONPE	PLTAURN00011	4,95	2248960	11012910	1043590000				
2015-01-21	TELEPOLSKA	PLTHP0000011	0,7	1746	1220	0				
2015-01-21	TELL	PLTELL000023	9,59	1523	14300	2847000				
2015-01-21	TERESA	PLPTMED00015	16,48	135	2190	448000				
2015-01-21	TERMOREX	PLTRMRX00011	4,5	2819	12730	19158000				
2015-01-21	TESGAS	PLTSGS000019	3,65	2106	7630	6157000				
2015-01-21	TFONE	PLTFONE00011	6,8	7469	49800	3969000				
2015-01-21	TIM	PLTIM0000016	6,2	2492	15490	15008000				
2015-01-21	TORPOL	PLTORPL00016	9,57	288	2740	14241000				
2015-01-21	TOYA	PLTOYA000011	4,53	12	50	11716000				
2015-01-21	TRAKCJA	PLTRKPL00014	8,85	315031	2768260	36592000				
2015-01-21	TRANSPOL	PLTRNSP00013	4,27	0	0	2580000				
2015-01-21	TRAVELPL	PLTRVPL00011	3,96	0	0	0				
2015-01-21	TRITON	PLASMOT00030	1,95	112	220	3297000				
2015-01-21	TVN	PLTVN0000017	17,48	72400	1275520	163100000				
2015-01-21	ULMA	PLBAUMA00017	56,69	0	0	1288000				
2015-01-21	UNIBEP	PLUNBEP00015	8,59	13535	115040	14002000				
2015-01-21	UNICREDIT	IT0004781412	23,4	519	12140	28378000				
2015-01-21	UNIMA	PLUNMST00014	2,38	200	480	0				
2015-01-21	URSUS	PLPMWRM00012	2,07	32307	66900	20551000				
2015-01-21	VANTAGE	PLVTGDL00010	2,67	24	60	16914000				
2015-01-21	VARIANT	PLVARNT00019	1,63	0	0	0				
2015-01-21	VIGOSYS	PLVIGOS00015	193,5	154	29370	370000				
2015-01-21	VINDEXUS	PLVNDEX00013	4,29	4855	20480	4890000				
2015-01-21	VISTAL	PLVTLGD00010	9,15	5327	48050	4210000				
2015-01-21	VISTULA	PLVSTLA00011	1,97	447897	875600	158887000				
2015-01-21	VOTUM	PLVOTUM00016	9,2	1236	11310	3957000				
2015-01-21	VOXEL	PLVOXEL00014	9,76	3315	32560	5328000				
2015-01-21	WADEX	PLWADEX00018	4,18	1125	4700	0				
2015-01-21	WANDALEX	PLWNDLX00024	3,14	2461	7730	2113000				
2015-01-21	WARIMPEX	AT0000827209	3,46	105	360	13763000				
2015-01-21	WASKO	PLHOGA000041	1,46	10309	14790	17392000				
2015-01-21	WAWEL	PLWAWEL00013	955	10799	10367730	717000				
2015-01-21	WDMCP	PLWDMCP00013	7,13	2142	15120	0				
2015-01-21	WESTAISIC	LU0627170920	0,16	7923	1280	0				
2015-01-21	WIELTON	PLWELTN00012	4,1	113649	464150	17549000				
2015-01-21	WIKANA	PLELPO000016	2	1	2	0				
2015-01-21	WILBO	PLWILBO00019	0,86	6000	5160	0				
2015-01-21	WINVEST	PLARIEL00046	7,49	3	20	7452000				
2015-01-21	WISTIL	PLWSTIL00012	38,9	150	5840	0				
2015-01-21	WOJAS	PLWOJAS00014	8,3	30952	254700	2046000				
2015-01-21	WORKSERV	PLWRKSR00019	18	39597	712660	24711000				
2015-01-21	YAWAL	PLYAWAL00058	8,4	200	1680	1535000				
2015-01-21	ZAMET	PLZAMET00010	2,69	1828	4940	48149000				
2015-01-21	ZASTAL	PLZSTAL00012	0,92	219424	198130	23434000				
2015-01-21	ZEPAK	PLZEPAK00012	23,28	61806	1418850	24622000				
2015-01-21	ZETKAMA	PLZTKMA00017	64,99	39	2480	3288000				
2015-01-21	ZPUE	PLZPUE000012	285	14	3990	699000				
2015-01-21	ZREMB	PLZBMZC00019	1,55	3559	5440	6145000				
2015-01-21	ZUE	PLZUE0000015	6,27	7	40	8629000				
2015-01-21	ZYWIEC	PLZYWIC00016	391	20	7820	0				
2015-01-22	06MAGNA	PLNFI0600010	2,26	20	40	6496000				
2015-01-22	08OCTAVA	PLNFI0800016	0,79	87	70	22309000				
2015-01-22	4FUNMEDIA	PL4FNMD00013	5,85	638	3680	1852000				
2015-01-22	ABCDATA	PLABCDT00014	3,43	17268	58130	48206000				
2015-01-22	ABMSOLID	PLABMSD00015	0,3	0	0	0				
2015-01-22	ABPL	PLAB00000019	34,99	20654	669900	13122000				
2015-01-22	ACAUTOGAZ	PLACSA000014	27,51	4	110	8143000				
2015-01-22	ACE	LU0299378421	8	10793	88910	17461000				
2015-01-22	ACTION	PLACTIN00018	45,85	706	31870	8852000				
2015-01-22	ADVADIS	PLMBRST00015	0,01	4200	40	0				
2015-01-22	AGORA	PLAGORA00067	8,1	213603	1682130	43035000				
2015-01-22	AGROTON	CY0101062111	1,41	70408	98630	0				
2015-01-22	AGROWILL	LT0000127466	1	0	0	0				
2015-01-22	ALCHEMIA	PLGRBRN00012	5,08	1120106	5657820	29399000				
2015-01-22	ALIOR	PLALIOR00045	84	194224	15997670	43097000				
2015-01-22	ALMA	PLKRCHM00015	14,15	1039	14690	3975000				
2015-01-22	ALTA	PLTRNSU00013	2,08	1980	4060	7353000				
2015-01-22	ALTERCO	PLSRBEX00014	0,64	0	0	0				
2015-01-22	ALTUSTFI	PLATTFI00018	9,1	117048	1062830	24397000				
2015-01-22	ALUMETAL	PLALMTL00023	45,7	5386	243420	9046000				
2015-01-22	AMBRA	PLAMBRA00013	8,02	2114	17060	9800000				
2015-01-22	AMICA	PLAMICA00010	99,5	31650	3138890	4659000				
2015-01-22	AMPLI	PLAMPLI00019	0,26	0	0	0				
2015-01-22	AMREST	NL0000474351	108	17841	1906540	14487000				
2015-01-22	APATOR	PLAPATR00018	35,17	1405	49850	25382000				
2015-01-22	APLISENS	PLAPLS000016	12,3	45	550	5540000				
2015-01-22	ARCTIC	PLARTPR00012	4,8	49208	238770	22063000				
2015-01-22	ARCUS	PLARCUS00040	1,47	2996	4220	2520000				
2015-01-22	ARTERIA	PLARTER00016	14,89	588	8750	3286000				
2015-01-22	ASBIS	CY1000031710	1,95	750865	1490750	32823000				
2015-01-22	ASSECOBS	PLABS0000018	13,2	282	3710	17889000				
2015-01-22	ASSECOPOL	PLSOFTB00016	54	85264	4567480	74917000				
2015-01-22	ASSECOSEE	PLASSEE00014	8,3	100	830	16750000				
2015-01-22	ASSECOSLO	SK1120009230	16,02	3	50	0				
2015-01-22	ASTARTA	NL0000686509	26,5	11520	305320	9253000				
2015-01-22	ATENDE	PLATMSI00016	2,5	3370	8410	24386000				
2015-01-22	ATLANTAPL	PLATLPL00018	6,87	4231	28930	2464000				
2015-01-22	ATLANTIS	PLATLNT00016	0,99	5919	5790	11698000				
2015-01-22	ATLASEST	GB00B0WDBP88	1,05	5	10	0				
2015-01-22	ATM	PLATMSA00013	11,19	2021	22080	24981000				
2015-01-22	ATMGRUPA	PLATM0000021	3,23	35000	110330	39722000				
2015-01-22	ATREM	PLATREM00017	4,33	974	4220	3999000				
2015-01-22	AVIAAML	LT0000128555	7,24	250008	1775060	15327000				
2015-01-22	AVIASG	LT0000128381	20,7	0	0	2322000				
2015-01-22	AWBUD	PLINSTL00011	3	701	1970	0				
2015-01-22	B3SYSTEM	PLBSSTM00013	2,55	2	10	0				
2015-01-22	BAKALLAND	PLBKLND00017	2,77	0	0	0				
2015-01-22	BALTONA	PLBALTN00014	7,19	1	10	2174000				
2015-01-22	BANKBPH	PLBPH0000019	43	17210	744390	7788000				
2015-01-22	BBIDEV	PLNFI1200018	1,14	14109	15850	96494000				
2015-01-22	BEDZIN	PLECBDZ00013	13	49	640	0				
2015-01-22	BENEFIT	PLBNFTS00018	306,05	82	25440	1075000				
2015-01-22	BERLING	PLBRLNG00015	3,77	1302	4930	0				
2015-01-22	BEST	PLBEST000010	27,9	0	0	0				
2015-01-22	BETACOM	PLBTCOM00016	11,02	1002	11030	911000				
2015-01-22	BGZ	PLBGZ0000010	79,95	0	0	0				
2015-01-22	BIOTON	PLBIOTN00029	4	97499	388340	67191000				
2015-01-22	BIPROMET	PLBPRMT00011	3,49	46908	163710	1797000				
2015-01-22	BLACKLION	PLNFI0400015	1,24	13102	15720	57095000				
2015-01-22	BMPAG	DE0003304200	2,65	345	920	2181000				
2015-01-22	BNPPL	PLPPAB000011	61,5	3375	207140	4735000				
2015-01-22	BOGDANKA	PLLWBGD00016	98,7	48309	4768460	34013000				
2015-01-22	BORYSZEW	PLBRSZW00011	5,36	679096	3637800	95414000				
2015-01-22	BOS	PLBOS0000019	35,6	3197	114510	9289000				
2015-01-22	BOWIM	PLBOWM000019	1,52	0	0	5226000				
2015-01-22	BRIJU	PLBRIJU00010	15,9	99846	1596910	978000				
2015-01-22	BSCDRUK	PLBSCDO00017	27,7	1056	28100	2468000				
2015-01-22	BUDIMEX	PLBUDMX00013	150	3992	601540	10451000				
2015-01-22	BUDOPOL	PLBDPWR00014	0,06	16100	970	0				
2015-01-22	BUMECH	PLBMECH00012	1,33	1747685	2300860	6078000				
2015-01-22	BUWOG	AT00BUWOG001	73,36	0	0	6034000				
2015-01-22	BYTOM	PLBYTOM00010	1,72	485978	845850	50108000				
2015-01-22	BZWBK	PLBZ00000044	332,4	91224	30594760	28420000				
2015-01-22	CALATRAVA	PLBRSTM00015	1,06	6	10	0				
2015-01-22	CAMMEDIA	PLCAMMD00032	4	400	1630	4262000				
2015-01-22	CAPITAL	PLCPTLP00015	2,5	17875	44650	14368000				
2015-01-22	CASHFLOW	PLCASHF00018	0,43	528	230	0				
2015-01-22	CCC	PLCCC0000016	146,1	20588	3007910	22030000				
2015-01-22	CCENERGY	PLKAREN00014	0,06	9040	540	0				
2015-01-22	CDPROJEKT	PLOPTTC00011	16,3	164551	2683320	60952000				
2015-01-22	CDRL	PLCDRL000043	17	240	4140	1050000				
2015-01-22	CELTIC	PLCELPD00013	4,75	850	4050	4916000				
2015-01-22	CEZ	CZ0005112300	88,5	7548	678370	22240000				
2015-01-22	CHEMOS	PLCHMDW00010	1,03	10424	10710	10109000				
2015-01-22	CIECH	PLCIECH00018	47,5	55060	2587710	25747000				
2015-01-22	CIGAMES	PLCTINT00018	8,19	14877	121510	7558000				
2015-01-22	CNT	PLERGPL00014	8,47	5030	41580	3648000				
2015-01-22	COALENERG	LU0646112838	0,71	10	10	11252000				
2015-01-22	COGNOR	PLCNTSL00014	1,36	7379	9910	22530000				
2015-01-22	COLIAN	PLJTRZN00011	3,6	4826	17190	48753000				
2015-01-22	COMARCH	PLCOMAR00012	105,85	4619	485220	4610000				
2015-01-22	COMP	PLCMP0000017	54,45	514	27770	4122000				
2015-01-22	COMPERIA	PLCOMPR00010	20,9	35	730	1091000				
2015-01-22	CORMAY	PLCMRAY00029	3,38	73465	245170	20455000				
2015-01-22	CPGROUP	PLCPPRK00037	4,1	2183	8850	26984000				
2015-01-22	CUBEITG	PLMCINT00013	4,6	50	230	0				
2015-01-22	CYFRPLSAT	PLCFRPT00013	22,47	343172	7814590	214367000				
2015-01-22	CZTOREBKA	PLCRWTR00022	2,59	274719	672790	0				
2015-01-22	DEBICA	PLDEBCA00016	89,7	2126	190710	2567000				
2015-01-22	DECORA	PLDECOR00013	6,26	1698	10750	8556000				
2015-01-22	DELKO	PLDELKO00019	5,06	20	100	2659000				
2015-01-22	DGA	PLDGA0000019	6,28	91	570	0				
2015-01-22	DMWDM	PLWDM0000029	0,72	1564	1110	8257000				
2015-01-22	DOMDEV	PLDMDVL00012	46,65	285	13470	7229000				
2015-01-22	DRAGOWSKI	PLADDRG00015	2,85	697	1920	0				
2015-01-22	DREWEX	PLDREWX00012	0,21	26499	5560	0				
2015-01-22	DROP	PLDROP000011	1,82	0	0	0				
2015-01-22	DROZAPOL	PLDRZPL00032	3,3	47	160	3196000				
2015-01-22	DSS	PLDLSS000010	0,28	11990	3360	13003000				
2015-01-22	DTP	PLDTP0000010	3,97	22	90	0				
2015-01-22	DUDA	PLDUDA000016	7,17	2735	19700	17743000				
2015-01-22	DUON	PLCPENR00035	1,95	130855	254540	45748000				
2015-01-22	ECARD	PLECARD00012	1,66	0	0	0				
2015-01-22	ECHO	PLECHPS00019	6,54	190678	1247150	223328000				
2015-01-22	EDINVEST	PLEDINV00014	2,22	22	50	2588000				
2015-01-22	EFEKT	PLEFEKT00018	14,7	365	5680	1039000				
2015-01-22	EFH	PLEFH0000022	0,17	4370	740	0				
2015-01-22	EKANCELAR	PLEKGPF00011	0,26	544299	141520	0				
2015-01-22	EKOEXPORT	PLEKEP000019	26,27	142406	3993110	7837000				
2015-01-22	ELBUDOWA	PLELTBD00017	82	187	15270	4747000				
2015-01-22	ELEKTROTI	PLELEKT00016	10,7	575	6150	7051000				
2015-01-22	ELEMENTAL	PLELMTL00017	3,4	90972	306610	110913000				
2015-01-22	ELKOP	PLELKOP00013	1,38	10996	15300	3333000				
2015-01-22	ELZAB	PLELZAB00010	15,3	16599	249530	2716000				
2015-01-22	EMCINSMED	PLEMCIM00017	13,34	1594	21120	3579000				
2015-01-22	EMPERIA	PLELDRD00017	50,98	27855	1392850	13044000				
2015-01-22	ENAP	PLENAP000010	1,03	27631	28260	11545000				
2015-01-22	ENEA	PLENEA000013	16,5	370058	6094640	214078000				
2015-01-22	ENELMED	PLENLMD00017	11,5	860	9890	7353000				
2015-01-22	ENERGA	PLENERG00022	22,84	803257	18269210	200740000				
2015-01-22	ENERGOINS	PLERGIN00015	11,44	146	1540	5047000				
2015-01-22	ERBUD	PLERBUD00012	26,02	13621	356660	4986000				
2015-01-22	ERG	PLERGZB00014	16,27	438	7200	530000				
2015-01-22	ERGIS	PLEUFLM00017	4,13	10859	44830	24228000				
2015-01-22	ESSYSTEM	PLESSYS00030	2,41	786	1830	13646000				
2015-01-22	ESTAR	HU0000089198	1,69	0	0	0				
2015-01-22	EUCO	PLERPCO00017	25,45	848	21810	2121000				
2015-01-22	EUIMPLANT	PLERPLT00017	0,01	41500	420	0				
2015-01-22	EUROCASH	PLEURCH00011	36,22	521114	18675240	77963000				
2015-01-22	EUROHOLD	BG1100114062	2,17	0	0	453000				
2015-01-22	EUROTEL	PLERTEL00011	13,59	4522	61040	1423000				
2015-01-22	EXILLON	IM00B58FMW76	7,14	0	0	14000				
2015-01-22	FAM	PLFAM0000012	0,44	3359	1480	0				
2015-01-22	FAMUR	PLFAMUR00012	3,3	3776	12400	138273000				
2015-01-22	FARMACOL	PLFRMCL00066	50,71	569	29120	11601000				
2015-01-22	FASING	PLFSING00010	18,49	303	5600	1239000				
2015-01-22	FASTFIN	PLFSTFC00012	1,48	1000	1470	0				
2015-01-22	FEERUM	PLFEERM00018	15,7	71	1130	3144000				
2015-01-22	FENGHUA	DE000A13SX89	25,9	3	80	3305000				
2015-01-22	FERRO	PLFERRO00016	8,8	36885	324770	17846000				
2015-01-22	FERRUM	PLFERUM00014	4,55	1184	5290	4501000				
2015-01-22	FON	PLCASPL00019	0,93	8501	7930	11150000				
2015-01-22	FORTE	PLFORTE00012	49,5	43812	2161740	16737000				
2015-01-22	FORTUNA	NL0009604859	18,73	0	0	17024000				
2015-01-22	FOTA	PLFOTA000014	0,85	127157	108740	0				
2015-01-22	GANT	PLGANT000014	0,35	1072	380	0				
2015-01-22	GETIN	PLGSPR000014	2	106503	212440	293645000				
2015-01-22	GETINOBLE	PLGETBK00012	1,81	3554369	6423540	1095354000				
2015-01-22	GINOROSSI	PLGNRSI00015	3,4	48766	165490	43628000				
2015-01-22	GLCOSMED	PLGLBLC00011	6,83	2154	14670	6721000				
2015-01-22	GLOBCITYHD	NL0000687309	42,2	638	26850	20769000				
2015-01-22	GORENJE	SI0031104076	24,99	601	14800	1991000				
2015-01-22	GPW	PLGPW0000017	43,4	78340	3400770	27164000				
2015-01-22	GRAAL	PLGRAAL00022	16,95	65960	1122120	3502000				
2015-01-22	GRAJEWO	PLZPW0000017	29,7	2124	63460	17315000				
2015-01-22	GREMMEDIA	PLERFKT00010	1,51	0	0	0				
2015-01-22	GROCLIN	PLINTGR00013	11,49	263769	2811530	3233000				
2015-01-22	GRUPAAZOTY	PLZATRM00012	71	16310	1156910	40919000				
2015-01-22	GTC	PLGTC0000037	4,95	609449	2992240	245350000				
2015-01-22	HANDLOWY	PLBH00000012	106,65	76303	8014240	30584000				
2015-01-22	HARPER	PLHRPHG00023	3,3	847	2800	25500000				
2015-01-22	HAWE	PLVENTS00019	1,89	800156	1509490	70928000				
2015-01-22	HELIO	PLHELIO00014	5,03	105	530	1143000				
2015-01-22	HERKULES	PLZRWZW00012	3,29	153454	502560	36119000				
2015-01-22	HUTMEN	PLHUTMN00017	5,14	10	50	4199000				
2015-01-22	HYDROTOR	PLHDRTR00013	31,28	3679	113760	1839000				
2015-01-22	HYPERION	PLHPRON00017	3,07	8103	24550	7831000				
2015-01-22	IDEON	PLCNTZP00010	0,02	100000	2000	0				
2015-01-22	IDMSA	PLIDMSA00044	0,11	146389	16100	0				
2015-01-22	IFCAPITAL	PLHRMAN00039	1,1	3744	4030	4084000				
2015-01-22	IFSA	PLBDVR000018	0,98	23255	22980	5438000				
2015-01-22	IIAAV	AT0000809058	9	590	5280	15129000				
2015-01-22	IMCOMPANY	LU0607203980	5,8	2625	15380	9809000				
2015-01-22	IMMOBILE	PLMAKRM00019	2,2	5702	12480	11568000				
2015-01-22	IMPEL	PLIMPEL00011	29,9	2	60	4187000				
2015-01-22	IMPERA	PLNFI0700018	1,54	6126	9560	3715000				
2015-01-22	IMPEXMET	PLIMPXM00019	2,61	12326	32210	93737000				
2015-01-22	IMS	PLINTMS00019	2,25	12468	27920	7444000				
2015-01-22	INC	PLINCLT00015	1,73	1716	2860	5435000				
2015-01-22	INDYGO	PLLSTIA00018	0,77	53583	40440	23452000				
2015-01-22	INDYKPOL	PLINDKP00013	56,85	1	60	1165000				
2015-01-22	INGBSK	PLBSK0000017	136,05	22125	3038750	30454000				
2015-01-22	INPRO	PLINPRO00015	3,46	299	1030	12110000				
2015-01-22	INSTALKRK	PLINSTK00013	16,4	1101	17860	6189000				
2015-01-22	INTAKUS	PLINTKS00013	13	469	6100	0				
2015-01-22	INTEGERPL	PLINTEG00011	167	117940	19095170	5028000				
2015-01-22	INTERAOLT	LT0000128621	18,65	1011	18850	4000000				
2015-01-22	INTERBUD	PLINTBD00014	0,93	7000	6350	0				
2015-01-22	INTERCARS	PLINTCS00010	206	15062	3075810	8393000				
2015-01-22	INTERFERI	PLINTFR00023	4	0	0	2639000				
2015-01-22	INTERSPPL	PLINTSP00038	1,06	3569	3800	0				
2015-01-22	INTROL	PLINTRL00013	9,05	50	450	5944000				
2015-01-22	INVENTUM	PLIDATF00012	0,1	12700	1270	0				
2015-01-22	INVISTA	PLECMNG00019	2,2	100	220	0				
2015-01-22	IPOPEMA	PLIPOPM00011	4,02	25020	100820	18968000				
2015-01-22	IQP	PLIQPRT00017	0,85	100	65	8070000				
2015-01-22	IVMX	PLMATRX00017	3,34	200	490	3600000				
2015-01-22	IZOLACJA	PLIZCJR00017	1,61	100	160	0				
2015-01-22	IZOSTAL	PLIZSTL00015	4,95	105	520	11334000				
2015-01-22	JHMDEV	PLJHMDL00018	1,93	62	120	0				
2015-01-22	JJAUTO	DE000A1TNS70	20	311	6270	0				
2015-01-22	JSW	PLJSW0000015	21,35	380120	8042360	52636000				
2015-01-22	JUPITER	PLNFI0300017	0,29	5126	1490	0				
2015-01-22	JWCONSTR	PLJWC0000019	2,58	38523	98540	32447000				
2015-01-22	K2INTERNT	PLK2ITR00010	10	18846	188460	1509000				
2015-01-22	KANIA	PLIZNS000022	2,87	30200	86030	26333000				
2015-01-22	KBDOM	PLTRAST00020	2,24	856	1910	4047000				
2015-01-22	KCI	PLPONAR00012	0,02	0	0	0				
2015-01-22	KDMSHIPNG	CY0102492119	6,66	0	0	3329000				
2015-01-22	KERDOS	PLHGNKA00028	1,22	188228	232420	45144000				
2015-01-22	KERNEL	LU0327357389	33	154106	5090670	48500000				
2015-01-22	KETY	PLKETY000011	277	1761	485690	9380000				
2015-01-22	KGHM	PLKGHM000017	110	1429835	156631820	136410000				
2015-01-22	KINOPOL	PLKNOPL00014	12,73	43	530	6739000				
2015-01-22	KOFOLA	PLHOOP000010	38	4	150	13085000				
2015-01-22	KOGENERA	PLKGNRC00015	51,99	1148	59350	7449000				
2015-01-22	KOMPAP	PLKOMPP00017	7,38	5	40	0				
2015-01-22	KOMPUTRON	PLKMPTR00012	7,55	8969	68010	4222000				
2015-01-22	KONSSTALI	PLKCSTL00010	20,98	201	4220	3459000				
2015-01-22	KOPEX	PLKOPEX00018	10,79	10750	115550	23006000				
2015-01-22	KPPD	PLKPPD000017	29,25	0	0	184000				
2015-01-22	KRAKCHEM	PLKRKCH00019	3,85	1198	4600	4815000				
2015-01-22	KREC	PLKRNRC00012	9,28	4013	37320	6713000				
2015-01-22	KREDYTIN	PLKRINK00014	19,14	1018	19370	10769000				
2015-01-22	KREZUS	PLNFI0200019	3,31	4556	14880	11880000				
2015-01-22	KRKA	SI0031102120	260	0	0	1231000				
2015-01-22	KRUK	PLKRK0000010	112,9	6743	770680	14953000				
2015-01-22	KRUSZWICA	PLKRUSZ00016	53,88	2781	147310	2418000				
2015-01-22	KSGAGRO	LU0611262873	1,12	47992	52670	5093000				
2015-01-22	LCCORP	PLLCCRP00017	1,83	66772	120050	218198000				
2015-01-22	LENA	PLLENAL00015	4,22	39434	165690	10150000				
2015-01-22	LENTEX	PLLENTX00010	8,34	144919	1211050	30148000				
2015-01-22	LIBET	PLLBT0000013	2,47	9449	22360	34971000				
2015-01-22	LIVECHAT	PLLVTSF00010	27,11	777	21060	5128000				
2015-01-22	LOTOS	PLLOTOS00025	25,2	428100	10645320	60796000				
2015-01-22	LPP	PLLPP0000011	7749	1988	15295840	1279000				
2015-01-22	LSISOFT	PLLSSFT00016	4,12	6	20	1827000				
2015-01-22	LUBAWA	PLLUBAW00013	1,1	452187	498110	72970000				
2015-01-22	MABION	PLMBION00016	40,9	1038	43090	5975000				
2015-01-22	MAGELLAN	PLMGLAN00018	66,18	647	42950	6611000				
2015-01-22	MAKARONPL	PLMKRNP00015	5,97	1700	9940	3832000				
2015-01-22	MARVIPOL	PLMRVPL00016	7,55	12727	97100	11888000				
2015-01-22	MBANK	PLBRE0000012	451	27753	12517300	12038000				
2015-01-22	MCI	PLMCIMG00012	10,2	17574	179310	30174000				
2015-01-22	MCLOGIC	PLMCSFT00018	35	423	14830	689000				
2015-01-22	MEDIATEL	PLSMMDA00012	0,47	5020	2560	0				
2015-01-22	MEDICALG	PLMDCLG00015	200,9	158	31700	2559000				
2015-01-22	MEGARON	PLMGRON00016	21	0	0	0				
2015-01-22	MENNICA	PLMNNCP00011	13,86	1583	21700	23198000				
2015-01-22	MERCATOR	PLMRCTR00015	13,55	370	5010	2276000				
2015-01-22	MERCOR	PLMRCOR00016	8,8	16409	140520	9921000				
2015-01-22	MEWA	PLMEWA000012	0,07	0	0	0				
2015-01-22	MEXPOLSKA	PLMEXPL00010	2	1	2	2516000				
2015-01-22	MFO	PLMFO0000013	10	30	300	2000000				
2015-01-22	MIDAS	PLNFI0900014	0,57	492192	276850	503124000				
2015-01-22	MILKILAND	NL0009508712	1,58	14132	22510	8276000				
2015-01-22	MILLENNIUM	PLBIG0000016	7,23	298143	2128870	391726000				
2015-01-22	MIRACULUM	PLKLSTN00017	1,54	12352	18900	3254000				
2015-01-22	MIRBUD	PLMRBUD00015	1,34	38092	50570	50027000				
2015-01-22	MIT	PLPPWK000014	0,16	543015	86880	0				
2015-01-22	MLPGROUP	PLMLPGR00017	33,01	151	5000	3773000				
2015-01-22	MNI	PLSZPTL00010	1,45	9150	13240	42888000				
2015-01-22	MOBRUK	PLMOBRK00013	10	0	0	356000				
2015-01-22	MOJ	PLMOJ0000015	1,46	0	0	4265000				
2015-01-22	MOL	HU0000068952	152,4	41	6210	3703000				
2015-01-22	MONNARI	PLMNRTR00012	12,75	153622	1960780	16905000				
2015-01-22	MOSTALPLC	PLMSTPL00018	10,5	1	10	1026000				
2015-01-22	MOSTALWAR	PLMSTWS00019	6,15	3624	22120	9981000				
2015-01-22	MOSTALZAB	PLMSTZB00018	2,15	42737	91860	95095000				
2015-01-22	MSXRESOUR	PLMSTEX00017	1,62	23757	38350	9957000				
2015-01-22	MUZA	PLMUZA000019	3,34	8	30	1453000				
2015-01-22	MWTRADE	PLMWTRD00013	17,11	680	11680	2386000				
2015-01-22	NETIA	PLNETIA00014	5,7	41708	235860	257931000				
2015-01-22	NETMEDIA	PLNTMDA00018	4,89	356	1720	3499000				
2015-01-22	NEUCA	PLTRFRM00018	243,55	2724	664230	1930000				
2015-01-22	NEWAG	PLNEWAG00012	23,7	23131	547890	25618000				
2015-01-22	NEWWORLDR	GB00B42CTW68	0,07	0	0	0				
2015-01-22	NFIEMF	PLNFI1500011	4,4	4053	17470	24936000				
2015-01-22	NOKAUT	PLGRNKT00019	1,25	1542	1850	4052000				
