Lp ;Id_uzytkownika;Data;Id_zajec
1068;24;2014-04-03;16
1069;27;2014-04-04;4
1070;36;2014-04-05;2
1071;37;2014-04-06;47
1072;40;2014-04-07;54
1073;42;2014-04-08;1
1074;45;2014-04-09;48
1075;46;2014-04-10;7
1076;47;2014-04-11;60
1077;48;2014-04-12;8
1078;49;2014-04-13;15
1079;50;2014-04-14;5
1080;51;2014-04-15;10
1081;53;2014-04-16;24
1082;54;2014-04-17;31
1083;57;2014-04-18;38
1084;58;2014-04-19;56
1085;60;2014-04-20;6
1086;61;2014-04-21;12
1087;63;2014-04-22;26
1088;65;2014-04-23;33
1089;66;2014-04-24;40
1090;71;2014-04-25;58
1091;72;2014-04-26;11
1092;73;2014-04-27;16
1093;77;2014-04-03;4
1094;78;2014-04-04;2
1095;79;2014-04-05;47
1096;80;2014-04-06;54
1097;83;2014-04-07;1
1098;86;2014-04-08;48
1099;87;2014-04-09;7
1100;89;2014-04-10;60
1101;90;2014-04-11;8
1102;96;2014-04-12;15
1103;97;2014-04-13;5
1104;98;2014-04-14;10
1105;99;2014-04-15;24
1106;100;2014-04-16;31
1107;105;2014-04-17;38
1108;106;2014-04-18;56
1109;107;2014-04-19;6
1110;108;2014-04-20;12
1111;109;2014-04-21;26
1112;112;2014-04-22;33
1113;114;2014-04-23;40
1114;119;2014-04-24;58
1115;120;2014-04-25;11
1116;121;2014-04-26;20
1117;124;2014-04-27;25
1118;125;2014-04-28;32
1119;126;2014-04-29;39
1120;127;2014-04-30;57
1121;129;2014-04-25;23
1122;130;2014-04-26;52
1123;132;2014-04-27;45
1124;133;2014-04-03;14
1125;134;2014-04-04;27
1126;136;2014-04-05;34
1127;139;2014-04-06;46
1128;141;2014-04-07;13
1129;142;2014-04-08;22
1130;144;2014-04-09;30
1131;153;2014-04-10;37
1132;155;2014-04-11;42
1133;157;2014-04-12;43
1134;161;2014-04-13;51
1135;162;2014-04-14;59
1136;163;2014-04-15;3
1137;166;2014-04-16;18
1138;169;2014-04-17;21
1139;170;2014-04-18;53
1140;173;2014-04-19;17
1141;179;2014-04-20;29
1142;181;2014-04-21;36
1143;184;2014-04-22;44
1144;185;2014-04-23;50
1145;188;2014-04-24;9
1146;189;2014-04-25;19
1147;192;2014-04-26;28
1148;195;2014-04-27;35
1149;196;2014-04-28;41
1150;198;2014-04-29;49
1151;201;2014-04-30;55
1152;202;2014-04-01;16
1153;204;2014-04-02;4
1154;205;2014-04-03;2
1155;206;2014-04-04;47
1156;207;2014-04-13;54
1157;209;2014-04-14;1
1158;210;2014-04-15;48
1159;215;2014-04-16;7
1160;218;2014-04-17;60
1161;226;2014-04-18;8
1162;228;2014-04-19;15
1163;230;2014-04-20;5
1164;231;2014-04-21;10
1165;235;2014-04-22;24
1166;240;2014-04-23;31
1167;241;2014-04-24;38
1168;244;2014-04-25;56
1169;245;2014-04-26;6
1170;247;2014-04-27;12
1171;248;2014-04-28;26
1172;249;2014-04-29;33
1173;250;2014-04-30;40
1174;252;2014-04-01;58
1175;254;2014-04-02;11
1176;255;2014-04-03;20
1177;256;2014-04-04;25
1178;257;2014-04-25;32
1179;258;2014-04-26;39
1180;260;2014-04-27;57
1181;264;2014-04-28;23
1182;265;2014-04-29;52
1183;266;2014-04-30;45
1184;267;2014-04-01;14
1185;272;2014-04-02;27
1186;273;2014-04-03;34
1187;274;2014-04-04;46
1188;275;2014-04-13;13
1189;277;2014-04-14;22
1190;284;2014-04-15;30
1191;288;2014-04-16;37
1192;290;2014-04-17;42
1193;293;2014-04-13;43
1194;295;2014-04-14;51
1195;296;2014-04-15;59
1196;298;2014-04-16;3
1197;299;2014-04-17;18
1198;301;2014-04-05;21
1199;306;2014-04-06;53
1200;307;2014-04-07;17
1201;309;2014-04-08;29
1202;311;2014-04-09;36
1203;312;2014-04-10;44
1204;313;2014-04-11;50
1205;315;2014-04-12;9
1206;317;2014-04-13;19
1207;321;2014-04-14;28
1208;322;2014-04-15;35
1209;323;2014-04-16;41
1210;327;2014-04-17;49
1211;329;2014-04-18;55
1212;330;2014-04-19;16
1213;331;2014-04-20;4
1214;332;2014-04-21;2
1215;337;2014-04-22;47
1216;338;2014-04-23;54
1217;340;2014-04-24;1
1218;345;2014-04-25;48
1219;346;2014-04-26;7
1220;347;2014-04-27;60
1221;348;2014-04-28;8
1222;349;2014-04-29;15
1223;350;2014-04-30;5
1224;352;2014-04-17;10
1225;354;2014-04-18;24
1226;355;2014-04-19;31
1227;356;2014-04-20;38
1228;357;2014-04-21;56
1229;359;2014-04-22;6
1230;360;2014-04-23;12
1231;363;2014-04-24;26
1232;364;2014-04-25;33
1233;373;2014-04-26;40
1234;374;2014-04-27;58
1235;375;2014-04-03;11
1236;376;2014-04-04;20
1237;377;2014-04-05;25
1238;378;2014-04-06;32
1239;380;2014-04-07;39
1240;383;2014-04-08;57
1241;384;2014-04-09;23
1242;386;2014-04-10;52
1243;387;2014-04-11;45
1244;388;2014-04-12;14
1245;390;2014-04-13;27
1246;393;2014-04-14;34
1247;394;2014-04-15;46
1248;395;2014-04-16;13
1249;396;2014-04-17;22
1250;397;2014-04-18;30
1251;398;2014-04-03;37
1252;400;2014-04-04;42
1253;401;2014-04-05;43
1254;402;2014-04-06;51
1255;403;2014-04-07;59
1256;404;2014-04-08;3
1257;405;2014-04-09;18
1258;406;2014-04-10;21
1259;407;2014-04-11;53
1260;410;2014-04-12;17
1261;415;2014-04-13;29
1262;416;2014-04-14;36
1263;419;2014-04-15;44
1264;424;2014-04-16;50
1265;425;2014-04-17;9
1266;426;2014-04-18;19
1267;427;2014-04-19;28
1268;429;2014-04-20;35
1269;430;2014-04-21;41
1270;431;2014-04-22;49
1271;432;2014-04-23;55
1272;433;2014-04-24;16
1273;434;2014-04-25;4
1274;437;2014-04-26;2
1275;439;2014-04-27;47
1276;440;2014-04-03;54
1277;441;2014-04-04;1
1278;444;2014-04-05;48
1279;445;2014-04-06;7
1280;446;2014-04-07;60
1281;447;2014-04-08;8
1282;448;2014-04-09;15
1283;449;2014-04-10;5
1284;452;2014-04-11;10
1285;453;2014-04-12;24
1286;455;2014-04-13;31
1287;465;2014-04-14;38
1288;467;2014-04-15;56
1289;468;2014-04-16;6
1290;469;2014-04-17;12
1291;471;2014-04-18;26
1292;472;2014-04-19;33
1293;473;2014-04-20;40
1294;479;2014-04-21;58
1295;481;2014-04-22;11
1296;483;2014-04-23;20
1297;484;2014-04-24;25
1298;485;2014-04-25;32
1299;486;2014-04-26;39
1300;490;2014-04-27;9
1301;491;2014-04-28;19
1302;492;2014-04-29;28
1303;493;2014-04-30;35
1304;494;2014-04-25;41
1305;496;2014-04-26;49
1306;497;2014-04-27;55
1307;500;2014-04-03;16
1308;502;2014-04-04;4
1309;503;2014-04-05;2
1310;504;2014-04-06;47
1311;505;2014-04-07;54
1312;510;2014-04-08;1
1313;511;2014-04-09;48
1314;512;2014-04-10;7
1315;514;2014-04-11;60
1316;515;2014-04-12;8
1317;519;2014-04-13;15
1318;523;2014-04-14;5
1319;524;2014-04-15;10
1320;531;2014-04-16;24
1321;2;2014-04-17;11
1322;3;2014-04-18;20
1323;6;2014-04-19;25
1324;7;2014-04-20;32
1325;9;2014-04-21;39
1326;10;2014-04-22;11
1327;11;2014-04-23;20
1328;14;2014-04-24;25
1329;15;2014-04-25;32
1330;17;2014-04-26;39
1331;18;2014-04-27;57
1332;21;2014-04-28;57
1333;25;2014-04-29;23
1334;26;2014-04-30;52
1335;28;2014-04-23;23
1336;29;2014-04-24;3
1337;30;2014-04-25;18
1338;31;2014-04-26;21
1339;32;2014-04-27;53
1340;33;2014-04-03;52
1341;34;2014-04-04;17
1342;35;2014-04-05;32
1343;38;2014-04-06;9
1344;39;2014-04-07;19
1345;41;2014-04-08;28
1346;43;2014-04-09;35
1347;44;2014-04-10;41
1348;52;2014-04-11;49
1349;55;2014-04-12;55
1350;56;2014-04-13;16
1351;59;2014-04-14;4
1352;62;2014-04-15;11
1353;64;2014-04-16;20
1354;67;2014-04-17;25
1355;68;2014-04-18;32
1356;69;2014-04-03;39
1357;70;2014-04-04;57
1358;74;2014-04-05;3
1359;75;2014-04-06;18
1360;76;2014-04-07;21
1361;81;2014-04-08;53
1362;82;2014-04-09;3
1363;84;2014-04-10;18
1364;85;2014-04-11;21
1365;88;2014-04-12;53
1366;91;2014-04-13;1
1367;92;2014-04-14;48
1368;93;2014-04-15;1
1369;94;2014-04-16;1
1370;95;2014-04-17;48
1371;101;2014-04-18;57
1372;102;2014-04-19;3
1373;103;2014-04-20;18
1374;104;2014-04-21;21
1375;110;2014-04-22;53
1376;111;2014-04-23;3
1377;113;2014-04-24;18
1378;115;2014-04-25;21
1379;116;2014-04-26;53
1380;117;2014-04-27;3
1381;118;2014-04-03;18
1382;122;2014-04-04;21
1383;123;2014-04-05;53
1384;128;2014-04-06;3
1385;131;2014-04-07;18
1386;135;2014-04-08;21
1387;137;2014-04-09;53
1388;138;2014-04-10;3
1389;140;2014-04-11;18
1390;143;2014-04-12;21
1391;145;2014-04-13;53
1392;146;2014-04-14;1
1393;147;2014-04-15;48
1394;148;2014-04-16;1
1395;149;2014-04-17;48
1396;150;2014-04-18;1
1397;151;2014-04-19;48
1398;152;2014-04-20;1
1399;154;2014-04-21;48
1400;156;2014-04-22;1
1401;158;2014-04-23;48
1402;159;2014-04-24;3
1403;160;2014-04-25;18
1404;164;2014-04-26;21
1405;165;2014-04-27;53
1406;167;2014-04-28;3
1407;168;2014-04-29;18
1408;171;2014-04-30;21
1409;172;2014-04-25;53
1410;174;2014-04-26;3
1411;175;2014-04-27;18
1412;176;2014-04-03;21
1413;177;2014-04-04;53
1414;178;2014-04-05;3
1415;180;2014-04-06;18
1416;182;2014-04-07;21
1417;183;2014-04-08;53
1418;186;2014-04-09;3
1419;187;2014-04-10;18
1420;190;2014-04-11;21
1421;191;2014-04-12;53
1422;193;2014-04-13;3
1423;194;2014-04-14;18
1424;197;2014-04-15;21
1425;199;2014-04-16;53
1426;200;2014-04-17;3
1427;203;2014-04-18;18
1428;208;2014-04-19;21
1429;211;2014-04-20;53
1430;212;2014-04-21;3
1431;213;2014-04-22;18
1432;214;2014-04-23;21
1433;216;2014-04-24;53
1434;217;2014-04-25;3
1435;219;2014-04-26;18
1436;220;2014-04-27;21
1437;221;2014-04-28;53
1438;222;2014-04-29;3
1439;223;2014-04-30;18
1440;224;2014-04-17;21
1441;225;2014-04-18;53
1442;227;2014-04-19;3
1443;229;2014-04-20;18
1444;232;2014-04-21;21
1445;233;2014-04-22;53
1446;234;2014-04-23;3
1447;236;2014-04-24;18
1448;237;2014-04-25;21
1449;238;2014-04-26;53
1450;239;2014-04-27;3
1451;242;2014-04-03;18
1452;243;2014-04-04;21
1453;246;2014-04-05;53
1454;251;2014-04-06;3
1455;253;2014-04-07;18
1456;259;2014-04-08;21
1457;261;2014-04-09;53
1458;262;2014-04-10;3
1459;263;2014-04-11;18
1460;268;2014-04-12;21
1461;269;2014-04-13;53
1462;270;2014-04-14;3
1463;271;2014-04-15;18
1464;276;2014-04-16;21
1465;278;2014-04-17;53
1466;279;2014-04-18;3
1467;280;2014-04-03;18
1468;281;2014-04-04;21
1469;282;2014-04-05;53
1470;283;2014-04-06;3
1471;285;2014-04-07;18
1472;286;2014-04-08;21
1473;287;2014-04-09;53
1474;289;2014-04-10;3
1475;291;2014-04-11;18
1476;292;2014-04-12;21
1477;294;2014-04-13;53
1478;297;2014-04-14;3
1479;300;2014-04-15;18
1480;302;2014-04-16;21
1481;303;2014-04-17;53
1482;304;2014-04-18;3
1483;305;2014-04-19;18
1484;308;2014-04-20;21
1485;310;2014-04-21;53
1486;314;2014-04-22;3
1487;316;2014-04-23;18
1488;318;2014-04-24;21
1489;319;2014-04-25;53
1490;320;2014-04-26;3
1491;324;2014-04-27;18
1492;325;2014-04-03;21
1493;326;2014-04-04;53
1494;328;2014-04-05;3
1495;333;2014-04-06;18
1496;334;2014-04-07;21
1497;335;2014-04-08;53
1498;336;2014-04-09;3
1499;339;2014-04-10;18
1500;341;2014-04-11;21
1501;342;2014-04-12;53
1502;343;2014-04-13;1
1503;344;2014-04-14;48
1504;351;2014-04-15;1
1505;353;2014-04-16;48
1506;358;2014-04-17;1
1507;361;2014-04-18;48
1508;362;2014-04-19;1
1509;365;2014-04-20;48
1510;366;2014-04-21;1
1511;367;2014-04-22;48
1512;368;2014-04-23;1
1513;369;2014-04-24;48
1514;370;2014-04-25;1
1515;371;2014-04-26;48
1516;372;2014-04-27;1
1517;379;2014-04-28;48
1518;381;2014-04-29;1
1519;382;2014-04-30;48
1520;385;2014-04-25;1
1521;389;2014-04-26;48
1522;391;2014-04-27;1
1523;392;2014-04-03;48
1524;399;2014-04-04;1
1525;408;2014-04-05;48
1526;409;2014-04-06;1
1527;411;2014-04-07;48
1528;412;2014-04-08;1
1529;413;2014-04-09;48
1530;414;2014-04-10;1
1531;417;2014-04-11;48
1532;418;2014-04-12;1
1533;420;2014-04-13;48
1534;421;2014-04-14;1
1535;422;2014-04-15;48
1536;423;2014-04-16;1
1537;428;2014-04-17;48
1538;435;2014-04-18;1
1539;436;2014-04-19;48
1540;438;2014-04-20;1
1541;442;2014-04-21;48
1542;443;2014-04-22;57
1543;450;2014-04-23;32
1544;451;2014-04-24;39
1545;454;2014-04-25;57
1546;456;2014-04-26;3
1547;457;2014-04-27;18
1548;458;2014-04-28;21
1549;459;2014-04-29;53
1550;460;2014-04-30;3
1551;461;2014-04-01;18
1552;462;2014-04-02;21
1553;463;2014-04-03;53
1554;464;2014-04-04;1
1555;466;2014-04-13;48
1556;470;2014-04-14;1
1557;474;2014-04-15;1
1558;475;2014-04-16;48
1559;476;2014-04-17;57
1560;477;2014-04-18;3
1561;478;2014-04-19;18
1562;480;2014-04-20;21
1563;482;2014-04-21;53
1564;487;2014-04-22;3
1565;488;2014-04-23;18
1566;489;2014-04-24;21
1567;495;2014-04-25;53
1568;498;2014-04-26;3
1569;499;2014-04-27;18
1570;501;2014-04-28;21
1571;506;2014-04-29;53
1572;507;2014-04-30;3
1573;508;2014-04-01;18
1574;509;2014-04-02;21
1575;513;2014-04-03;53
1576;516;2014-04-04;3
1577;517;2014-04-25;18
1578;518;2014-04-26;21
1579;520;2014-04-27;53
1580;521;2014-04-28;1
1581;522;2014-04-29;48
1582;525;2014-04-30;1
1583;526;2014-04-01;48
1584;527;2014-04-02;1
1585;528;2014-04-03;48
1586;529;2014-04-04;1
1587;530;2014-04-13;48
1588;2;2014-04-14;1
1589;3;2014-04-15;48
1590;6;2014-04-16;3
1591;7;2014-04-17;18
1592;9;2014-04-13;21
1593;10;2014-04-14;53
1594;11;2014-04-15;3
1595;14;2014-04-16;18
1596;15;2014-04-17;21
1597;17;2014-04-05;53
1598;18;2014-04-06;3
1599;21;2014-04-07;18
1600;25;2014-04-08;21
1601;26;2014-04-09;53
1602;28;2014-04-10;3
1603;29;2014-04-11;18
1604;30;2014-04-12;21
1605;31;2014-04-13;53
1606;32;2014-04-14;3
1607;33;2014-04-15;18
1608;34;2014-04-16;21
1609;35;2014-04-17;53
1610;38;2014-04-18;3
1611;39;2014-04-19;18
1612;41;2014-04-20;21
1613;43;2014-04-21;53
1614;44;2014-04-22;3
1615;52;2014-04-23;18
1616;55;2014-04-24;21
1617;56;2014-04-25;53
1618;59;2014-04-26;3
1619;62;2014-04-27;18
1620;64;2014-04-28;21
1621;67;2014-04-29;53
1622;68;2014-04-30;3
1623;69;2014-04-17;18
1624;70;2014-04-18;21
1625;74;2014-04-19;53
1626;75;2014-04-20;3
1627;76;2014-04-21;18
1628;81;2014-04-22;21
1629;82;2014-04-23;53
1630;84;2014-04-24;3
1631;85;2014-04-25;18
1632;88;2014-04-26;21
1633;91;2014-04-27;53
1634;92;2014-04-03;3
1635;93;2014-04-04;18
1636;94;2014-04-05;21
1637;95;2014-04-06;53
1638;101;2014-04-07;3
1639;102;2014-04-08;18
1640;103;2014-04-09;21
1641;104;2014-04-10;53
1642;110;2014-04-11;3
1643;111;2014-04-12;18
1644;113;2014-04-13;21
1645;115;2014-04-14;53
1646;116;2014-04-15;3
1647;117;2014-04-16;18
1648;118;2014-04-17;21
1649;122;2014-04-18;53
1650;123;2014-04-03;3
1651;128;2014-04-04;18
1652;131;2014-04-05;21
1653;135;2014-04-06;53
1654;137;2014-04-07;3
1655;138;2014-04-08;18
1656;140;2014-04-09;21
1657;143;2014-04-10;53
1658;145;2014-04-11;3
1659;146;2014-04-12;18
1660;147;2014-04-13;21
1661;148;2014-04-14;53
1662;149;2014-04-15;3
1663;150;2014-04-16;18
1664;151;2014-04-17;21
1665;152;2014-04-18;53
1666;154;2014-04-19;3
1667;156;2014-04-20;18
1668;158;2014-04-21;21
1669;159;2014-04-22;53
1670;160;2014-04-23;3
1671;164;2014-04-24;18
1672;165;2014-04-25;21
1673;167;2014-04-26;53
1674;168;2014-04-27;3
1675;171;2014-04-03;18
1676;172;2014-04-04;21
1677;174;2014-04-05;53
1678;175;2014-04-06;3
1679;176;2014-04-07;18
1680;177;2014-04-08;21
1681;178;2014-04-09;53
1682;180;2014-04-10;3
1683;182;2014-04-11;18
1684;183;2014-04-12;21
1685;186;2014-04-13;53
1686;187;2014-04-14;3
1687;190;2014-04-15;18
1688;191;2014-04-16;21
1689;193;2014-04-17;53
1690;194;2014-04-18;1
1691;197;2014-04-19;48
1692;199;2014-04-20;1
1693;200;2014-04-21;48
1694;203;2014-04-22;1
1695;208;2014-04-23;48
1696;211;2014-04-24;1
1697;212;2014-04-25;48
1698;213;2014-04-26;1
1699;214;2014-04-27;48
1700;216;2014-04-28;1
1701;217;2014-04-29;48
1702;219;2014-04-30;1
1703;220;2014-04-25;48
1704;221;2014-04-26;1
1705;222;2014-04-27;48
1706;223;2014-04-03;1
1707;224;2014-04-04;48
1708;225;2014-04-05;1
1709;227;2014-04-06;48
1710;229;2014-04-07;1
1711;232;2014-04-08;48
1712;233;2014-04-09;1
1713;234;2014-04-10;48
1714;236;2014-04-11;1
1715;237;2014-04-12;48
1716;238;2014-04-13;1
1717;239;2014-04-14;48
1718;242;2014-04-15;1
1719;243;2014-04-16;48
1720;246;2014-04-17;1
1721;251;2014-04-18;48
1722;253;2014-04-19;1
1723;259;2014-04-20;48
1724;261;2014-04-21;1
1725;262;2014-04-22;48
1726;263;2014-04-23;1
1727;268;2014-04-24;48
1728;269;2014-04-25;1
1729;270;2014-04-26;48
1730;271;2014-04-27;57
1731;276;2014-04-28;32
1732;278;2014-04-29;39
1733;279;2014-04-30;57
1734;280;2014-04-23;3
1735;281;2014-04-24;18
1736;282;2014-04-25;21
1737;283;2014-04-26;53
1738;285;2014-04-27;3
1739;286;2014-04-03;18
1740;287;2014-04-04;21
1741;289;2014-04-05;53
1742;291;2014-04-06;1
1743;292;2014-04-07;48
1744;294;2014-04-08;1
1745;297;2014-04-09;1
1746;300;2014-04-10;48
1747;302;2014-04-11;57
1748;303;2014-04-12;3
1749;304;2014-04-13;18
1750;305;2014-04-14;21
1751;308;2014-04-15;53
1752;310;2014-04-16;3
1753;314;2014-04-17;18
1754;316;2014-04-18;21
1755;318;2014-04-03;53
1756;319;2014-04-04;3
1757;320;2014-04-05;18
1758;324;2014-04-06;21
1759;325;2014-04-07;53
1760;326;2014-04-08;3
1761;328;2014-04-09;18
1762;333;2014-04-10;21
1763;334;2014-04-11;53
1764;335;2014-04-12;3
1765;336;2014-04-13;18
1766;339;2014-04-14;21
1767;341;2014-04-15;53
1768;342;2014-04-16;1
1769;343;2014-04-17;48
1770;344;2014-04-18;1
1771;351;2014-04-19;48
1772;353;2014-04-20;1
1773;358;2014-04-21;48
1774;361;2014-04-22;1
1775;362;2014-04-23;48
1776;365;2014-04-24;1
1777;366;2014-04-25;48
1778;367;2014-04-26;3
1779;368;2014-04-27;18
1780;369;2014-04-03;21
1781;370;2014-04-04;53
1782;371;2014-04-05;3
1783;372;2014-04-06;18
1784;379;2014-04-07;21
1785;381;2014-04-08;53
1786;382;2014-04-09;3
1787;385;2014-04-10;18
1788;389;2014-04-11;21
1789;391;2014-04-12;53
1790;392;2014-04-13;3
1791;399;2014-04-14;18
1792;408;2014-04-15;21
1793;409;2014-04-16;53
1794;411;2014-04-17;3
1795;412;2014-04-18;18
1796;413;2014-04-19;21
1797;414;2014-04-20;53
1798;417;2014-04-21;3
1799;418;2014-04-22;18
1800;420;2014-04-23;21
1801;421;2014-04-24;53
1802;422;2014-04-25;3
1803;423;2014-04-26;18
1804;428;2014-04-27;21
1805;435;2014-04-28;53
1806;436;2014-04-29;3
1807;438;2014-04-30;18
1808;442;2014-04-25;21
1809;443;2014-04-26;53
1810;450;2014-04-27;3
1811;451;2014-04-03;18
1812;454;2014-04-04;21
1813;456;2014-04-05;53
1814;457;2014-04-06;3
1815;458;2014-04-07;18
1816;459;2014-04-08;21
1817;460;2014-04-09;53
1818;461;2014-04-10;3
1819;462;2014-04-11;18
1820;463;2014-04-12;21
1821;464;2014-04-13;53
1822;466;2014-04-14;3
1823;470;2014-04-15;18
1824;474;2014-04-16;21
1825;475;2014-04-17;53
1826;476;2014-04-18;3
1827;477;2014-04-19;18
1828;478;2014-04-20;21
1829;480;2014-04-21;53
1830;482;2014-04-22;3
1831;487;2014-04-23;18
1832;488;2014-04-24;21
1833;489;2014-04-25;53
1834;495;2014-04-26;3
1835;498;2014-04-27;18
1836;499;2014-04-28;21
1837;501;2014-04-29;53
1838;506;2014-04-30;3
1839;507;2014-04-17;18
1840;508;2014-04-18;21
1841;509;2014-04-19;53
1842;513;2014-04-20;3
1843;516;2014-04-21;18
1844;517;2014-04-22;21
1845;518;2014-04-23;53
1846;520;2014-04-24;3
1847;521;2014-04-25;18
1848;522;2014-04-26;21
1849;525;2014-04-27;53
1850;526;2014-04-03;3
1851;527;2014-04-04;18
1852;528;2014-04-05;21
1853;529;2014-04-06;53
1854;530;2014-04-07;3
1855;2;2014-04-08;18
1856;3;2014-04-09;21
1857;6;2014-04-10;53
1858;7;2014-04-11;3
1859;9;2014-04-12;18
1860;10;2014-04-13;21
1861;11;2014-04-14;53
1862;14;2014-04-15;3
1863;15;2014-04-16;18
1864;17;2014-04-17;21
1865;280;2014-04-18;53
1866;281;2014-04-03;3
1867;282;2014-04-04;18
1868;283;2014-04-05;21
1869;285;2014-04-06;53
1870;286;2014-04-07;3
1871;287;2014-04-08;18
1872;289;2014-04-09;21
1873;291;2014-04-10;53
1874;292;2014-04-11;3
1875;294;2014-04-12;18
1876;297;2014-04-13;21
1877;300;2014-04-14;53
1878;302;2014-04-15;1
1879;303;2014-04-16;48
1880;304;2014-04-17;1
1881;305;2014-04-18;48
1882;308;2014-04-19;1
1883;310;2014-04-20;48
1884;314;2014-04-21;1
1885;316;2014-04-22;48
1886;318;2014-04-23;1
1887;319;2014-04-24;48
1888;320;2014-04-25;1
1889;324;2014-04-26;48
1890;325;2014-04-27;1
1891;326;2014-04-03;48
1892;328;2014-04-04;1
1893;333;2014-04-05;48
1894;334;2014-04-06;1
1895;335;2014-04-07;48
1896;336;2014-04-08;1
1897;339;2014-04-09;48
1898;341;2014-04-10;1
1899;342;2014-04-11;48
1900;343;2014-04-12;1
1901;344;2014-04-13;48
1902;351;2014-04-14;1
1903;353;2014-04-15;48
1904;358;2014-04-16;1
1905;361;2014-04-17;48
1906;362;2014-04-18;1
1907;365;2014-04-19;48
1908;366;2014-04-20;1
1909;367;2014-04-21;48
1910;368;2014-04-22;1
1911;369;2014-04-23;48
1912;370;2014-04-24;1
1913;371;2014-04-25;48
1914;372;2014-04-26;1
1915;379;2014-04-27;48
1916;381;2014-04-28;1
1917;382;2014-04-29;48
1918;385;2014-04-30;57
1919;389;2014-04-25;1
1920;391;2014-04-26;48
1921;392;2014-04-27;48
1922;399;2014-04-03;16
1923;408;2014-04-04;4
1924;409;2014-04-05;11
1925;411;2014-04-06;20
1926;412;2014-04-07;25
1927;413;2014-04-08;32
1928;414;2014-04-09;39
1929;417;2014-04-10;57
1930;418;2014-04-11;57
1931;420;2014-04-12;23
1932;421;2014-04-13;52
1933;422;2014-04-14;23
1934;423;2014-04-15;3
1935;428;2014-04-16;18
1936;435;2014-04-17;21
1937;436;2014-04-18;53
1938;438;2014-04-19;52
1939;442;2014-04-20;17
1940;443;2014-04-21;32
1941;450;2014-04-22;9
1942;451;2014-04-23;19
1943;454;2014-04-24;28
1944;456;2014-04-25;35
1945;457;2014-04-26;41
1946;458;2014-04-27;49
1947;459;2014-04-28;55
1948;460;2014-04-29;16
1949;461;2014-04-30;4
1950;462;2014-04-01;11
1951;463;2014-04-02;20
1952;464;2014-04-03;25
1953;466;2014-04-04;32
1954;470;2014-04-13;39
1955;474;2014-04-14;57
1956;475;2014-04-15;3
1957;476;2014-04-16;18
1958;477;2014-04-17;21
1959;478;2014-04-18;53
1960;480;2014-04-19;3
1961;482;2014-04-20;18
1962;487;2014-04-21;21
1963;488;2014-04-22;53
1964;489;2014-04-23;1
1965;495;2014-04-24;48
1966;498;2014-04-25;1
1967;499;2014-04-26;1
1968;501;2014-04-27;48
1969;506;2014-04-28;57
1970;507;2014-04-29;3
1971;508;2014-04-30;18
1972;509;2014-04-01;21
1973;513;2014-04-02;53
1974;516;2014-04-03;3
1975;517;2014-04-04;18
1976;518;2014-04-25;21
1977;520;2014-04-26;53
1978;521;2014-04-27;3
1979;522;2014-04-28;18
1980;525;2014-04-29;21
1981;526;2014-04-30;53
1982;527;2014-04-01;3
1983;528;2014-04-02;18
1984;529;2014-04-03;21
1985;530;2014-04-04;53
1986;243;2014-04-13;3
1987;246;2014-04-14;18
1988;251;2014-04-15;21
1989;253;2014-04-16;53
1990;259;2014-04-17;1
1991;261;2014-04-13;48
1992;262;2014-04-14;1
1993;263;2014-04-15;48
1994;268;2014-04-16;1
1995;269;2014-04-17;53
1996;270;2014-04-01;1
1997;271;2014-04-02;48
1998;276;2014-04-03;1
1999;278;2014-04-04;48
2000;279;2014-04-05;1
