id_gminy	id_powiatu	nazwa_gminy
1403092	1403	Parysow
1403103	1403	Pilawa
1403112	1403	Sobolew
1403122	1403	Trojanow
1403132	1403	Wilga
1403143	1403	Zelechow
1404022	1404	Gostynin
1404011	1404	Gostynin
1404032	1404	Pacyna
1404042	1404	Sanniki
1404052	1404	Szczawin Koscielny
1405032	1405	Baranow
1405043	1405	Grodzisk Mazowiecki
1405052	1405	Jaktorow
1405011	1405	Milanowek
1405021	1405	Podkowa Lesna
1405062	1405	Zabia Wola
1406012	1406	Belsk Duzy
1406022	1406	Bledow
1406032	1406	Chynow
1406042	1406	Goszczyn
1406053	1406	Grojec
1406062	1406	Jasieniec
1406073	1406	Mogielnica
1406083	1406	Nowe Miasto nad Pilica
1406092	1406	Pniewy
1406113	1406	Warka
1407012	1407	Garbatka-Letnisko
1407022	1407	Glowaczow
1407032	1407	Gniewoszow
1407042	1407	Grabow nad Pilica
1407053	1407	Kozienice
1407062	1407	Magnuszew
1407072	1407	Sieciechow
1408022	1408	Jablonna
1408011	1408	Legionowo
1408032	1408	Nieporet
1408043	1408	Serock
1408052	1408	Wieliszew
1409012	1409	Chotcza
1409022	1409	Ciepielow
1409033	1409	Lipsko
1409042	1409	Rzeczniow
1409052	1409	Sienno
1409062	1409	Solec nad Wisla
1410012	1410	Huszlew
1410023	1410	Losice
1410032	1410	Olszanka
1410042	1410	Platerow
1410052	1410	Sarnaki
1410062	1410	Stara Kornica
1411022	1411	Czerwonka
1411032	1411	Karniewo
1411042	1411	Krasnosielc
1411011	1411	Makow Mazowiecki
1411052	1411	Mlynarze
1411062	1411	Ploniawy-Bramura
1411073	1411	Rozan
1411082	1411	Rzewnie
1411092	1411	Sypniewo
1411102	1411	Szelkow
1412042	1412	Ceglow
1412052	1412	Debe Wielkie
1412062	1412	Dobre
1412073	1412	Halinow
1412082	1412	Jakubow
1412093	1412	Kaluszyn
1412102	1412	Latowicz
1412112	1412	Minsk Mazowiecki
1412011	1412	Minsk Mazowiecki
1412122	1412	Mrozy
1412132	1412	Siennica
1412142	1412	Stanislawow
1412151	1412	Sulejowek
1413022	1413	Dzierzgowo
1413032	1413	Lipowiec Koscielny
1413011	1413	Mlawa
1413042	1413	Radzanow
1413052	1413	Strzegowo
1413062	1413	Stupsk
1413072	1413	Szrensk
1413082	1413	Szydlowo
1413092	1413	Wieczfnia Koscielna
1413102	1413	Wisniewo
1414022	1414	Czosnow
1414032	1414	Leoncin
1414043	1414	Nasielsk
1414011	1414	Nowy Dwor Mazowiecki
1414052	1414	Pomiechowek
1414063	1414	Zakroczym
1415012	1415	Baranowo
1415022	1415	Czarnia
1415032	1415	Czerwin
1415042	1415	Goworowo
1415052	1415	Kadzidlo
1415062	1415	Lelis
1415072	1415	Lyse
1415083	1415	Myszyniec
1415092	1415	Olszewo-Borki
1415102	1415	Rzekun
1415112	1415	Troszyn
1461011	1461	Ostroleka
1416022	1416	Andrzejewo
1416032	1416	Boguty-Pianki
1416043	1416	Brok
1416052	1416	Malkinia Gorna
1416062	1416	Nur
1416072	1416	Ostrow Mazowiecka
1416011	1416	Ostrow Mazowiecka
1416082	1416	Stary Lubotyn
1416092	1416	Szulborze Wielkie
1416102	1416	Wasewo
1416112	1416	Zareby Koscielne
1417032	1417	Celestynow
1417011	1417	Jozefow
1417043	1417	Karczew
1417052	1417	Kolbiel
1417062	1417	Osieck
1417021	1417	Otwock
1417072	1417	Sobienie-Jeziory
1417082	1417	Wiazowna
1418013	1418	Gora Kalwaria
1418023	1418	Konstancin-Jeziorna
1418032	1418	Lesznowola
1418043	1418	Piaseczno
1418052	1418	Prazmow
1418063	1418	Tarczyn
1419012	1419	Bielsk
1419022	1419	Bodzanow
1419032	1419	Brudzen Duzy
1419042	1419	Bulkowo
1419053	1419	Drobin
1419063	1419	Gabin
1419072	1419	Lack
1419082	1419	Mala Wies
1419092	1419	Nowy Duninow
1419102	1419	Radzanowo
1419112	1419	Slubice
1419122	1419	Slupno
1419132	1419	Stara Biala
1419142	1419	Starozreby
1419153	1419	Wyszogrod
1462011	1462	Plock
1420032	1420	Baboszewo
1420042	1420	Czerwinsk nad Wisla
1420052	1420	Dzierzaznia
1420062	1420	Joniec
1420072	1420	Naruszewo
1420082	1420	Nowe Miasto
1420092	1420	Plonsk
1420011	1420	Plonsk
1420102	1420	Raciaz
1420021	1420	Raciaz
1420112	1420	Sochocin
1420122	1420	Zaluski
1421033	1421	Brwinow
1421042	1421	Michalowice
1421052	1421	Nadarzyn
1421011	1421	Piastow
1421021	1421	Pruszkow
1421062	1421	Raszyn
1422023	1422	Chorzele
1422032	1422	Czernice Borowe
1422042	1422	Jednorozec
1422052	1422	Krasne
1422062	1422	Krzynowloga Mala
1422072	1422	Przasnysz
1422011	1422	Przasnysz
1423012	1423	Borkowice
1423022	1423	Gielniow
1423032	1423	Klwow
1423042	1423	Odrzywol
1423052	1423	Potworow
1423063	1423	Przysucha
1423072	1423	Rusinow
1423082	1423	Wieniawa
1424012	1424	Gzy
1424022	1424	Obryte
1424032	1424	Pokrzywnica
1424043	1424	Pultusk
1424052	1424	Swiercze
1424062	1424	Winnica
1424072	1424	Zatory
1463011	1463	Radom
1425022	1425	Gozd
1425033	1425	Ilza
1425042	1425	Jastrzebia
1425052	1425	Jedlinsk
1425062	1425	Jedlnia-Letnisko
1425072	1425	Kowala
1425082	1425	Pionki
1425011	1425	Pionki
1425092	1425	Przytyk
1425103	1425	Skaryszew
1425112	1425	Wierzbica
1425122	1425	Wolanow
1425132	1425	Zakrzew
1464011	1464	Siedlce
1426012	1426	Domanice
1426022	1426	Korczew
1426032	1426	Kotun
1426042	1426	Mokobody
1426053	1426	Mordy
1426062	1426	Paprotnia
1426072	1426	Przesmyki
1426082	1426	Siedlce
1426092	1426	Skorzec
1426102	1426	Suchozebry
1426112	1426	Wisniew
1426122	1426	Wodynie
1426132	1426	Zbuczyn
1427022	1427	Gozdowo
1427032	1427	Mochowo
1427042	1427	Rosciszewo
1427052	1427	Sierpc
1427011	1427	Sierpc
1427062	1427	Szczutowo
1427072	1427	Zawidz
1428022	1428	Brochow
1428032	1428	Ilow
1428042	1428	Mlodzieszyn
1428052	1428	Nowa Sucha
1428062	1428	Rybno
1428072	1428	Sochaczew
1428011	1428	Sochaczew
1428082	1428	Teresin
1429022	1429	Bielany
1429032	1429	Ceranow
1429042	1429	Jablonna Lacka
1429053	1429	Kosow Lacki
1429062	1429	Repki
1429072	1429	Sabnie
1429082	1429	Sokolow Podlaski
1429011	1429	Sokolow Podlaski
1429092	1429	Sterdyn
1430012	1430	Chlewiska
1430022	1430	Jastrzab
1430032	1430	Mirow
1430042	1430	Oronsko
1430053	1430	Szydlowiec
1465011	1465	Warszawa
1432013	1432	Blonie
1432022	1432	Izabelin
1432032	1432	Kampinos
1432042	1432	Leszno
1432053	1432	Lomianki
1432063	1432	Ozarow Mazowiecki
1432072	1432	Stare Babice
1433022	1433	Grebkow
1433032	1433	Korytnica
1433042	1433	Liw
1433053	1433	Lochow
1433062	1433	Miedzna
1433072	1433	Sadowne
1433082	1433	Stoczek
1433011	1433	Wegrow
1433092	1433	Wierzbno
1434052	1434	Dabrowka
1434062	1434	Jadow
1434072	1434	Klembow
1434011	1434	Kobylka
1434021	1434	Marki
1434082	1434	Poswietne
1434093	1434	Radzymin
1434102	1434	Strachowka
1434113	1434	Tluszcz
1434123	1434	Wolomin
1434031	1434	Zabki
1434041	1434	Zielonka
1435012	1435	Branszczyk
1435022	1435	Dlugosiodlo
1435032	1435	Rzasnik
1435042	1435	Somianka
1435053	1435	Wyszkow
1435062	1435	Zabrodzie
1436012	1436	Kazanow
1436022	1436	Policzna
1436032	1436	Przylek
1436042	1436	Tczow
1436053	1436	Zwolen
1437013	1437	Biezun
1437022	1437	Kuczbork-Osada
1437032	1437	Lubowidz
1437042	1437	Lutocin
1437052	1437	Siemiatkowo
1437063	1437	Zuromin
1438023	1438	Mszczonow
1438032	1438	Puszcza Marianska
1438042	1438	Radziejowice
1438052	1438	Wiskitki
1438011	1438	Zyrardow
1601011	1601	Brzeg
1601033	1601	Grodkow
1601043	1601	Lewin Brzeski
1601052	1601	Lubsza
1601062	1601	Olszanka
1601022	1601	Skarbimierz
1602013	1602	Baborow
1602022	1602	Branice
1602033	1602	Glubczyce
1602043	1602	Kietrz
1603022	1603	Bierawa
1603032	1603	Cisek
1603011	1603	Kedzierzyn-Kozle
1603042	1603	Pawlowiczki
1603052	1603	Polska Cerekiew
1603062	1603	Renska Wies
1604013	1604	Byczyna
1604023	1604	Kluczbork
1604032	1604	Lasowice Wielkie
1604043	1604	Wolczyn
1605013	1605	Gogolin
1605023	1605	Krapkowice
1605032	1605	Strzeleczki
1605042	1605	Walce
1605053	1605	Zdzieszowice
1606012	1606	Domaszowice
1606023	1606	Namyslow
1606032	1606	Pokoj
1606042	1606	Swierczow
1606052	1606	Wilkow
1607013	1607	Glucholazy
1607022	1607	Kamiennik
1607033	1607	Korfantow
1607042	1607	Lambinowice
1607053	1607	Nysa
1607063	1607	Otmuchow
1607073	1607	Paczkow
1607082	1607	Pakoslawice
1607092	1607	Skoroszyce
1608013	1608	Dobrodzien
1608023	1608	Gorzow Slaski
1608033	1608	Olesno
1608043	1608	Praszka
1608052	1608	Radlow
1608062	1608	Rudniki
1608072	1608	Zebowice
1661011	1661	Opole
1609012	1609	Chrzastowice
1609022	1609	Dabrowa
1609032	1609	Dobrzen Wielki
1609042	1609	Komprachcice
1609052	1609	Lubniany
1609062	1609	Murow
1609073	1609	Niemodlin
1609083	1609	Ozimek
1609092	1609	Popielow
1609103	1609	Proszkow
1609112	1609	Tarnow Opolski
1609122	1609	Tulowice
1609132	1609	Turawa
1610013	1610	Biala
1610023	1610	Glogowek
1610032	1610	Lubrza
1610043	1610	Prudnik
1611012	1611	Izbicko
1611022	1611	Jemielnica
1611033	1611	Kolonowskie
1611043	1611	Lesnica
1611053	1611	Strzelce Opolskie
1611063	1611	Ujazd
1611073	1611	Zawadzkie
1801032	1801	Czarna
1801052	1801	Lutowiska
1801083	1801	Ustrzyki Dolne
1802013	1802	Brzozow
1802022	1802	Domaradz
1802032	1802	Dydnia
1802042	1802	Haczow
1802052	1802	Jasienica Rosielna
1802062	1802	Nozdrzec
1803022	1803	Brzostek
1803032	1803	Czarna
1803042	1803	Debica
1803011	1803	Debica
1803052	1803	Jodlowa
1803063	1803	Pilzno
1803072	1803	Zyrakow
1804032	1804	Chlopice
1804042	1804	Jaroslaw
1804011	1804	Jaroslaw
1804052	1804	Laszki
1804062	1804	Pawlosiow
1804072	1804	Pruchnik
1804082	1804	Radymno
1804021	1804	Radymno
1804092	1804	Rokietnica
1804102	1804	Rozwienica
1804112	1804	Wiazownica
1805022	1805	Brzyska
1805032	1805	Debowiec
1805042	1805	Jaslo
1805011	1805	Jaslo
1805052	1805	Kolaczyce
1805062	1805	Krempna
1805072	1805	Nowy Zmigrod
1805082	1805	Osiek Jasielski
1805092	1805	Skolyszyn
1805112	1805	Tarnowiec
1806012	1806	Cmolas
1806062	1806	Dzikowiec
1806023	1806	Kolbuszowa
1806032	1806	Majdan Krolewski
1806042	1806	Niwiska
1806052	1806	Ranizow
1861011	1861	Krosno
1807012	1807	Chorkowka
1807023	1807	Dukla
1807033	1807	Iwonicz-Zdroj
1807102	1807	Jasliska
1807043	1807	Jedlicze
1807052	1807	Korczyna
1807062	1807	Kroscienko Wyzne
1807072	1807	Miejsce Piastowe
1807083	1807	Rymanow
1807092	1807	Wojaszowka
1821012	1821	Baligrod
1821022	1821	Cisna
1821033	1821	Lesko
1821042	1821	Olszanica
1821052	1821	Solina
1808022	1808	Grodzisko Dolne
1808032	1808	Kurylowka
1808042	1808	Lezajsk
1808011	1808	Lezajsk
1808053	1808	Nowa Sarzyna
1809023	1809	Cieszanow
1809032	1809	Horyniec-Zdroj
1809042	1809	Lubaczow
1809011	1809	Lubaczow
1809053	1809	Narol
1809063	1809	Oleszyce
1809072	1809	Stary Dzikow
1809082	1809	Wielkie Oczy
1810022	1810	Bialobrzegi
1810032	1810	Czarna
1810042	1810	Lancut
1810011	1810	Lancut
1810052	1810	Markowa
1810062	1810	Rakszawa
1810072	1810	Zolynia
1811022	1811	Borowa
1811032	1811	Czermin
1811042	1811	Gawluszowice
1811052	1811	Mielec
1811011	1811	Mielec
1811062	1811	Padew Narodowa
1811072	1811	Przeclaw
1811083	1811	Radomysl Wielki
1811092	1811	Tuszow Narodowy
1811102	1811	Wadowice Gorne
1812012	1812	Harasiuki
1812022	1812	Jarocin
1812032	1812	Jezowe
1812042	1812	Krzeszow
1812053	1812	Nisko
1812063	1812	Rudnik nad Sanem
1812073	1812	Ulanow
1813012	1813	Bircza
1813022	1813	Dubiecko
1813032	1813	Fredropol
1813042	1813	Krasiczyn
1813052	1813	Krzywcza
1813062	1813	Medyka
1813072	1813	Orly
1813082	1813	Przemysl
1813092	1813	Stubno
1813102	1813	Zurawica
1862011	1862	Przemysl
1814022	1814	Adamowka
1814032	1814	Gac
1814042	1814	Jawornik Polski
1814053	1814	Kanczuga
1814062	1814	Przeworsk
1814011	1814	Przeworsk
1814073	1814	Sieniawa
1814082	1814	Tryncza
1814092	1814	Zarzecze
1815012	1815	Iwierzyce
1815022	1815	Ostrow
1815033	1815	Ropczyce
1815043	1815	Sedziszow Malopolski
1815052	1815	Wielopole Skrzynskie
1816023	1816	Blazowa
1816032	1816	Boguchwala
1816042	1816	Chmielnik
1816052	1816	Dynow
1816011	1816	Dynow
1816063	1816	Glogow Malopolski
1816072	1816	Hyzne
1816082	1816	Kamien
1816092	1816	Krasne
1816102	1816	Lubenia
1816113	1816	Sokolow Malopolski
1816122	1816	Swilcza
1816132	1816	Trzebownisko
1816143	1816	Tyczyn
1863011	1863	Rzeszow
1817022	1817	Besko
1817032	1817	Bukowsko
1817042	1817	Komancza
1817052	1817	Sanok
1817011	1817	Sanok
1817062	1817	Tyrawa Woloska
1817073	1817	Zagorz
1817082	1817	Zarszyn
1818022	1818	Bojanow
1818032	1818	Pysznica
1818042	1818	Radomysl nad Sanem
1818011	1818	Stalowa Wola
1818052	1818	Zaklikow
1818062	1818	Zaleszany
1819012	1819	Czudec
1819022	1819	Frysztak
1819032	1819	Niebylec
1819043	1819	Strzyzow
1819052	1819	Wisniowa
1864011	1864	Tarnobrzeg
1820013	1820	Baranow Sandomierski
1820022	1820	Gorzyce
1820032	1820	Grebow
1820043	1820	Nowa Deba
2001022	2001	Augustow
2001011	2001	Augustow
2001032	2001	Barglow Koscielny
2001043	2001	Lipsk
2001052	2001	Nowinka
2001062	2001	Plaska
2001072	2001	Sztabin
2002013	2002	Choroszcz
2002023	2002	Czarna Bialostocka
2002032	2002	Dobrzyniewo Duze
2002042	2002	Grodek
2002052	2002	Juchnowiec Koscielny
2002063	2002	Lapy
2002072	2002	Michalowo
2002082	2002	Poswietne
2002093	2002	Suprasl
2002103	2002	Suraz
2002112	2002	Turosn Koscielna
2002123	2002	Tykocin
2002133	2002	Wasilkow
2002143	2002	Zabludow
2002152	2002	Zawady
2061011	2061	Bialystok
2003032	2003	Bielsk Podlaski
2003011	2003	Bielsk Podlaski
2003042	2003	Bocki
2003052	2003	Bransk
2003021	2003	Bransk
2003062	2003	Orla
2003072	2003	Rudka
2003082	2003	Wyszki
2004022	2004	Grajewo
2004011	2004	Grajewo
2004032	2004	Radzilow
2004043	2004	Rajgrod
2004053	2004	Szczuczyn
2004062	2004	Wasosz
2005022	2005	Bialowieza
2005032	2005	Czeremcha
2005042	2005	Czyze
2005052	2005	Dubicze Cerkiewne
2005062	2005	Hajnowka
2005011	2005	Hajnowka
2005073	2005	Kleszczele
2005082	2005	Narew
2005092	2005	Narewka
2006022	2006	Grabowo
2006032	2006	Kolno
2006011	2006	Kolno
2006042	2006	Maly Plock
2006053	2006	Stawiski
2006062	2006	Turosl
2062011	2062	Lomza
2007013	2007	Jedwabne
2007022	2007	Lomza
2007032	2007	Miastkowo
2007043	2007	Nowogrod
2007052	2007	Piatnica
2007062	2007	Przytuly
2007072	2007	Sniadowo
2007082	2007	Wizna
2007092	2007	Zbojna
2008013	2008	Goniadz
2008022	2008	Jasionowka
2008032	2008	Jaswily
2008043	2008	Knyszyn
2008052	2008	Krypno
2008063	2008	Monki
2008072	2008	Trzcianne
2009022	2009	Giby
2009032	2009	Krasnopol
2009042	2009	Punsk
2009052	2009	Sejny
2009011	2009	Sejny
2010023	2010	Drohiczyn
2010032	2010	Dziadkowice
2010042	2010	Grodzisk
2010052	2010	Mielnik
2010062	2010	Milejczyce
2010072	2010	Nurzec-Stacja
2010082	2010	Perlejewo
2010092	2010	Siemiatycze
2010011	2010	Siemiatycze
2011013	2011	Dabrowa Bialostocka
2011022	2011	Janow
2011032	2011	Korycin
2011042	2011	Krynki
2011052	2011	Kuznica
2011062	2011	Nowy Dwor
2011072	2011	Sidra
2011083	2011	Sokolka
2011093	2011	Suchowola
2011102	2011	Szudzialowo
2012012	2012	Bakalarzewo
2012022	2012	Filipow
2012032	2012	Jeleniewo
2012042	2012	Przerosl
2012052	2012	Raczki
2012062	2012	Rutka-Tartak
2012072	2012	Suwalki
2012082	2012	Szypliszki
2012092	2012	Wizajny
2063011	2063	Suwalki
2013023	2013	Ciechanowiec
2013032	2013	Czyzew
2013042	2013	Klukowo
2013052	2013	Kobylin-Borzymy
2013062	2013	Kulesze Koscielne
2013072	2013	Nowe Piekuty
2013082	2013	Sokoly
2013092	2013	Szepietowo
2013102	2013	Wysokie Mazowieckie
2013011	2013	Wysokie Mazowieckie
2014022	2014	Kolaki Koscielne
2014032	2014	Rutki
2014042	2014	Szumowo
2014052	2014	Zambrow
2014011	2014	Zambrow
2201012	2201	Borzytuchom
2201023	2201	Bytow
2201032	2201	Czarna Dabrowka
2201042	2201	Kolczyglowy
2201052	2201	Lipnica
2201063	2201	Miastko
2201072	2201	Parchowo
2201082	2201	Studzienice
2201092	2201	Trzebielino
2201102	2201	Tuchomie
2202023	2202	Brusy
2202032	2202	Chojnice
2202011	2202	Chojnice
2202043	2202	Czersk
2202052	2202	Konarzyny
2203023	2203	Czarne
2203032	2203	Czluchow
2203011	2203	Czluchow
2203043	2203	Debrzno
2203052	2203	Koczala
2203062	2203	Przechlewo
2203072	2203	Rzeczenica
2261011	2261	Gdansk
2204022	2204	Cedry Wielkie
2204032	2204	Kolbudy
2204042	2204	Pruszcz Gdanski
2204011	2204	Pruszcz Gdanski
2204052	2204	Przywidz
2204062	2204	Pszczolki
2204072	2204	Suchy Dab
2204082	2204	Trabki Wielkie
2262011	2262	Gdynia
2205012	2205	Chmielno
2205023	2205	Kartuzy
2205032	2205	Przodkowo
2205042	2205	Sierakowice
2205052	2205	Somonino
2205062	2205	Stezyca
2205072	2205	Suleczyno
2205083	2205	Zukowo
2206022	2206	Dziemiany
2206032	2206	Karsin
2206042	2206	Koscierzyna
2206011	2206	Koscierzyna
2206052	2206	Liniewo
2206062	2206	Lipusz
2206072	2206	Nowa Karczma
2206082	2206	Stara Kiszewa
2207022	2207	Gardeja
2207032	2207	Kwidzyn
2207011	2207	Kwidzyn
2207043	2207	Prabuty
2207052	2207	Ryjewo
2207062	2207	Sadlinki
2208032	2208	Cewice
2208011	2208	Lebork
2208021	2208	Leba
2208042	2208	Nowa Wies Leborska
2208052	2208	Wicko
2209032	2209	Lichnowy
2209042	2209	Malbork
2209011	2209	Malbork
2209062	2209	Miloradz
2209073	2209	Nowy Staw
2209082	2209	Stare Pole
2210011	2210	Krynica Morska
2210023	2210	Nowy Dwor Gdanski
2210032	2210	Ostaszewo
2210042	2210	Stegna
2210052	2210	Sztutowo
2211011	2211	Hel
2211021	2211	Jastarnia
2211052	2211	Kosakowo
2211062	2211	Krokowa
2211072	2211	Puck
2211031	2211	Puck
2211041	2211	Wladyslawowo
2212022	2212	Damnica
2212032	2212	Debnica Kaszubska
2212042	2212	Glowczyce
2212053	2212	Kepice
2212062	2212	Kobylnica
2212072	2212	Potegowo
2212082	2212	Slupsk
2212092	2212	Smoldzino
2212102	2212	Ustka
2212011	2212	Ustka
2263011	2263	Slupsk
2264011	2264	Sopot
2213042	2213	Bobowo
2213011	2213	Czarna Woda
2213052	2213	Kaliska
2213062	2213	Lubichowo
2213072	2213	Osieczna
2213082	2213	Osiek
2213093	2213	Skarszewy
2213102	2213	Skorcz
2213021	2213	Skorcz
2213112	2213	Smetowo Graniczne
2213122	2213	Starogard Gdanski
2213031	2213	Starogard Gdanski
2213132	2213	Zblewo
2216013	2216	Dzierzgon
2216022	2216	Mikolajki Pomorskie
2216032	2216	Stary Dzierzgon
2216042	2216	Stary Targ
2216053	2216	Sztum
2214023	2214	Gniew
2214032	2214	Morzeszczyn
2214043	2214	Pelplin
2214052	2214	Subkowy
2214062	2214	Tczew
2214011	2214	Tczew
2215042	2215	Choczewo
2215052	2215	Gniewino
2215062	2215	Linia
2215072	2215	Luzino
2215082	2215	Leczyce
2215011	2215	Reda
2215021	2215	Rumia
2215092	2215	Szemud
2215102	2215	Wejherowo
2215031	2215	Wejherowo
2401011	2401	Bedzin
2401042	2401	Bobrowniki
2401021	2401	Czeladz
2401052	2401	Mierzecice
2401062	2401	Psary
2401073	2401	Siewierz
2401081	2401	Slawkow
2401031	2401	Wojkowice
2402022	2402	Bestwina
2402032	2402	Buczkowice
2402043	2402	Czechowice-Dziedzice
2402052	2402	Jasienica
2402062	2402	Jaworze
2402072	2402	Kozy
2402082	2402	Porabka
2402011	2402	Szczyrk
2402093	2402	Wilamowice
2402102	2402	Wilkowice
2461011	2461	Bielsko-Biala
2414011	2414	Bierun
2414042	2414	Bojszowy
2414052	2414	Chelm Slaski
2414021	2414	Imielin
2414031	2414	Ledziny
2462011	2462	Bytom
2463011	2463	Chorzow
2403042	2403	Brenna
2403052	2403	Chybie
2403011	2403	Cieszyn
2403062	2403	Debowiec
2403072	2403	Goleszow
2403082	2403	Hazlach
2403092	2403	Istebna
2403103	2403	Skoczow
2403113	2403	Strumien
2403021	2403	Ustron
2403031	2403	Wisla
2403122	2403	Zebrzydowice
2464011	2464	Czestochowa
2404013	2404	Blachownia
2404022	2404	Dabrowa Zielona
2404032	2404	Janow
2404042	2404	Kamienica Polska
2404052	2404	Klomnice
2404063	2404	Koniecpol
2404072	2404	Konopiska
2404082	2404	Kruszyna
2404092	2404	Lelow
2404102	2404	Mstow
2404112	2404	Mykanow
2404122	2404	Olsztyn
2404132	2404	Poczesna
2404142	2404	Przyrow
2404152	2404	Redziny
2404162	2404	Starcza
2465011	2465	Dabrowa Gornicza
2466011	2466	Gliwice
2405032	2405	Gieraltowice
2405011	2405	Knurow
2405042	2405	Pilchowice
2405021	2405	Pyskowice
2405052	2405	Rudziniec
2405063	2405	Sosnicowice
2405073	2405	Toszek
2405082	2405	Wielowies
2467011	2467	Jastrzebie-Zdroj
2468011	2468	Jaworzno
2469011	2469	Katowice
2406013	2406	Klobuck
2406023	2406	Krzepice
2406032	2406	Lipie
2406042	2406	Miedzno
2406052	2406	Opatow
2406062	2406	Panki
2406072	2406	Popow
2406082	2406	Przystajn
2406092	2406	Wreczyca Wielka
2407022	2407	Boronow
2407032	2407	Ciasna
2407042	2407	Herby
2407052	2407	Kochanowice
2407062	2407	Koszecin
2407011	2407	Lubliniec
2407072	2407	Pawonkow
2407083	2407	Wozniki
2408011	2408	Laziska Gorne
2408021	2408	Mikolow
2408042	2408	Ornontowice
2408031	2408	Orzesze
2408052	2408	Wyry
2470011	2470	Myslowice
2409023	2409	Kozieglowy
2409011	2409	Myszkow
2409032	2409	Niegowa
2409042	2409	Poraj
2409053	2409	Zarki
2471011	2471	Piekary Slaskie
2410012	2410	Goczalkowice-Zdroj
2410022	2410	Kobior
2410032	2410	Miedzna
2410042	2410	Pawlowice
2410053	2410	Pszczyna
2410062	2410	Suszec
2411022	2411	Kornowac
2411033	2411	Krzanowice
2411042	2411	Krzyzanowice
2411053	2411	Kuznia Raciborska
2411062	2411	Nedza
2411072	2411	Pietrowice Wielkie
2411011	2411	Raciborz
2411082	2411	Rudnik
2472011	2472	Ruda Slaska
2412013	2412	Czerwionka-Leszczyny
2412022	2412	Gaszowice
2412032	2412	Jejkowice
2412042	2412	Lyski
2412052	2412	Swierklany
2473011	2473	Rybnik
2474011	2474	Siemianowice Slaskie
2475011	2475	Sosnowiec
2476011	2476	Swietochlowice
2413011	2413	Kalety
2413052	2413	Krupski Mlyn
2413021	2413	Miasteczko Slaskie
2413062	2413	Ozarowice
2413031	2413	Radzionkow
2413072	2413	Swierklaniec
2413041	2413	Tarnowskie Gory
2413082	2413	Tworog
2413092	2413	Zbroslawice
2477011	2477	Tychy
2415052	2415	Godow
2415062	2415	Gorzyce
2415072	2415	Lubomia
2415082	2415	Marklowice
2415092	2415	Mszana
2415011	2415	Pszow
2415021	2415	Radlin
2415031	2415	Rydultowy
2415041	2415	Wodzislaw Slaski
2478011	2478	Zabrze
2416032	2416	Irzadze
2416042	2416	Kroczyce
2416053	2416	Lazy
2416063	2416	Ogrodzieniec
2416073	2416	Pilica
2416011	2416	Poreba
2416083	2416	Szczekociny
2416092	2416	Wlodowice
2416021	2416	Zawiercie
2416102	2416	Zarnowiec
2479011	2479	Zory
2417022	2417	Czernichow
2417032	2417	Gilowice
2417042	2417	Jelesnia
2417052	2417	Koszarawa
2417062	2417	Lipowa
2417072	2417	Lekawica
2417082	2417	Lodygowice
2417092	2417	Milowka
2417102	2417	Radziechowy-Wieprz
2417112	2417	Rajcza
2417122	2417	Slemien
2417132	2417	Swinna
2417142	2417	Ujsoly
2417152	2417	Wegierska Gorka
2417011	2417	Zywiec
2601013	2601	Busko-Zdroj
2601022	2601	Gnojno
2601032	2601	Nowy Korczyn
2601042	2601	Pacanow
2601052	2601	Solec-Zdroj
2601062	2601	Stopnica
2601072	2601	Tuczepy
2601082	2601	Wislica
2602012	2602	Imielno
2602023	2602	Jedrzejow
2602033	2602	Malogoszcz
2602042	2602	Naglowice
2602052	2602	Oksa
2602063	2602	Sedziszow
2602072	2602	Slupia
2602082	2602	Sobkow
2602092	2602	Wodzislaw
2603012	2603	Bejsce
2603022	2603	Czarnocin
2603033	2603	Kazimierza Wielka
2603042	2603	Opatowiec
2603053	2603	Skalbmierz
2661011	2661	Kielce
2604012	2604	Bieliny
2604023	2604	Bodzentyn
2604033	2604	Checiny
2604043	2604	Chmielnik
2604052	2604	Daleszyce
2604062	2604	Gorno
2604072	2604	Lagow
2604082	2604	Lopuszno
2604092	2604	Maslow
2604102	2604	Miedziana Gora
2604112	2604	Mniow
2604122	2604	Morawica
2604132	2604	Nowa Slupia
2604142	2604	Piekoszow
2604152	2604	Pierzchnica
2604162	2604	Rakow
2604172	2604	Sitkowka-Nowiny
2604182	2604	Strawczyn
2604192	2604	Zagnansk
2605012	2605	Falkow
2605022	2605	Gowarczow
2605033	2605	Konskie
2605042	2605	Radoszyce
2605052	2605	Ruda Maleniecka
2605062	2605	Slupia (Konecka)
2605072	2605	Smykow
2605083	2605	Staporkow
2606012	2606	Backowice
2606022	2606	Iwaniska
2606032	2606	Lipnik
2606043	2606	Opatow
2606053	2606	Ozarow
2606062	2606	Sadowie
2606072	2606	Tarlow
2606082	2606	Wojciechowice
2607022	2607	Baltow
2607032	2607	Bodzechow
2607043	2607	Cmielow
2607053	2607	Kunow
2607011	2607	Ostrowiec Swietokrzyski
2607062	2607	Wasniow
2608013	2608	Dzialoszyce
2608022	2608	Kije
2608032	2608	Michalow
2608043	2608	Pinczow
2608052	2608	Zlota
2609022	2609	Dwikozy
2609032	2609	Klimontow
2609043	2609	Koprzywnica
2609052	2609	Loniow
2609062	2609	Obrazow
2609072	2609	Samborzec
2609011	2609	Sandomierz
2609082	2609	Wilczyce
2609093	2609	Zawichost
