id_miejscowosci	id_gminy	nazwa_miejscowosci	typ_miejscowosci
0570690	1419082	Glowczyn	wies
0209740	3007102	Glowczyn	wies
0629293	1406073	Glowczyn-Towarzystwo	wies
0469197	2808022	Glowczyno	osada
0592963	3021123	Glowienka	osada
0295923	3010112	Glowiew	wies
0560839	1419032	Glowina	wies
0097666	0416052	Glowka	wies
0758599	2818033	Glowka	wies
0760202	2813032	Glowka	osada
0743787	2203043	Glowna	osada
0592957	3021123	Glowna	wies
0018000	0615062	Glowne	wies
0965329	1602033	Glubczyce	miasto
0494203	1602033	Glubczyce-Sady	wies
0526660	3031033	Glubczyn	wies
0490197	2817082	Gluch	wies
0290682	3023032	Glucha Puszcza	osada lesna
0079906	2202023	Gluche	osada
0168449	2213082	Gluche	wies
1010124	3213062	Gluche	osada
0965341	1607013	Glucholazy	miasto
0365776	0209062	Gluchowice	wies
0532808	3024083	Gluchowiec	osada lesna
0841857	0415022	Gluchowo	wies
1021837	0601072	Gluchowo	kolonia
0186967	0807032	Gluchowo	wies
0565127	1427022	Gluchowo	wies
0581416	3011023	Gluchowo	wies
0585851	3021072	Gluchowo	wies
0532895	3024083	Gluchowo	wies
0186973	0807032	Gluchowo-Kolonia	kolonia
0915627	0809082	Gluchow	wies
0559380	1002022	Gluchow	wies
0553928	1006113	Gluchow	wies
0727860	1015022	Gluchow	wies
0705060	1017032	Gluchow	wies
0622180	1406053	Gluchow	wies
0682413	1426053	Gluchow	wies
0654776	1810042	Gluchow	wies
0241519	2603033	Gluchow	wies
0374841	3004063	Gluchow	wies
0285422	3027042	Gluchow	wies
0883689	0220052	Gluchow Dolny	wies
0881420	0220033	Gluchow Gorny	wies
0265394	2604162	Gluchow-Lasy	wies
0735664	1013042	Gluchowek	wies
0684406	1426072	Gluchowek	wies
0374858	3004063	Gluchowek	kolonia
0523531	1435062	Gluchy	wies
0160784	2206022	Gluchy Bor	osada lesna
0614860	1406022	Gludna	wies
0263981	1208062	Glupczow	wies
0674684	1417052	Glupianka	wies
0695953	0611112	Glupianki	wies
0538337	1001032	Glupice	wies
0565587	1004032	Glupiejew	wies
0587548	3015012	Gluponie	wies
0635968	1407072	Glusiec	wies
0163156	2205023	Glusino	wies
1027350	0609052	Glusk	wies
0004050	1414032	Glusk	wies
0180203	0806013	Glusko	osada
0382770	0612032	Glusko Duze	wies
0382786	0612032	Glusko Duze-Kolonia	kolonia
0382792	0612032	Glusko Male	kolonia
0309447	3209063	Glusza	wies
0525493	3217023	Glusza	osada lesna
0381025	0609052	Gluszczyzna	wies
1065639	2605052	Gluszec	osada lesna
0312745	3216062	Gluszkowo	osada
0984002	0221053	Gluszyca	miasto
0852424	0221053	Gluszyca Gorna	wies
0859930	0411022	Gluszyn	wies
0760768	2009032	Gluszyn	wies
0141485	1009043	Gluszyna	wies
0626573	1423032	Gluszyna	wies
0499488	1606023	Gluszyna	wies
0201388	3018052	Gluszyna	wies
0589429	3021103	Gluszyna Lesna	osada
0870511	0411072	Gluszynek	wies
0749382	2212072	Gluszynko	wies
0749399	2212072	Gluszyno	wies
0129538	1413102	Gluzek	wies
0533630	3019093	Gmurowo	osada
0323039	1214012	Gnatowice	wies
0396995	2006022	Gnatowo	wies
0477512	2808032	Gnatowo	kolonia
0477506	2808032	Gnatowo	wies
0512987	1415062	Gnaty	wies
0565133	1427022	Gnaty	wies
0129231	1424062	Gnaty-Lewiski	wies
0129248	1424062	Gnaty-Szczerbaki	wies
0129254	1424062	Gnaty-Wiesniany	wies
0475803	2811012	Gniadki	wies
0616178	1409012	Gniazdkow	wies
0331671	1214053	Gniazdowice	wies
0520521	1416082	Gniazdowo	wies
0154039	2210032	Gniazdowo	wies
0775422	3204023	Gniazdowo	osada
0303670	3209022	Gniazdowo	wies
0135792	2409023	Gniazdow	wies
0204582	3017023	Gniazdow	wies
0040614	2011083	Gnidzin	kolonia
0874940	0223043	Gniechowice	wies
0044569	2002143	Gnieciuki	wies
0623630	1406062	Gniejewice	wies
0796542	2609043	Gnieszowice	wies
0934470	2214023	Gniew	miasto
0261462	2604142	Gniewce	wies
0611867	1814082	Gniewczyna Lancucka	wies
0611956	1814082	Gniewczyna Tryniecka	wies
0266940	2602063	Gniewiecin	wies
0161714	2215052	Gniewinko	wies
0161720	2215052	Gniewino	wies
0928937	0407033	Gniewkowo	miasto
0561431	1419042	Gniewkowo	wies
0584840	3003042	Gniewkowo	wies
0852068	0219032	Gniewkow	wies
0100256	0407092	Gniewkowiec	wies
0004067	1414032	Gniewniewice Folwarczne	wies
0743652	2203043	Gniewno	osada
0365010	0209052	Gniewomierz	wies
0365782	0209062	Gniewomirowice	wies
0996005	3217033	Gniewosz	osada
0853725	0208103	Gniewoszow	wies
1005040	0223043	Gniewoszow	osada
0619981	1407032	Gniewoszow	wies
0915774	0811082	Gniewoszyce	wies
0176450	2215102	Gniewowo	wies
0376509	3011053	Gniewowo	wies
1014607	2207032	Gniewskie Pole	osada
0151118	2207032	Gniewskie Pole	wies
0970632	3003011	Gniezno	miasto
0248504	2604082	Gniezdziska	wies
0170423	2211072	Gniezdzewo	wies
0037262	2005092	Gnilec	osada
0027140	2002032	Gnila	wies
0593610	3005043	Gnin	wies
0175691	2214062	Gniszewo	wies
0113460	2803022	Gnojenko	wies
0152661	2209062	Gnojewo	wies
0478820	2808043	Gnojewo	osada
0495125	1601033	Gnojna	wies
0659779	1815033	Gnojnica	wies
0819616	1202052	Gnojnik	wies
0085930	0407042	Gnojno	osada
0858533	0408022	Gnojno	wies
0014427	0601072	Gnojno	wies
0568605	1002062	Gnojno	wies
0123040	1424043	Gnojno	wies
0238084	2601022	Gnojno	wies
0113477	2803022	Gnojno	wies
0581238	3014012	Gnuszyn	wies
0029009	2002042	Gobiaty	wies
0089520	0407063	Gocanowo	wies
0089537	0407063	Gocanowko	wies
0081530	2202032	Gockowice	wies
0750050	2203072	Gockowo	osada
0997186	2203072	Gockowko	osada
0865533	0418113	Goclaw	wies
0683884	1403103	Goclaw	wies
0777361	3205032	Goclawice	osada
0561448	1419042	Goclowo	wies
0508224	1415032	Gocly	wies
0846458	0406033	Goczalki	wies
0214391	2410012	Goczalkowice-Zdroj	wies
0590467	3003082	Goczalkowo	wies
0855693	0219063	Goczalkow	wies
0855701	0219063	Goczalkow Gorny	wies
0299163	3010132	Goczki Polskie	wies
0128444	1424052	Godacze	wies
0553644	1016092	Godaszewice	wies
0215290	1212042	Godawica	osada
0085203	0419022	Godawy	wies
0167220	2215082	Godetowo	osada
0477067	2814072	Godki	wies
0150254	2804022	Godkowo	wies
0875997	0218012	Godkow	wies
0773624	3206033	Godkow	wies
0397517	2004022	Godlewo	wies
0402661	1416062	Godlewo Wielkie	wies
0395151	1416032	Godlewo-Backi	wies
0407629	1416022	Godlewo-Gorzejewo	wies
0407635	1416092	Godlewo-Gudosze	wies
0396222	2013032	Godlewo-Kolonia	wies
0395168	1416032	Godlewo-Luby	wies
0402626	1416062	Godlewo-Mierniki	wies
0402649	1416062	Godlewo-Milewek	wies
0396239	2013032	Godlewo-Pietaki	wies
0402655	1416062	Godlewo-Warsze	wies
0877708	0213033	Godnowa	wies
0662876	1819043	Godowa	wies
0778930	3204033	Godowo	wies
0379867	0612012	Godow	wies
0214400	2415052	Godow	wies
0260215	2611042	Godow	wies
0374551	3004052	Godurowo	wies
0699336	1014032	Godynice	wies
0728262	1015032	Godzianow	wies
0193950	3007012	Godziatkow	wies
0043877	2003082	Godzieby	wies
0771507	2813062	Godziejewo	wies
0909093	0802042	Godziejow	osada lesna
0384868	0610022	Godziembow	wies
0198108	3007042	Godziesze Male	wies
0198114	3007042	Godziesze Wielkie	wies
0198120	3007042	Godzieszki	wies
0873780	0223022	Godzieszowa	wies
0191514	0201043	Godzieszow	wies
0855718	0219063	Godzieszowek	wies
0085440	0407033	Godzieba	wies
0567356	1002043	Godzieby	osada
0873024	0222013	Godziecin	wies
0196687	3018022	Godzietowy	wies
0879392	0215042	Godzikowice	wies
0477541	2808032	Godzikowo	osada
0096827	0410053	Godzimierz	wies
0629643	1406083	Godzimierz	wies
0312372	3215062	Godzimierz	osada
0879400	0215042	Godzinowice	wies
0306420	3215052	Godzislaw	wies
0688249	1403112	Godzisz	wies
0171664	2213093	Godziszewo	wies
0913083	3029022	Godziszewo	osada lesna
0913077	3029022	Godziszewo	wies
0782712	3218043	Godziszewo	wies
0868939	0412042	Godziszewy	wies
0850810	0402102	Godziszka	wies
0048521	2402032	Godziszka	wies
0365931	0205042	Godziszowa	wies
0791160	0605042	Godziszow	wies
0052296	2403072	Godziszow	wies
1056770	1415042	Gogol-Gajowka	osada lesna
0115016	1402042	Gogole Wielkie	wies
0741908	2212032	Gogolewko	wies
0587235	3026033	Gogolewko	wies
0741937	2212032	Gogolewo	wies
0161140	2214023	Gogolewo	wies
0372049	3004033	Gogolewo	wies
0587229	3026033	Gogolewo	wies
0778768	3214082	Gogolewo	wies
0532837	3024083	Gogolice	osada lesna
0784409	3206083	Gogolice	wies
0785716	3207063	Gogolice	wies
0088868	0403043	Gogolin	wies
0844181	0406012	Gogolin	wies
0737166	1013062	Gogolin	wies
0965364	1605013	Gogolin	miasto
0300050	3010142	Gogolina	wies
0088874	0403043	Gogolinek	wies
0217461	2415092	Gogolowa	wies
0365240	0211022	Gogolowice	wies
0877737	0213033	Gogolowice	osada lesna
0877720	0213033	Gogolowice	wies
0856037	0219072	Gogolow	wies
0649344	1819022	Gogolow	wies
0863250	0418083	Gogoly	wies
0305870	3203023	Gogolczyn	wies
0085210	0419022	Gogolkowo	wies
0801295	2606043	Gojcow	wies
0139494	1009032	Gojsc	wies
0365256	0211022	Gola	wies
0879736	0220023	Gola	wies
0996057	0220063	Gola	osada
0909029	0802042	Gola	wies
0913746	0812013	Gola	wies
0376290	0812023	Gola	wies
0194429	1018012	Gola	wies
0503712	1606042	Gola	wies
0369780	3004023	Gola	wies
0593632	3005043	Gola	wies
0199065	3006012	Gola	wies
0194719	3008022	Gola	wies
0312969	3216062	Gola Dolna	wies
0853903	0202073	Gola Dzierzoniowska	wies
0312975	3216062	Gola Gorna	osada
0370168	0204013	Gola Gorowska	wies
0495131	1601033	Gola Grodkowska	wies
0853429	0219052	Gola Swidnicka	wies
0377199	0204043	Gola Wasoska	wies
0881905	0214083	Gola Wielka	wies
0820565	1216022	Golanka	wies
0511120	1415052	Golanka	wies
0366698	0209073	Golanka Dolna	wies
0364848	0209042	Golanka Gorna	wies
0397003	2006022	Golanki	wies
0561454	1419042	Golanki Gorne	wies
0517826	1422072	Golany	wies
0218489	2410042	Golasowice	wies
0129260	1424062	Goladkowo	wies
0220210	2401062	Golasza Biska	wies
0220204	2401062	Golasza Dolna	wies
0220227	2401062	Golasza Gorna	wies
0283972	1004042	Golbice	wies
0794804	1812022	Golce	wies
0147140	2406092	Golce	wies
0531111	3217052	Golce	wies
0348708	1802022	Golcowa	wies
0179080	3202023	Golcza	wies
0184490	3210043	Golczew	osada
0187553	0806043	Golczewice	osada
0978881	3207023	Golczewo	miasto
0783315	3214102	Golczewo	osada
0214965	1212042	Golczowice	wies
0498158	1601043	Golczowice	wies
0865496	0418113	Gole	wies
0722940	1405032	Gole	wies
0374054	3022042	Golejewko	wies
0086869	0409022	Golejewo	wies
0565140	1427022	Golejewo	wies
0374060	3022042	Golejewo	wies
0185666	3202053	Golejewo	kolonia
0190590	0212023	Golejow	wies
0816291	1803032	Golemki	wies
0279781	2604192	Goleniawy	wies
0184508	3210043	Golenice	wies
0184514	3210043	Golenicki Mlyn	osada
0146258	2416083	Goleniowy	wies
0978929	3204023	Goleniow	miasto
0486103	2810042	Golen	wies
0726004	1005032	Golensko	wies
0556200	1010112	Golesze Duze	wies
0556223	1010112	Golesze Male	wies
0556230	1010112	Golesze-Parcela	osada
0148352	2802022	Goleszewo	osada
0655675	1811052	Goleszow	wies
0052327	2403072	Goleszow	wies
0574787	1427052	Goleszyn	wies
0752361	2212102	Golecino	kolonia
0595364	3021152	Goleczewo	wies
0642342	1425132	Goledzin	wies
0878560	0220013	Goledzinow	wies
0572297	1002092	Goledzkie	wies
1009931	3209033	Goleszany	osada
0614883	1406022	Golianki	wies
0614890	1406022	Goliany	wies
0118546	1437032	Goliaty	wies
0165333	2211072	Golica	osada
0313288	3209082	Golica	wies
0187085	0805053	Golice	wies
0710523	1011033	Golice	wies
0686612	1426082	Golice	wies
0773156	3206023	Golice	wies
0686629	1426082	Golice-Kolonia	wies
0581669	3003023	Golimowo	wies
0909839	0811043	Golin	wies
0185152	3210052	Golin	osada
0525381	3217023	Golin	wies
0883212	0222033	Golina	wies
0199361	3006023	Golina	wies
0949017	3010013	Golina	miasto
0305857	3203023	Golina	osada
0783321	3214102	Golina	wies
0369001	3022013	Golina Wielka	wies
0283328	3010013	Golina-Kolonia	wies
0369024	3022013	Golinka	wies
0853582	0221063	Golinsk	wies
0567920	1002052	Goliszew	wies
0211174	3007112	Goliszew	wies
1043336	1818052	Goliszowiec	osada lesna
0810489	1818052	Goliszowiec	wies
0363381	0209022	Goliszow	wies
0340405	1219053	Golkowice	wies
0697886	1014023	Golkow	wies
0189032	0201022	Golnice	wies
0865527	0418113	Golska Huta	wies
0983155	0405011	Golub-Dobrzyn	miasto
0759601	2805032	Golubie	wies
1045565	2818022	Golubie	osada
1045571	2818022	Golubie Male	osada
0760320	2813032	Golubie Wezewskie	wies
0759624	2805032	Golubka	wies
0760337	2813032	Golubki	wies
0131819	1608023	Gola	wies
0223970	1212073	Golaczewy	wies
0853257	0208092	Golaczow	wies
0376892	3013052	Golanice	wies
0966820	3028033	Golancz	miasto
0784622	3205083	Golancz Pomorska	wies
0577691	1404052	Golas	wies
0400343	2013062	Golasze Moscickie	wies
0400337	2013062	Golasze-Dab	wies
0410293	2013102	Golasze-Gorki	wies
0410301	2013102	Golasze-Puszcza	wies
0005807	1432063	Golaszew	wies
0864054	0418092	Golaszewo	wies
0588795	3028042	Golaszewo	wies
0346129	1802013	Golaszowka	osada
0857060	0219083	Golaszyce	wies
0679411	0611052	Golaszyn	wies
0912379	0804063	Golaszyn	wies
0591366	3016013	Golaszyn	wies
0369030	3022013	Golaszyn	wies
0415149	1020072	Golaszyny	wies
1056445	1414052	Golawice	osada lesna
0006787	1414052	Golawice Drugie	wies
0006793	1414052	Golawice Pierwsze	wies
0561922	1420042	Golawin	wies
1065929	3003032	Golaznia	osada lesna
0105822	0603082	Golab	kolonia
0386034	0608082	Golab	wies
0389920	0614092	Golab	wies
0386057	0608082	Golab-Kolonia	wies
0080938	0416012	Golabek	osada
0687570	1426092	Golabek	wies
0094142	0419052	Golabki	osada lesna
0679440	0611052	Golabki	wies
0154246	2804073	Golabki	osada
0098128	3003093	Golabki	wies
1009552	3202042	Golabki	kolonia
0319279	1208022	Golcza	wies
0748661	2201072	Golczewo	wies
0977700	2818033	Goldap	miasto
0758777	2818033	Goldap	osada
0677062	0611042	Gole Lazy	wies
1005264	3001032	Gole Pole	osada lesna
0677613	1412102	Golelaki	wies
0197089	0214042	Golebice	wies
0886825	0604022	Golebie	wies
0128473	1424052	Golebie	wies
0038534	2002082	Golebie	wies
0394565	1416022	Golebie-Lesniewo	wies
0568858	1002062	Golebiew Nowy	wies
0568864	1002062	Golebiew Stary	wies
0568870	1002062	Golebiewek Nowy	wies
0568982	1002062	Golebiewek Stary	wies
0844548	0406022	Golebiewko	wies
0176070	2204082	Golebiewko	wies
0848693	0406043	Golebiewo	wies
0479244	2811032	Golebiewo	osada
0312679	3215062	Golebiewo	osada
0176093	2204082	Golebiewo Srednie	osada
0176087	2204082	Golebiewo Wielkie	wies
0866395	0418123	Golebin	wies
0866580	0418123	Golebin-Parcele	wies
0623646	1406062	Golebiow	wies
0628023	1409033	Golebiow	wies
0797116	2606032	Golebiow	wies
0673791	1412093	Golebiowka	wies
0237535	2608013	Golebiowka	kolonia
0591389	3016013	Golebowo	wies
0747503	2201063	Golebsko	osada
0825864	1803063	Goleczyna	wies
0492233	1604013	Golkowice	wies
0214416	2415052	Golkowice	wies
0465590	1210163	Golkowice Dolne	wies
0465621	1210163	Golkowice Gorne	wies
0843520	0402053	Golkowo	wies
0310700	3208052	Golkowo	osada
0006296	1418043	Golkow	wies
0843796	0402062	Golkowko	osada
0578680	1004082	Golocice	wies
0579431	1427072	Golocin	wies
0852789	0208072	Gologlowy	wies
0489679	2814122	Gologora	wies
0308755	3209063	Gologora	wies
0517358	1411062	Goloniwy	wies
0875738	0217022	Golostowice	wies
0635017	1401032	Golosze	wies
0614914	1406022	Golosze	wies
0786667	2606012	Goloszyce	wies
0126161	1402092	Golotczyzna	wies
0849793	0404072	Goloty	wies
0112420	1402022	Goloty	wies
0692860	0611092	Golowierzchy	wies
0173746	2205062	Golubie	wies
0035240	2010062	Golubowszczyzna	wies
0334882	1206113	Goluchowice	wies
0221497	2401073	Goluchowice	wies
0136461	2416042	Goluchowice	wies
0861370	0408032	Goluchowo	wies
0242648	2608022	Goluchow	wies
0198380	3020052	Goluchow	wies
0715271	1014093	Goluchy	wies
0592970	3021123	Golunin	wies
0164813	2206042	Golun	osada
0592986	3021123	Golun	wies
0582812	3021052	Goluski	wies
0494210	1602033	Goluszowice	wies
0093898	0414082	Goluszyce	wies
0112029	1437013	Goluszyn	wies
0155978	2804082	Golutowo	osada
0553934	1006113	Golygow	wies
0115039	1402042	Golymin-Osrodek	wies
0115045	1402042	Golymin-Poludnie	wies
0115051	1402042	Golymin-Polnoc	wies
0723508	1013023	Golyn	wies
0518820	1435032	Golystok	wies
0334190	1206103	Golyszyn	wies
0747785	2201063	Gomole	osada
0555420	1010102	Gomulin	wies
0555436	1010102	Gomulin-Kolonia	wies
0539532	1012042	Gomunice	wies
0095710	0403072	Goncarzewy	osada
0034275	2002072	Gonczary	wies
0722957	1405032	Gongolina	wies
0957360	2008013	Goniadz	miasto
0597794	3030053	Gonice	wies
0296377	3023072	Gonice Drugie	wies
0597802	3030053	Goniczki	wies
0372871	3013022	Goniembice	wies
0144466	1608052	Goniszow	osada
0302103	3215023	Gonne Male	osada
0412346	2007092	Gontarze	wies
0155560	2207043	Gonty	wies
0688255	1403112	Gonczyce	wies
0294349	3010092	Goplana	wies
0086906	0409022	Goplo	osada
0887693	0602062	Goraj	wies
0185815	0803032	Goraj	wies
0158563	2216053	Goraj	osada
0527210	3002052	Goraj	wies
0524938	3002022	Goraj-Zamek	osada
0600119	1809023	Gorajec	wies
0897119	0620082	Gorajec-Stara Wies	wies
0897148	0620082	Gorajec-Zagroble	wies
0897154	0620082	Gorajec-Zagroble-Kolonia	wies
0897160	0620082	Gorajec-Zastawie	wies
0352816	1805042	Gorajowice	wies
0581675	3003023	Goraniec	wies
0581698	3003023	Goranin	osada lesna
0581681	3003023	Goranin	wies
0296816	3010123	Goranin	wies
0588507	3003062	Goraninek	osada
0297017	3010123	Goraninek	kolonia
0500671	1607063	Goraszowice	wies
0310605	3208052	Gorawino	wies
0758205	2806042	Gorazdowo	osada
0585590	3030012	Gorazdowo	wies
0034424	2002072	Gorbacze	kolonia
0840964	0402032	Gorczenica	wies
0840970	0402032	Gorczeniczka	wies
0165830	2206052	Gorczonki	osada lesna
0764772	2001062	Gorczyca	wies
0765464	2805042	Gorczyce	wies
0760366	2813032	Gorczyce	wies
0707001	1003023	Gorczyn	wies
0763382	2813043	Gordejki	wies
0763399	2813043	Gordejki Male	osada
0217863	1212053	Gorenice	wies
0857752	0418022	Goren Duzy	wies
0857924	0418022	Goren Nowy	wies
0172422	2205052	Goreczyno	wies
0035961	2005082	Goredy	wies
0584627	3024032	Gorgoszewo	wies
0959903	1205011	Gorlice	miasto
0608977	1814062	Gorliczyna	wies
0768497	2805052	Gorlo	wies
0768505	2805052	Gorlowko	wies
0035984	2005082	Gorodczyno	wies
0035990	2005082	Gorodzisko	wies
0032247	2011032	Gorszczyzna	wies
0584550	3024032	Gorszewice	wies
0726292	1013032	Gortatowice	wies
0545403	1010052	Gortatowiec	kolonia
0840987	0402032	Gortatowo	wies
0595453	3021163	Gortatowo	wies
0178519	0803012	Gorunsko	wies
0837672	1216153	Goruszow	wies
0848240	0417042	Goryn	osada
0717287	1003042	Goryn	wies
0624232	1425042	Goryn	wies
0150751	2807043	Goryn	wies
0277032	2601082	Goryslawice	wies
0112443	1402022	Gorysze	wies
0091416	0409033	Goryszewo	wies
0238144	2601022	Gorzakiew	wies
0697892	1014023	Gorzalow	wies
0670060	1412052	Gorzanka	wies
0189368	0205023	Gorzanowice	wies
0851330	0208063	Gorzanow	wies
0093711	0407073	Gorzany	wies
0310841	3209073	Gorzebadz	wies
0305490	3213032	Gorzebadz	osada
0560845	1419032	Gorzechowo	wies
0844761	0402073	Gorzechowko	wies
0814582	1803022	Gorzejowa	wies
0763778	2816023	Gorzekaly	wies
0365262	0211022	Gorzelin	wies
0130441	2404013	Gorzelnia	wies
0092338	0410033	Gorzen	wies
0578325	1427062	Gorzen	wies
0074168	1218093	Gorzen Dolny	wies
0074180	1218093	Gorzen Gorny	wies
0872540	0214023	Gorzeslaw	wies
0189871	0207022	Gorzeszow	wies
0869287	0408073	Gorzeszyn	wies
0414635	1008072	Gorzew	wies
0529491	3016032	Gorzewko	wies
0009722	1428022	Gorzewnica	wies
0564317	1404022	Gorzewo	wies
0574801	1427052	Gorzewo	wies
0529232	3016032	Gorzewo	wies
0588803	3028042	Gorzewo	wies
0577722	1404052	Gorzewo-Kolonia	wies
1009701	3204052	Gorzecino	kolonia
0541150	1012053	Gorzedow	wies
0174310	2214052	Gorzedziej	wies
0593052	3021123	Gorzkie Pole	osada
0539800	1010032	Gorzkowice	wies
0539822	1010032	Gorzkowiczki	wies
0812264	1201022	Gorzkow	wies
0340517	1219053	Gorzkow	wies
0241554	2603033	Gorzkow	wies
0788175	2612012	Gorzkow	wies
0139287	2409032	Gorzkow Nowy	wies
0139324	2409032	Gorzkow Stary	wies
0888333	0606032	Gorzkow-Osada	osada
0888340	0606032	Gorzkow-Wies	wies
0050736	1213033	Gorzow	wies
0931490	1608023	Gorzow Slaski	miasto
0935140	0861011	Gorzow Wielkopolski	miasto
0848990	0404062	Gorzuchowo	wies
0585354	3003053	Gorzuchowo	wies
0852795	0208072	Gorzuchow	wies
0210045	3007102	Gorzuchy	wies
0917655	0810092	Gorzupia	wies
0201856	3012043	Gorzupia	wies
0917678	0810092	Gorzupia Dolna	wies
0365279	0211022	Gorzyca	wies
0183963	0803023	Gorzyca	wies
0305550	3213032	Gorzyca	osada
0307709	3213042	Gorzyca	wies
0100612	0419063	Gorzyce	wies
0837695	1216153	Gorzyce	wies
0356961	1805072	Gorzyce	wies
0611985	1814082	Gorzyce	wies
0791496	1820022	Gorzyce	wies
0214592	2415062	Gorzyce	wies
0581422	3011023	Gorzyce	wies
0589263	3030023	Gorzyce	wies
0204978	3017033	Gorzyce Male	wies
0205713	3017042	Gorzyce Wielkie	wies
0183420	3014033	Gorzycko Stare	wies
0806766	2609072	Gorzyczany	wies
0214623	2415062	Gorzyczki	wies
0581439	3011023	Gorzyczki	wies
0300512	3003103	Gorzykowo	wies
0744440	2212042	Gorzyno	wies
0183443	3014033	Gorzyn	wies
0744456	2212042	Gorzyslaw	wies
0784651	3205083	Gorzyslaw	wies
0271704	2605083	Gosan	wies
0400076	2014022	Gosie Duze	wies
0400099	2014022	Gosie Male	wies
0410873	2014052	Goski Duze	wies
0410880	2014052	Goski-Pelki	wies
0512295	1422062	Goski-Wasosze	wies
0492262	1604013	Goslaw	wies
0784639	3205083	Goslaw	wies
0308809	3209063	Goslaw	osada
0877281	0218032	Goslawice	wies
0872102	0401092	Goslawice	wies
0558920	1002022	Goslawice	wies
0724399	1005022	Goslawice	wies
0543396	1012072	Goslawice	wies
0835437	1216112	Goslawice	wies
0131127	1608013	Goslawice	wies
0415630	1006102	Gospodarz	wies
0819728	1202052	Gosprzydowa	wies
0694445	1426112	Gostchorz	wies
0910587	0802063	Gostchorze	wies
0508230	1415032	Gostery	wies
0874331	0215022	Gostkowice	osada
0178710	0801022	Gostkowice	wies
0846843	0415062	Gostkowo	wies
0407641	1416092	Gostkowo	wies
0517832	1422072	Gostkowo	wies
0515158	1424022	Gostkowo	wies
0740978	2201023	Gostkowo	wies
0744700	2212042	Gostkowo	wies
0373190	3022033	Gostkowo	wies
0308815	3209063	Gostkowo	osada
0303491	3215033	Gostkowo	osada
0855256	0221072	Gostkow	wies
0228460	2610022	Gostkow	wies
0129768	1420122	Gostolin	wies
0629650	1406083	Gostomia	wies
0491239	1610013	Gostomia	wies
0531128	3217052	Gostomia	wies
0164291	2206042	Gostomie	wies
0121100	1402062	Gostomin	wies
0782110	3218032	Gostomin	wies
0094337	0419052	Gostomka	kolonia
0166060	2206062	Gostomko	wies
0743103	2203032	Gostudz	osada
0291470	3023042	Gostun	wies
0460227	1210142	Gostwica	wies
0085686	0416022	Gostycyn	wies
0179230	3202023	Gostyczyn	kolonia
0204599	3017023	Gostyczyna	wies
0195245	3007032	Gostynie	wies
0784183	3207052	Gostyniec	wies
0968977	1404011	Gostynin	miasto
0363702	0216022	Gostyn	wies
0224981	2408052	Gostyn	wies
0954395	3004023	Gostyn	miasto
0784190	3207052	Gostyn	wies
0780630	3205043	Gostyn Lobeski	wies
0780647	3205043	Gostynski Brod	osada
0881911	0214083	Goszcz	wies
0322181	1206052	Goszcza	wies
0181220	0806023	Goszczanowiec	wies
0181237	0806023	Goszczanowo	wies
0703575	1014062	Goszczanow	wies
0181250	0806023	Goszczanowko	wies
0634130	1425092	Goszczewice	wies
0857284	0401042	Goszczewo	wies
0488378	2808062	Goszczewo	osada
0283989	1004042	Goszczedza	wies
0125262	1437052	Goszczk	kolonia
0554833	1012132	Goszczowa	wies
0504054	1609122	Goszczowice	wies
0111656	1420032	Goszczyce Poswietne	wies
0111662	1420032	Goszczyce Srednie	wies
0620441	1406042	Goszczyn	wies
0874348	0215022	Goszczyna	wies
0562287	1004022	Goszczynno	wies
0576556	1419142	Goszczyno	wies
0165008	2211062	Goszczyno	wies
0744166	2212032	Goszczyno	osada
0779199	3206053	Goszkow	wies
0779207	3206053	Goszkowek	osada lesna
0501423	1607082	Goszowice	wies
0855569	0208133	Goszow	wies
0322235	1206052	Goszyce	wies
0491624	1603022	Goszyce	wies
0169354	2204042	Goszyn	osada
0175700	2214062	Goszyn	wies
0501251	1607073	Goscice	wies
0176503	2215102	Goscicino	wies
0200621	3012033	Gosciejew	wies
0369060	3022013	Gosciejewice	wies
0529249	3016032	Gosciejewko	wies
0116872	1411032	Gosciejewo	wies
0528936	3016023	Gosciejewo	wies
0780653	3205043	Gosciejewo	osada
0529516	3016032	Gosciejewo Lesne	osada
0499940	1609073	Gosciejowice	wies
0277894	2613063	Gosciencin	wies
0622196	1406053	Goscienczyce	wies
0792024	0607042	Goscieradow Plebanski	wies
0792030	0607042	Goscieradow Ukazowy	wies
0791993	0607042	Goscieradow-Folwark	kolonia
0792018	0607042	Goscieradow-Kolonia	kolonia
0088880	0403043	Goscieradz	wies
0911925	0810062	Goscieszowice	wies
0094219	0419052	Goscieszyn	wies
0916348	3029033	Goscieszyn	wies
0094231	0419052	Goscieszynek	wies
0668726	1403032	Gosciewicz	wies
0880426	0217043	Gosciecice	wies
0501593	1603042	Gosciecin	wies
0160287	2215042	Gosciecino	wies
0914970	0808053	Goscikowo	wies
0181266	0806023	Goscim	wies
0188469	0806052	Goscimiec	wies
0777378	3205032	Goscimierz	osada
0120767	1420082	Goscimin Wielki	wies
0546495	1010062	Goscimowice Drugie	wies
0546510	1010062	Goscimowice Pierwsze	wies
0635610	1409042	Gosciniec	osada
0635508	1409042	Gosciniec	wies
0637861	1409062	Gosciniec Siennienski	kolonia
0307135	3201033	Goscinko	wies
0539874	1010032	Goscinna	wies
