rok	wiek	m_miasto	k_miasto	m_wies	k_wies
2021	17	98378	93149	84348	80087
2021	18	95092	91133	83987	79530
2021	19	95277	90997	85717	81194
2021	20	98604	94398	88538	84012
2021	21	101116	97033	91111	86260
2021	22	101128	97332	92518	87611
2021	23	104446	100401	95300	89473
2021	24	111137	109410	96418	89028
2021	25	116362	114540	99974	91604
2021	26	116900	114997	104679	97824
2021	27	127245	126472	107774	100429
2021	28	133278	132229	112206	103229
2021	29	138467	136923	116302	107776
2021	30	151390	150539	119107	108345
2021	31	157614	157146	118700	108188
2021	32	160955	159975	117503	107672
2021	33	166705	167421	119334	109229
2021	34	172122	171402	119522	109784
2021	35	180950	180815	121993	113655
2021	36	192471	192322	127717	118984
2021	37	200464	199326	129596	121283
2021	38	206251	206171	132152	124807
2021	39	198661	198167	129566	121289
2021	40	189490	190944	123240	115656
2021	41	192514	193714	125250	118576
2021	42	191782	191668	124373	117262
2021	43	184667	185645	121358	114914
2021	44	181808	183361	121279	114363
2021	45	180441	183888	122429	115137
2021	46	172378	175018	119233	113582
2021	47	163932	166756	116909	110726
2021	48	155467	159097	112853	107921
2021	49	148483	151920	109223	104836
2021	50	139865	145426	105832	101928
2021	51	135259	141008	102767	97861
2021	52	127916	134966	99398	95723
2021	53	124528	132432	97890	93845
2021	54	121633	131291	97267	92752
2021	55	121775	133307	96755	91914
2021	56	122191	135282	97396	92330
2021	57	124638	139859	97997	92612
2021	58	126075	143666	98500	94102
2021	59	126458	145847	98036	93531
2021	60	130743	153782	98898	94817
2021	61	137355	165336	101488	97832
2021	62	146321	178350	104802	101298
2021	63	152403	187299	103092	101385
2021	64	153670	193092	101047	100001
2021	65	151737	192270	96343	96605
2021	66	152175	195185	93369	95345
2021	67	144072	189074	86098	89699
2021	68	140084	187505	82637	88015
2021	69	134906	183499	78234	85802
2021	70	129499	179731	73082	83924
2021	71	120970	168762	67516	79624
2021	72	112545	160612	61208	75271
2021	73	105812	153231	57241	72026
2021	74	95448	141462	50027	65936
2021	75	83278	126708	42540	59146
2021	76	56098	87815	29600	43606
2021	77	52435	85003	27633	42564
2021	78	48370	79797	25087	40423
2021	79	44243	75950	22897	38629
2021	80	43276	77953	23421	40113
2021	81	41252	77505	22659	41345
2021	82	37799	73924	20712	39884
2021	83	34094	69490	18961	38070
2021	84	31249	65368	16964	35750
2021	85	28211	61284	15034	33445
2021	86	24295	54557	13055	30427
2021	87	20429	47456	11053	27184
2021	88	17274	41035	9281	23814
2021	89	15009	36992	7921	22135
2021	90	12593	31608	6652	19361
2021	91	10361	27207	5478	16777
2021	92	7633	21058	4165	13313
2021	93	5741	16443	3112	10533
2021	94	3904	12170	2164	7949
2021	95	2781	9567	1509	5941
2021	96	2082	7452	1078	4529
2021	97	1314	4913	693	3010
2021	98	907	3435	489	2081
2021	99	536	2213	298	1323
2021	100	652	2713	359	1607
2022	0	94409	89017	75393	71041
2022	1	96603	91141	76499	72063
2022	2	98378	92868	77413	72892
2022	3	99650	94107	78088	73495
2022	4	100461	94907	78573	73919
2022	5	100476	94945	79040	74330
2022	6	101147	95600	79753	74972
2022	7	102538	96932	80819	75951
2022	8	104351	98663	82142	77181
2022	9	104734	99292	81179	76881
2022	10	112659	106467	87619	82547
2022	11	114655	108077	89188	84354
2022	12	119293	113057	93152	87936
2022	13	123603	117748	97613	93101
2022	14	121665	116336	98317	93460
2022	15	112976	107839	93046	88112
2022	16	106680	101665	88993	84286
2022	17	101817	96984	86311	82333
2022	18	98114	93039	84467	80158
2022	19	94866	91087	84062	79536
2022	20	95081	91016	85759	81126
2022	21	98441	94474	88549	83875
2022	22	101009	97190	91081	86037
2022	23	101123	97613	92426	87257
2022	24	104569	100837	95121	88959
2022	25	111382	109926	96161	88428
2022	26	116754	115217	99593	90841
2022	27	117462	115903	104150	96818
2022	28	127780	127265	107250	99512
2022	29	133743	132854	111714	102455
2022	30	138795	137349	115889	107183
2022	31	151453	150575	118884	108093
2022	32	157430	156896	118651	108191
2022	33	160565	159530	117594	107843
2022	34	166149	166815	119527	109527
2022	35	171404	170701	119811	110152
2022	36	180080	180020	122354	114076
2022	37	191457	191449	128128	119441
2022	38	199333	198406	130047	121754
2022	39	205037	205229	132604	125265
2022	40	197473	197283	129955	121701
2022	41	188338	190105	123576	116028
2022	42	191322	192872	125546	118918
2022	43	190576	190835	124615	117579
2022	44	183490	184838	121523	115198
2022	45	180628	182558	121372	114621
2022	46	179241	183075	122444	115374
2022	47	171195	174241	119167	113770
2022	48	162772	166013	116765	110868
2022	49	154318	158385	112640	108014
2022	50	147327	151231	108946	104880
2022	51	138721	144761	105486	101926
2022	52	134087	140348	102364	97827
2022	53	126743	134324	98931	95637
2022	54	123316	131786	97348	93724
2022	55	120378	130629	96648	92584
2022	56	120440	132607	96058	91712
2022	57	120767	134539	96606	92083
2022	58	123090	139054	97106	92326
2022	59	124415	142800	97501	93765
2022	60	124685	144916	96927	93156
2022	61	128797	152736	97665	94391
2022	62	135180	164142	100099	97348
2022	63	143841	176974	103225	100746
2022	64	149654	185753	101412	100783
2022	65	150713	191386	99252	99348
2022	66	148614	190457	94477	95913
2022	67	148826	193213	91398	94596
2022	68	140680	187011	84120	88918
2022	69	136546	185291	80558	87164
2022	70	131242	181149	76080	84870
2022	71	125701	177208	70871	82898
2022	72	117126	166156	65264	78522
2022	73	108663	157874	58955	74093
2022	74	101833	150332	54912	70748
2022	75	91528	138478	47779	64603
2022	76	79529	123700	40421	57772
2022	77	53343	85485	27979	42450
2022	78	49611	82433	25958	41259
2022	79	45494	77058	23403	38999
2022	80	41333	72970	21194	37057
2022	81	40141	74447	21499	38228
2022	82	37963	73517	20611	39111
2022	83	34484	69612	18655	37430
2022	84	30817	64903	16909	35416
2022	85	27969	60509	14967	32947
2022	86	24916	55976	13079	30409
2022	87	21219	49320	11221	27364
2022	88	17627	42415	9378	24162
2022	89	14710	36222	7765	20896
2022	90	12599	32209	6530	19154
2022	91	10409	27118	5391	16500
2022	92	8420	22967	4362	14055
2022	93	6091	17463	3252	10951
2022	94	4490	13373	2379	8493
2022	95	2987	9690	1616	6269
2022	96	2078	7441	1098	4574
2022	97	1517	5651	764	3397
2022	98	930	3622	475	2194
2022	99	621	2446	327	1465
2022	100	766	3308	413	1937
2023	0	92387	87110	74405	70108
2023	1	94757	89399	75662	71274
2023	2	96748	91329	76820	72333
2023	3	98347	92875	77766	73191
2023	4	99475	93975	78465	73818
2023	5	100176	94661	78960	74253
2023	6	100113	94623	79427	74669
2023	7	100728	95223	80140	75315
2023	8	102073	96511	81202	76299
2023	9	103857	98214	82524	77532
2023	10	104233	98835	81550	77230
2023	11	112132	105986	88001	82916
2023	12	114141	107609	89558	84712
2023	13	118785	112601	93507	88292
2023	14	123116	117320	97946	93439
2023	15	121226	115967	98606	93750
2023	16	112604	107556	93273	88334
2023	17	106361	101464	89167	84436
2023	18	101543	96867	86442	82413
2023	19	97877	92987	84553	80169
2023	20	94672	91099	84110	79479
2023	21	94929	91095	85771	80995
2023	22	98339	94623	88527	83660
2023	23	101002	97452	91002	85705
2023	24	101254	98045	92262	86758
2023	25	104852	101445	94844	88285
2023	26	111771	110581	95806	87695
2023	27	117254	115953	99148	90015
2023	28	118033	116735	103624	95889
2023	29	128230	127871	106795	98776
2023	30	134061	133230	111338	101924
2023	31	138940	137503	115625	106841
2023	32	151330	150387	118795	108049
2023	33	157093	156487	118713	108338
2023	34	160054	158984	117767	108103
2023	35	165491	166148	119776	109874
2023	36	170615	169968	120131	110542
2023	37	179157	179217	122732	114498
2023	38	190408	190580	128542	119883
2023	39	198182	197507	130480	122194
2023	40	203816	204309	133024	125696
2023	41	196286	196419	130312	122074
2023	42	187188	189279	123872	116368
2023	43	190138	192039	125793	119240
2023	44	189373	190007	124806	117877
2023	45	182313	184030	121637	115468
2023	46	179444	181756	121410	114859
2023	47	178032	182255	122408	115589
2023	48	169999	173464	119056	113927
2023	49	161585	165268	116568	110973
2023	50	153141	157669	112378	108072
2023	51	146146	150542	108622	104891
2023	52	137546	144093	105095	101889
2023	53	132883	139682	101915	97752
2023	54	125542	133678	98416	95520
2023	55	122079	131132	96769	93563
2023	56	119098	129958	95987	92386
2023	57	119080	131900	95316	91477
2023	58	119322	133788	95763	91805
2023	59	121524	138235	96164	92007
2023	60	122730	141915	96440	93396
2023	61	122895	143966	95761	92742
2023	62	126828	151672	96376	93930
2023	63	132973	162916	98646	96827
2023	64	141336	175561	101588	100157
2023	65	146863	184167	99665	100139
2023	66	147709	189633	97383	98655
2023	67	145439	188588	92541	95172
2023	68	145421	191166	89353	93793
2023	69	137220	184864	82064	88081
2023	70	132926	182980	78392	86244
2023	71	127482	178671	73826	83864
2023	72	121793	174532	68558	81781
2023	73	113165	163388	62908	77317
2023	74	104649	154950	56597	72804
2023	75	97723	147221	52479	69343
2023	76	87470	135253	45432	63129
2023	77	75653	120455	38220	56264
2023	78	50504	82950	26302	41173
2023	79	46695	79654	24231	39833
2023	80	42532	74083	21674	37441
2023	81	38360	69738	19465	35348
2023	82	36948	70662	19565	36196
2023	83	34642	69278	18575	36740
2023	84	31180	65067	16647	34854
2023	85	27592	60139	14927	32675
2023	86	24715	55332	13027	29989
2023	87	21772	50672	11253	27392
2023	88	18316	44152	9529	24370
2023	89	15018	37510	7854	21246
2023	90	12357	31609	6407	18124
2023	91	10418	27703	5299	16363
2023	92	8464	22955	4295	13863
2023	93	6725	19104	3410	11601
2023	94	4768	14248	2488	8862
2023	95	3440	10686	1779	6721
2023	96	2234	7567	1178	4847
2023	97	1516	5669	780	3446
2023	98	1075	4184	527	2488
2023	99	639	2592	317	1550
2023	100	897	3887	463	2268
2024	0	90243	85089	73343	69107
2024	1	92763	87516	74672	70344
2024	2	94924	89608	75978	71543
2024	3	96736	91357	77166	72628
2024	4	98187	92758	78137	73508
2024	5	99201	93741	78850	74150
2024	6	99815	94345	79350	74592
2024	7	99696	94250	79812	75007
2024	8	100272	94811	80517	75652
2024	9	101593	96075	81573	76640
2024	10	103370	97763	82887	77876
2024	11	103747	98387	81905	77570
2024	12	111629	105528	88360	83267
2024	13	113655	107174	89897	85047
2024	14	118316	112184	93831	88617
2024	15	122663	116940	98244	93738
2024	16	120821	115658	98855	93993
2024	17	112266	107339	93459	88499
2024	18	106071	101329	89305	84525
2024	19	101295	96801	86534	82430
2024	20	97672	92988	84610	80119
2024	21	94519	91161	84131	79364
2024	22	94837	91240	85752	80788
2024	23	98333	94880	88461	83343
2024	24	101129	97859	90854	85233
2024	25	101535	98636	92002	86101
2024	26	105288	102191	94468	87474
2024	27	112265	111296	95388	86904
2024	28	117758	116623	98703	89254
2024	29	118529	117382	103160	95135
2024	30	128546	128230	106453	98274
2024	31	134203	133351	111098	101631
2024	32	138906	137432	115488	106710
2024	33	151053	150037	118821	108153
2024	34	156628	155973	118859	108572
2024	35	159444	158375	118004	108409
2024	36	164764	165453	120068	110238
2024	37	169770	169221	120472	110926
2024	38	178197	178417	123110	114899
2024	39	189340	189730	128939	120296
2024	40	197023	196629	130887	122601
2024	41	202597	203408	133408	126090
2024	42	195104	195570	130621	122418
2024	43	186048	188461	124120	116689
2024	44	188959	191203	125985	119537
2024	45	188174	189176	124942	118152
2024	46	181135	183220	121696	115709
2024	47	178254	180948	121395	115073
2024	48	176806	181441	122316	115771
2024	49	168780	172686	118894	114049
2024	50	160376	164522	116327	111045
2024	51	151937	156953	112071	108091
2024	52	144933	149852	108256	104863
2024	53	136347	143421	104659	101813
2024	54	131656	139016	101422	97641
2024	55	124319	133024	97859	95361
2024	56	120819	130474	96144	93367
2024	57	117798	129286	95276	92152
2024	58	117702	131180	94526	91209
2024	59	117857	133023	94870	91491
2024	60	119938	137404	95162	91656
2024	61	121029	141015	95331	92992
2024	62	121083	143000	94545	92300
2024	63	124833	150581	95026	93440
2024	64	130740	161665	97130	96271
2024	65	138800	174114	99890	99529
2024	66	144031	182535	97843	99453
2024	67	144657	187832	95447	97917
2024	68	142209	186653	90528	94384
2024	69	141942	189037	87223	92928
2024	70	133677	182618	79919	87175
2024	71	129215	180543	76128	85249
2024	72	123608	176038	71468	82762
2024	73	117757	171688	66131	80562
2024	74	109063	160429	60433	76000
2024	75	100489	151809	54129	71391
2024	76	93453	143862	49933	67794
2024	77	83265	131776	42991	61518
2024	78	71646	116924	35946	54601
2024	79	47564	80202	24568	39779
2024	80	43682	76632	22458	38271
2024	81	39496	70852	19923	35738
2024	82	35327	66241	17726	33491
2024	83	33727	66632	17641	34032
2024	84	31331	64806	16581	34246
2024	85	27930	60346	14704	32195
2024	86	24390	55059	12999	29779
2024	87	21607	50159	11211	27052
2024	88	18805	45435	9561	24434
2024	89	15616	39121	7985	21469
2024	90	12624	32805	6481	18468
2024	91	10227	27248	5204	15519
2024	92	8481	23511	4227	13790
2024	93	6768	19154	3363	11478
2024	94	5268	15641	2616	9417
2024	95	3654	11428	1865	7041
2024	96	2575	8379	1299	5217
2024	97	1631	5785	839	3667
2024	98	1074	4216	539	2532
2024	99	735	3010	351	1767
2024	100	992	4402	493	2560
2025	0	88092	83058	72265	68094
2025	1	90640	85516	73612	69343
2025	2	92950	87740	74988	70611
2025	3	94928	89651	76323	71835
2025	4	96592	91251	77533	72941
2025	5	97923	92535	78514	73836
2025	6	98849	93430	79232	74486
2025	7	99400	93972	79734	74934
2025	8	99249	93843	80186	75342
2025	9	99805	94385	80876	75988
2025	10	101118	95637	81927	76976
2025	11	102891	97324	83231	78210
2025	12	103282	97963	82236	77897
2025	13	111159	105101	88691	83594
2025	14	113207	106781	90205	85355
2025	15	117886	111826	94118	88902
2025	16	122250	116627	98501	93982
2025	17	120449	115414	99058	94175
2025	18	111955	107189	93604	88602
2025	19	105811	101255	89403	84557
2025	20	101080	96795	86597	82389
2025	21	97504	93042	84640	80010
2025	22	94425	91288	84124	79177
2025	23	94842	91488	85691	80484
2025	24	98457	95268	88325	82893
2025	25	101403	98422	90614	84610
2025	26	101968	99367	91650	85318
2025	27	105823	102994	94033	86607
2025	28	112766	111943	94976	86176
2025	29	118188	117125	98323	88653
2025	30	118888	117792	102805	94608
2025	31	128689	128345	106243	97999
2025	32	134173	133253	110988	101537
2025	33	138718	137194	115463	106728
2025	34	150646	149579	118931	108345
2025	35	156065	155392	119065	108858
2025	36	158761	157731	118274	108737
2025	37	163977	164736	120377	110602
2025	38	168893	168479	120816	111293
2025	39	177221	177630	123479	115278
2025	40	188260	188893	129318	120676
2025	41	195865	195767	131258	122977
2025	42	201385	202524	133751	126453
2025	43	193929	194723	130885	122742
2025	44	184913	187638	124319	116986
2025	45	187784	190371	126128	119818
2025	46	186978	188341	125022	118410
2025	47	179955	182407	121707	115932
2025	48	177048	180140	121336	115257
2025	49	175559	180621	122175	115916
2025	50	167539	171908	118682	114136
2025	51	159143	163779	116041	111078
2025	52	150710	156239	111719	108071
2025	53	143701	149158	107841	104794
2025	54	135125	142747	104184	101701
2025	55	130408	138344	100887	97497
2025	56	123075	132372	97267	95176
2025	57	119542	129811	95477	93141
2025	58	116485	128605	94520	91888
2025	59	116309	130450	93687	90908
2025	60	116372	132248	93928	91148
2025	61	118333	136557	94115	91274
2025	62	119310	140097	94169	92561
2025	63	119245	142007	93267	91825
2025	64	122812	149465	93622	92915
2025	65	128477	160380	95561	95682
2025	66	136214	172625	98123	98861
2025	67	141149	180856	95957	98725
2025	68	141544	185961	93431	97125
2025	69	138908	184636	88428	93536
2025	70	138380	186805	84998	91997
2025	71	130033	180249	77669	86192
2025	72	125379	177945	73746	84158
2025	73	119597	173236	68985	81556
2025	74	113568	168638	63579	79226
2025	75	104801	157242	57840	74551
2025	76	96162	148410	51540	69827
2025	77	89022	140231	47281	66097
2025	78	78909	127986	40459	59733
2025	79	67492	113097	33592	52778
2025	80	44519	77215	22785	38249
2025	81	40590	73341	20650	36562
2025	82	36392	67349	18149	33892
2025	83	32257	62518	15991	31518
2025	84	30512	62380	15753	31756
2025	85	28074	60160	14655	31666
2025	86	24697	55313	12808	29378
2025	87	21334	49984	11191	26904
2025	88	18676	45048	9532	24170
2025	89	16043	40333	8018	21571
2025	90	13136	34285	6599	18704
2025	91	10457	28352	5268	15856
2025	92	8330	23187	4155	13117
2025	93	6782	19677	3312	11451
2025	94	5305	15733	2577	9350
2025	95	4044	12592	1959	7510
2025	96	2738	8995	1362	5486
2025	97	1878	6432	925	3964
2025	98	1157	4323	582	2708
2025	99	736	3047	358	1809
2025	100	1118	5071	529	2922
2026	0	86027	81110	71208	67095
2026	1	88519	83513	72531	68326
2026	2	90850	85761	73922	69607
2026	3	92969	87800	75323	70898
2026	4	94799	89559	76682	72142
2026	5	96341	91041	77905	73259
2026	6	97582	92236	78893	74165
2026	7	98444	93066	79611	74818
2026	8	98954	93566	80102	75269
2026	9	98786	93421	80538	75671
2026	10	99333	93953	81220	76313
2026	11	100651	95210	82260	77299
2026	12	102435	96909	83552	78526
2026	13	102844	97569	82543	78203
2026	14	110721	104715	88992	83900
2026	15	112797	106440	90480	85628
2026	16	117488	111524	94367	89143
2026	17	121872	116384	98712	94168
2026	18	120110	115244	99219	94290
2026	19	111674	107100	93714	88636
2026	20	105580	101231	89474	84521
2026	21	100904	96841	86635	82281
2026	22	97401	93164	84643	79831
2026	23	94427	91517	84072	78892
2026	24	94973	91874	85561	80048
2026	25	98737	95820	88101	82287
2026	26	101829	99127	90283	83855
2026	27	102503	100158	91235	84473
2026	28	106374	103738	93594	85805
2026	29	113200	112439	94621	85595
2026	30	118494	117417	98043	88249
2026	31	119087	117970	102573	94296
2026	32	128671	128260	106148	97910
2026	33	134000	133007	110977	101579
2026	34	138411	136846	115517	106840
2026	35	150146	149054	119099	108593
2026	36	155428	154773	119310	109168
2026	37	158027	157069	118569	109067
2026	38	163160	164027	120692	110955
2026	39	167994	167747	121153	111639
2026	40	176238	176857	123827	115628
2026	41	187184	188079	129663	121025
2026	42	194715	194923	131588	123325
2026	43	200182	201647	134039	126790
2026	44	192766	193887	131098	123045
2026	45	183786	186824	124471	117265
2026	46	186612	189534	126219	120077
2026	47	185780	187506	125053	118640
2026	48	178761	181594	121667	116118
2026	49	175829	179334	121222	115405
2026	50	174297	179804	121990	116025
2026	51	166278	171134	118426	114182
2026	52	157883	163032	115709	111070
2026	53	149461	155518	111329	108016
2026	54	142443	148464	107393	104690
2026	55	133884	142073	103668	101551
2026	56	129143	137673	100316	97318
2026	57	121817	131714	96628	94953
2026	58	118249	129144	94764	92882
2026	59	115153	127911	93726	91594
2026	60	114900	129715	92802	90582
2026	61	114879	131462	92938	90779
2026	62	116716	135700	93021	90865
2026	63	117570	139160	92954	92099
2026	64	117392	140999	91943	91325
2026	65	120769	148325	92161	92360
2026	66	126174	159062	93927	95058
2026	67	133585	171097	96283	98151
2026	68	138210	179117	93990	97943
2026	69	138357	184012	91323	96271
2026	70	135516	182519	86231	92616
2026	71	134700	184448	82658	90981
2026	72	126259	177721	75298	85113
2026	73	121397	175178	71235	82959
2026	74	115426	170230	66369	80232
2026	75	109210	165362	60897	77752
2026	76	100355	153794	55112	72954
2026	77	91657	144737	48837	68113
2026	78	84416	136272	44524	64214
2026	79	74380	123874	37836	57776
2026	80	63184	108932	31162	50779
2026	81	41389	73954	20965	36573
2026	82	37420	69770	18824	34705
2026	83	33248	63617	16379	31925
2026	84	29193	58578	14288	29438
2026	85	27346	57959	13927	29398
2026	86	24832	55203	12774	28935
2026	87	21613	50281	11036	26579
2026	88	18447	44965	9524	24082
2026	89	15939	40063	7999	21380
2026	90	13504	35422	6628	18833
2026	91	10888	29698	5368	16102
2026	92	8524	24192	4211	13439
2026	93	6669	19462	3259	10928
2026	94	5322	16216	2545	9361
2026	95	4075	12707	1936	7487
2026	96	3031	9945	1435	5877
2026	97	2001	6934	971	4187
2026	98	1333	4824	639	2940
2026	99	795	3141	386	1943
2026	100	1204	5587	559	3215
2027	0	84120	79313	70196	66144
2027	1	86481	81591	71467	67326
2027	2	88748	83776	72833	68581
2027	3	90893	85842	74249	69887
2027	4	92858	87729	75676	71193
2027	5	94564	89367	77042	72452
2027	6	96014	90755	78271	73581
2027	7	97185	91882	79262	74490
2027	8	98001	92668	79976	75147
2027	9	98491	93146	80458	75595
2027	10	98321	92997	80883	75994
2027	11	98881	93533	81547	76629
2027	12	100207	94802	82573	77605
2027	13	102009	96521	83849	78827
2027	14	102441	97215	82821	78485
2027	15	110318	104382	89258	84167
2027	16	112420	106163	90719	85858
2027	17	117125	111291	94574	89327
2027	18	121524	116209	98882	94286
2027	19	119800	115140	99340	94332
2027	20	111429	107072	93788	88606
2027	21	105393	101266	89515	84423
2027	22	100791	96958	86640	82104
2027	23	97391	93387	84606	79551
2027	24	94557	91882	83959	78478
2027	25	95257	92412	85349	79463
2027	26	99159	96507	87787	81554
2027	27	102355	99891	89888	83042
2027	28	103053	100892	90815	83683
2027	29	106860	104324	93210	85148
2027	30	113513	112732	94353	85202
2027	31	118647	117501	97872	88040
2027	32	119128	117951	102451	94165
2027	33	128513	128027	106146	97947
2027	34	133707	132654	111042	101705
2027	35	138010	136427	115635	107008
2027	36	149569	148487	119310	108859
2027	37	154740	154139	119575	109476
2027	38	157257	156408	118865	109381
2027	39	162318	163325	121003	111280
2027	40	167089	167027	121466	111959
2027	41	175254	176104	124146	115947
2027	42	186114	187273	129968	121349
2027	43	193577	194086	131877	123644
2027	44	198995	200773	134282	127108
2027	45	191609	193047	131259	123327
2027	46	182662	186008	124571	117521
2027	47	185439	188694	126262	120309
2027	48	184568	186676	125036	118837
2027	49	177556	180789	121582	116274
2027	50	174590	178532	121064	115515
2027	51	173015	178994	121758	116091
2027	52	164995	170359	118129	114187
2027	53	156613	162291	115339	111024
2027	54	148190	154804	110894	107919
2027	55	141171	147773	106904	104548
2027	56	132630	141399	103113	101370
2027	57	127864	137001	99703	97106
2027	58	120547	131052	95950	94699
2027	59	116949	128469	94010	92595
2027	60	113810	127217	92879	91268
2027	61	113479	128973	91870	90229
2027	62	113371	130666	91903	90385
2027	63	115078	134824	91868	90430
2027	64	115809	138207	91686	91609
2027	65	115510	139964	90566	90792
2027	66	118685	147154	90641	91770
2027	67	123826	157710	92222	94392
2027	68	130900	169513	94368	97390
2027	69	135190	177305	91930	97103
2027	70	135079	181970	89112	95352
2027	71	132005	180283	83911	91619
2027	72	130888	181931	80187	89866
2027	73	122336	175024	72790	83934
2027	74	117245	172210	68583	81644
2027	75	111073	166997	63611	78774
2027	76	104651	161805	58070	76121
2027	77	95725	150066	52259	71196
2027	78	86973	140725	46022	66209
2027	79	79623	131972	41659	62150
2027	80	69676	119395	35122	55624
2027	81	58747	104384	28682	48584
2027	82	38174	70409	19119	34740
2027	83	34206	65956	16997	32717
2027	84	30106	59661	14643	29849
2027	85	26175	54483	12639	27286
2027	86	24198	53242	12148	26895
2027	87	21739	50249	11014	26216
2027	88	18697	45306	9397	23832
2027	89	15754	40065	7997	21341
2027	90	13426	35257	6619	18707
2027	91	11200	30757	5396	16253
2027	92	8883	25411	4295	13685
2027	93	6828	20362	3305	11231
2027	94	5239	16091	2506	8963
2027	95	4092	13146	1912	7522
2027	96	3057	10078	1418	5882
2027	97	2216	7699	1024	4503
2027	98	1419	5224	674	3118
2027	99	918	3520	429	2124
2027	100	1297	6045	599	3533
2028	0	82399	77690	69253	65257
2028	1	84597	79810	70456	66373
2028	2	86733	81874	71765	67579
2028	3	88809	83875	73155	68857
2028	4	90799	85783	74591	70176
2028	5	92639	87547	76028	71498
2028	6	94251	89087	77404	72766
2028	7	95627	90410	78632	73898
2028	8	96753	91491	79621	74811
2028	9	97545	92251	80326	75469
2028	10	98030	92721	80799	75915
2028	11	97873	92584	81200	76305
2028	12	98445	93139	81850	76930
2028	13	99792	94424	82859	77898
2028	14	101614	96175	84117	79103
2028	15	102073	96910	83067	78733
2028	16	109952	104109	89489	84389
2028	17	112075	105942	90916	86027
2028	18	116794	111123	94738	89446
2028	19	121211	116100	99011	94333
2028	20	119529	115094	99425	94304
2028	21	111229	107098	93834	88511
2028	22	105272	101373	89528	84253
2028	23	100776	97174	86608	81824
2028	24	97507	93742	84501	79144
2028	25	94834	92395	83763	77922
2028	26	95687	93083	85046	78753
2028	27	99683	97252	87416	80767
2028	28	102896	100598	89491	82283
2028	29	103538	101474	90452	83045
2028	30	107224	104705	92918	84686
2028	31	113676	112820	94197	85001
2028	32	118648	117406	97807	87998
2028	33	119038	117788	102421	94162
2028	34	128242	127696	106221	98074
2028	35	133325	132237	111167	101886
2028	36	137533	135961	115790	107204
2028	37	148938	147904	119547	109133
2028	38	154014	153502	119851	109775
2028	39	156469	155754	119159	109678
2028	40	161472	162634	121294	111581
2028	41	166182	166322	121760	112250
2028	42	174276	175361	124429	116241
2028	43	185054	186479	130230	121649
2028	44	192453	193252	132112	123947
2028	45	197818	199903	134470	127404
2028	46	190462	192206	131372	123587
2028	47	181542	185189	124623	117755
2028	48	184262	187867	126254	120508
2028	49	183348	185847	124971	119004
2028	50	176335	179986	121451	116389
2028	51	173336	177734	120866	115586
2028	52	171712	178185	121484	116119
2028	53	163694	169585	117792	114152
2028	54	155318	161552	114928	110937
2028	55	146907	154091	110427	107786
2028	56	139888	147080	106376	104373
2028	57	131364	140727	102522	101151
2028	58	126575	136326	99049	96864
2028	59	119268	130387	95234	94419
2028	60	115635	127792	93212	92282
2028	61	112462	126517	91993	90922
2028	62	112048	128219	90897	89851
2028	63	111844	129858	90815	89964
2028	64	113420	133931	90670	89968
2028	65	114026	137234	90370	91093
2028	66	113591	138906	89125	90226
2028	67	116555	145955	89055	91147
2028	68	121425	156304	90446	93680
2028	69	128138	167861	92356	96574
2028	70	132080	175401	89766	96195
2028	71	131677	179805	86779	94347
2028	72	128360	177891	81460	90518
2028	73	126908	179244	77567	88645
2028	74	118234	172130	70133	82631
2028	75	112904	169013	65781	80193
2028	76	106513	163483	60698	77158
2028	77	99886	157964	55102	74327
2028	78	90889	145986	49279	69242
2028	79	82081	136366	43088	64118
2028	80	74627	127283	38693	59874
2028	81	64819	114490	32345	53263
2028	82	54187	99429	26163	46186
2028	83	34909	66614	17270	32784
2028	84	30988	61911	15198	30622
2028	85	27007	55545	12958	27694
2028	86	23172	50113	11026	24991
2028	87	21192	48528	10478	24404
2028	88	18816	45347	9383	23544
2028	89	15981	40445	7896	21162
2028	90	13277	35336	6623	18717
2028	91	11143	30689	5393	16187
2028	92	9145	26386	4322	13854
2028	93	7119	21453	3374	11470
2028	94	5367	16892	2543	9243
2028	95	4027	13087	1886	7228
2028	96	3070	10462	1403	5934
2028	97	2237	7832	1012	4526
2028	98	1577	5823	706	3368
2028	99	976	3833	450	2264
2028	100	1439	6674	650	3897
2029	0	80906	76279	68394	64445
2029	1	82899	78211	69515	65487
2029	2	84865	80115	70748	66621
2029	3	86810	81990	72080	67846
2029	4	88731	83833	73489	69137
2029	5	90593	85615	74938	70474
2029	6	92335	87283	76383	71803
2029	7	93877	88755	77757	73075
2029	8	95209	90030	78982	74213
2029	9	96306	91084	79962	75127
2029	10	97089	91835	80659	75784
2029	11	97579	92307	81117	76225
2029	12	97442	92188	81500	76602
2029	13	98037	92767	82129	77215
2029	14	99406	94088	83121	78165
2029	15	101253	95879	84358	79343
2029	16	101738	96661	83282	78940
2029	17	109616	103897	89682	84561
2029	18	111760	105790	91075	86135
2029	19	116493	111015	94864	89493
2029	20	120932	116049	99101	94312
2029	21	119308	115113	99479	94210
2029	22	111095	107194	93852	88342
2029	23	105250	101578	89499	83980
2029	24	100886	97529	86512	81415
2029	25	97776	94246	84323	78594
2029	26	95254	93035	83486	77246
2029	27	96213	93807	84696	77999
2029	28	100219	97938	87044	80040
2029	29	103374	101149	89150	81674
2029	30	103906	101848	90175	82599
2029	31	107440	104878	92735	84419
2029	32	113690	112733	94143	84961
