Kod_leku;Subst_czynna;Nazwa;Id_grupy;Cena_detaliczna;Cena_refundowana
5909990445219;Formoterolum;Oxis Turbuhaler, proszek do inhalacji, 4,5 Ág/dawke;198.0;40,75;15,33
5909990445318;Formoterolum;Oxis Turbuhaler, proszek do inhalacji, 9 Ág/dawke;198.0;53,55;3,2
5909990445615;Budesonidum;Pulmicort, zawiesina do nebulizacji, 0,125 mg/ml;200.2;86,02;23,59
5909990445714;Budesonidum;Pulmicort, zawiesina do nebulizacji, 0,25 mg/ml;200.3;77,38;22,81
5909990445813;Budesonidum;Pulmicort, zawiesina do nebulizacji, 0,5 mg/ml;200.4;110,57;50,22
5909990447213;Tacrolimusum;Prograf, kaps. twarde, 1 mg;139.0;169,69;3,2
5909990447312;Tacrolimusum;Prograf, kaps. twarde, 5 mg;139.0;812,51;3,2
5909990447619;Estradiolum;Divigel 0,1%, zel, 0,5 mg/0,5 g;68.1;32,83;18,73
5909990447718;Estradiolum;Divigel 0,1%, zel, 1 mg/g;68.1;42,59;14,38
5909990450114;Theophyllinum;Euphyllin Long, kaps. o zmodyfikowanym uwalnianiu, twarde, 200 mg;203.0;8,22;6,62
5909990450213;Theophyllinum;Euphyllin Long, kaps. o zmodyfikowanym uwalnianiu, twarde, 300 mg;203.0;11,16;7,16
5909990450510;Ticlopidinum;Ticlo, tabl. powl., 250 mg;23.2;20,23;12,34
5909990450534;Ticlopidinum;Ticlo, tabl. powl., 250 mg;23.2;42,87;19,21
5909990450718;Metforminum;Metformax 850, tabl., 850 mg;15.0;7,58;3,65
5909990451210;Estradiolum + Norethisteronum;Activelle, tabl. powl., 1+0,5 mg;68.2;26,59;17,01
5909990451814;Insulinum aspartum;NovoRapid Penfill, roztwor do wstrzykiwan we wkladzie, 100 j/ml;14.1;136,41;42,73
5909990452118;Isosorbidi mononitras;Effox long 75, tabl. o przedluzonym uwalnianiu, 75 mg;34.1;17,72;6
5909990453511;Cefaclorum;Vercef, kaps., 500 mg;90.2;33,88;20,52
5909990453610;Cefaclorum;Vercef, granulat do sporzadzania zawiesiny doustnej, 250 mg/5 ml;90.3;37,21;23,76
5909990453627;Cefaclorum;Vercef, granulat do sporzadzania zawiesiny doustnej, 250 mg/5 ml;90.3;38,29;20,35
5909990453726;Methotrexatum;Methotrexat-Ebewe, tabl., 2,5 mg;120.1;11,54;0
5909990453825;Methotrexatum;Methotrexat-Ebewe, tabl., 5 mg;120.1;21,89;0
5909990453924;Methotrexatum;Methotrexat-Ebewe, tabl., 10 mg;120.1;41,57;21,33
5909990454013;Salbutamolum;Ventolin, Plyn do inhalacji z nebulizatora, 1 mg/ml;197.1;15,58;15,58
5909990454112;Salbutamolum;Ventolin, Plyn do inhalacji z nebulizatora, 2 mg/ml;197.1;19,78;17,37
5909990454310;Rivastigminum;Exelon, roztwor doustny, 2 mg/ml;186.0;209,39;189,55
5909990455010;Insulinum lisprum zinci protaminati injectio + Insulinum lisprum, injectio neutralis;Humalog Mix25, zawiesina do wstrzykiwan, 100 j.m./ml;14.1;133,87;40,19
5909990455614;Insulinum lisprum zinci protaminati injectio + Insulinum lisprum, injectio neutralis;Humalog Mix50, zawiesina do wstrzykiwan, 100 j.m./ml;14.1;133,87;40,19
5909990457113;Diclofenacum;Olfen Uno, Dicloratio Uno, tabl. o zmodyfikowanym uwalnianiu, 150 mg;141.1;8,89;5,03
5909990457120;Diclofenacum;Olfen Uno, Dicloratio Uno, tabl. o zmodyfikowanym uwalnianiu, 150 mg;141.1;22,93;11,47
5909990457212;Metforminum;Siofor 500, tabl. powl., 500 mg;15.0;4,6;3,61
5909990457229;Metforminum;Siofor 500, tabl. powl., 500 mg;15.0;8,3;3,2
5909990457236;Metforminum;Siofor 500, tabl. powl., 500 mg;15.0;15,91;3,2
5909990457311;Metforminum;Siofor 850, tabl. powl., 850 mg;15.0;7,13;3,2
5909990457328;Metforminum;Siofor 850, tabl. powl., 850 mg;15.0;13,75;3,2
5909990457335;Metforminum;Siofor 850, tabl. powl., 850 mg;15.0;25,97;5,44
5909990458318;Estradiolum;Climara-50, system transdermalny, 50 Ág/24h;68.1;25,81;17,75
5909990459513;Octreotidum;Sandostatin LAR, proszek i rozpuszczalnik do sporzadzania zawiesiny do wstrzykiwan, 30 mg;79.1;6917,55;4,57
5909990459612;Octreotidum;Sandostatin LAR, proszek i rozpuszczalnik do sporzadzania zawiesiny do wstrzykiwan, 20 mg;79.1;4621,2;12,7
5909990459711;Octreotidum;Sandostatin LAR, proszek i rozpuszczalnik do sporzadzania zawiesiny do wstrzykiwan, 10 mg;79.1;2324,85;22,2
5909990462018;Metforminum;Metformin Galena, tabl., 500 mg;15.0;4,15;3,2
5909990463428;Telmisartanum;Pritor, tabl., 40 mg;45.0;47,87;38,37
5909990463510;Telmisartanum;Pritor, tabl., 80 mg;45.0;37,98;28,48
5909990463527;Telmisartanum;Pritor, tabl., 80 mg;45.0;52,2;33,2
5909990464418;Meloxicamum;Movalis, tabl., 15 mg;141.1;16,48;11,33
5909990464425;Meloxicamum;Movalis, tabl., 15 mg;141.1;8,65;6,07
5909990466726;Naproxenum;Naproxen Polfarmex, tabl., 250 mg;141.1;18,36;11,92
5909990466818;Naproxenum;Naproxen Polfarmex, tabl., 500 mg;141.1;15,93;10,78
5909990467419;Roxithromycinum;Renicin, tabl. powl., 0,15 g;101.2;18,12;13,57
5909990468812;Cefuroximum;Zinnat, granulat do sporzadzania zawiesiny doustnej, 250 mg/5 ml;90.3;35,88;17,94
5909990476237;Morphinum;MST Continus, tabl. powl. o zmodyfikowanym uwalnianiu, 10 mg;149.1;31,37;13,95
5909990476336;Morphinum;MST Continus, tabl. powl. o zmodyfikowanym uwalnianiu, 30 mg;149.1;58,37;9,31
5909990476435;Morphinum;MST Continus, tabl. powl. o zmodyfikowanym uwalnianiu, 60 mg;149.1;120,76;16,24
5909990476534;Morphinum;MST Continus, tabl. powl. o zmodyfikowanym uwalnianiu, 100 mg;149.1;185,92;18,12
5909990476633;Morphinum;MST Continus, tabl. powl. o zmodyfikowanym uwalnianiu, 200 mg;149.1;360,71;12,31
5909990478217;Ramiprilum;Tritace 2,5, tabl., 2,5 mg;44.0;12,55;10,48
5909990478316;Ramiprilum;Tritace 5, tabl., 5 mg;44.0;14,73;10,16
5909990478767;Pantoprazolum;Controloc 20, tabl. dojel., 20 mg;2.0;6,3;4,32
5909990478774;Pantoprazolum;Controloc 20, tabl. dojel., 20 mg;2.0;12,45;8,49
5909990481118;Losartanum;Xartan, tabl. powl., 50 mg;45.0;25,97;15,79
5909990482917;Diltiazemum;Dilzem 120 retard, tabl. o przedluzonym uwalnianiu, 120 mg;43.0;11,23;3,78
5909990483310;Diltiazemum;Dilzem 180 retard, tabl. o przedluzonym uwalnianiu, 180 mg;43.0;16,31;3,53
5909990484119;Terazosinum;Kornam, tabl., 2 mg;76.0;26,72;19,68
5909990484317;Terazosinum;Kornam, tabl., 5 mg;76.0;39,53;21,62
5909990484522;Fluticasonum;Flixotide Dysk, proszek do inhalacji, 50 Ág;200.1;22,63;19,47
5909990484621;Fluticasonum;Flixotide Dysk, proszek do inhalacji, 100 Ág;200.1;37,81;28,3
5909990484720;Fluticasonum;Flixotide Dysk, proszek do inhalacji, 250 Ág;200.1;74,5;45,91
5909990484829;Fluticasonum;Flixotide Dysk, proszek do inhalacji, 500 Ág;200.1;123,62;65,38
5909990484911;Doxazosinum;Doxar, tabl., 1 mg;76.0;21,62;18,42
5909990485017;Doxazosinum;Doxar, tabl., 2 mg;76.0;25,96;17
5909990485116;Doxazosinum;Doxar, tabl., 4 mg;76.0;25,59;3,2
5909990486915;Triptorelinum;Diphereline SR 3,75, proszek i rozpuszczalnik do sporzadzania zawiesiny o przedluzonym uwalnianiu do wstrzykiwan, 3,75 mg;129.0;319,11;59,62
5909990487714;Diclofenacum;Naklofen Duo, kaps. o zmodyfikowanym uwalnianiu, 75 mg;141.1;9,28;5,42
5909990488414;Spironolactonum;Verospiron, kaps. twarde, 50 mg;38.0;14,21;6,78
5909990488513;Spironolactonum;Verospiron, kaps. twarde, 100 mg;38.0;21,67;6,82
5909990488926;Cetrorelixum;Cetrotide, roztwor do wstrzykiwan w ampulko-strzykawce, 0,25 mg;78.1;131,14;65,57
5909990490516;Fluconazolum;Flucofast, kaps., 50 mg;110.1;14,23;7,83
5909990490523;Fluconazolum;Flucofast, kaps., 50 mg;110.1;27;14,19
5909990490615;Fluconazolum;Flucofast, kaps., 150 mg;110.1;6,04;3,3
5909990491315;Doxazosinum;Kamiren, tabl., 2 mg;76.0;24,44;15,48
5909990491414;Doxazosinum;Kamiren, tabl., 4 mg;76.0;27,62;5,23
5909990492114;Fenofibratum;Grofibrat 200, kaps., 200 mg;47.0;22,76;6,83
5909990492817;Fenofibratum;Lipanthyl 267M, kaps., 267 mg;47.0;35,76;10,73
5909990493913;Venlafaxinum;Efectin ER 75, kaps. o przedluzonym uwalnianiu, twarde, 75 mg;187.0;34,84;18,08
5909990494019;Venlafaxinum;Efectin ER 150, kaps. o przedluzonym uwalnianiu, twarde, 150 mg;187.0;48,93;15,4
5909990495115;Metforminum;Metifor, tabl., 500 mg;15.0;4,15;3,2
5909990495238;Captoprilum;Captopril Polfarmex, tabl., 25 mg;44.0;3,49;3,49
5909990495337;Captoprilum;Captopril Polfarmex, tabl., 50 mg;44.0;6,87;4,42
5909990499113;Ciprofloxacinum;Ciphin 500, tabl. powl., 500 mg;105.0;10,52;6,82
5909990500604;Biperidenum;Akineton, tabl., 2 mg;167.0;17,61;5,65
5909990500949;Mebendazolum;Vermox, tabl. do zucia, 100 mg;194.1;9,86;3,2
5909990501236;Vigabatrinum;Sabril, tabl. powl., 500 mg;162.2;180,09;3,2
5909990502035;Ethinylestradiolum + Levonorgestrelum;Microgynon 21, tabl. powl., 0,03+0,15 mg;72.0;8,54;2,73
5909990502042;Ethinylestradiolum + Levonorgestrelum;Microgynon 21, tabl. powl., 0,03+0,15 mg;72.0;19,96;5,99
5909990503834;Biperidenum;Akineton, tabl., 2 mg;167.0;17,09;5,13
5909990565894;Tamsulosinum;Bazetham, kaps. o zmodyfikowanym uwalnianiu, twarde, 0,4 mg;76.0;25,76;3,37
5909990565948;Tamsulosinum;Tamsudil, kaps. o zmodyfikowanym uwalnianiu, twarde, 0,4 mg;76.0;25,76;3,37
5909990565962;Tamsulosinum;Tamsudil, kaps. twarde o zmodyfikowanym uwalnianiu, 0,4 mg;76.0;70;9,6
5909990565986;Amlodipinum;Apo-Amlo 5, tabl., 5 mg;41.0;8,05;3
5909990565993;Amlodipinum;Apo-Amlo 10, tabl., 10 mg;41.0;15,56;5,47
5909990566068;Tamsulosinum;Uprox, kaps. o zmodyfikowanym uwalnianiu, 0,4 mg;76.0;27,17;4,78
5909990566075;Tamsulosinum;Uprox, kaps. o zmodyfikowanym uwalnianiu, 0,4 mg;76.0;51,16;6,4
5909990566082;Glimepiridum;Diaril, tabl., 1 mg;16.0;5,79;4,87
5909990566105;Glimepiridum;Diaril, tabl., 2 mg;16.0;10,31;5,28
5909990566129;Glimepiridum;Diaril, tabl., 3 mg;16.0;13,75;6,2
5909990566143;Glimepiridum;Diaril, tabl., 4 mg;16.0;18,51;8,45
5909990566280;Tamsulosinum;Urostad, kaps. o zmodyfikowanym uwalnianiu, twarde, 0,4 mg;76.0;24,22;3,2
5909990566297;Acidum alendronicum;Alendronat-ratiopharm 70, tabl., 70 mg;147.0;17,79;9,7
5909990566303;Acidum alendronicum;Alendronat - ratiopharm 70, tabl., 70 mg;147.0;50,56;26,28
5909990567683;Risperidonum;Ryspolit, tabl. powl., 1 mg;178.5;10,37;3,49
5909990567737;Risperidonum;Ryspolit, tabl. powl., 2 mg;178.5;20,81;3,85
5909990567836;Risperidonum;Speridan, tabl. powl., 1 mg;178.5;8,5;3,2
5909990567881;Risperidonum;Speridan, tabl. powl., 2 mg;178.5;15,95;3,2
5909990567935;Risperidonum;Ryspolit, tabl. powl., 3 mg;178.5;30,38;3,34
5909990567980;Risperidonum;Speridan, tabl. powl., 3 mg;178.5;23,01;3,2
5909990568031;Risperidonum;Ryspolit, tabl. powl., 4 mg;178.5;40,06;3,2
5909990568147;Risperidonum;Speridan, tabl. powl., 4 mg;178.5;29,85;3,2
5909990568550;Atomoxetinum;Strattera, kaps. twarde, 10 mg;185.1;80,85;63,9
5909990568574;Atomoxetinum;Strattera, kaps. twarde, 10 mg;185.1;314,33;236,95
5909990568628;Atomoxetinum;Strattera, kaps. twarde, 18 mg;185.1;83,17;50,11
5909990568642;Atomoxetinum;Strattera, kaps. twarde, 18 mg;185.1;317,57;175,72
5909990568666;Atomoxetinum;Strattera, kaps. twarde, 25 mg;185.1;84,79;37,63
5909990568680;Atomoxetinum;Strattera, kaps. twarde, 25 mg;185.1;319,49;121,23
5909990568703;Atomoxetinum;Strattera, kaps. twarde, 40 mg;185.1;87,63;10,25
5909990568727;Atomoxetinum;Strattera, kaps. twarde, 40 mg;185.1;322,33;3,2
5909990569311;Perindoprilum;Prenessa, tabl., 4 mg;44.0;13,89;11,44
5909990569380;Progesteronum;Luteina, tabl. dopochwowe, 50 mg;65.1;28,58;3,2
5909990569441;Cetirizinum;Allertec, tabl. powl., 10 mg;207.1;15,11;4,53
5909990569472;Sertralinum;Zotral, tabl. powl., 100 mg;184.0;34,79;16,82
5909990570348;Glimepiridum;Symglic, tabl., 1 mg;16.0;4,54;3,62
5909990570355;Glimepiridum;Symglic, tabl., 2 mg;16.0;8,44;3,41
5909990570362;Glimepiridum;Symglic, tabl., 3 mg;16.0;11,47;4,8
5909990570379;Glimepiridum;Symglic, tabl., 6 mg;16.0;27,09;12
5909990570386;Tamsulosinum;TamsuLEK, kaps. o zmodyfikowanym uwalnianiu, twarde, 0,4 mg;76.0;25,7;3,31
5909990570409;Carvedilolum;Atram 25, tabl., 25 mg;40.0;13,34;8,43
5909990570430;Carvedilolum;Atram 12,5, tabl., 12,5 mg;40.0;9,85;7,39
5909990570454;Carvedilolum;Atram 6,25, tabl., 6,25 mg;40.0;7,64;6,41
5909990570515;Paroxetinum;Xetanor 20 mg, tabl. powl., 20 mg;184.0;23,39;13,77
5909990570546;Brimonidinum + Timololum;Combigan, krople do oczu, roztwor zlozony, 2+5 mg/ml;212.2;40,42;12,43
5909990570553;Glimepiridum;Pemidal, tabl., 1 mg;16.0;4,88;3,96
5909990570577;Glimepiridum;Pemidal, tabl., 2 mg;16.0;9,63;4,6
5909990570591;Glimepiridum;Pemidal, tabl., 3 mg;16.0;14,2;6,65
5909990570614;Glimepiridum;Pemidal, tabl., 4 mg;16.0;18,51;8,45
5909990570690;Tamsulosinum;Tamsugen 0,4mg, kaps. o zmodyfikowanym uwalnianiu, 0,4 mg;76.0;24,35;3,2
5909990570706;Tamsulosinum;Tamsugen 0,4mg, kaps. o zmodyfikowanym uwalnianiu, 0,4 mg;76.0;46,17;6,4
5909990570720;Fluticasonum;Fanipos, aerozol do nosa, zawiesina, 50 Ág/dawke;196.0;23,56;11,78
5909990570812;Tramadolum;Noax Uno, tabl. o przedluzonym uwalnianiu, 300 mg;153.3;64,37;21,67
5909990571086;Tramadolum;Noax Uno, tabl. o przedluzonym uwalnianiu, 100 mg;153.3;22,98;2,65
5909990571338;Tramadolum;Noax Uno, tabl. o przedluzonym uwalnianiu, 200 mg;153.3;43,94;15,47
5909990571468;Ramiprilum;Ampril 10 mg tabletki, tabl., 10 mg;44.0;17,85;12,8
5909990571475;Ramiprilum;Ampril 10 mg tabletki, tabl., 10 mg;44.0;33,54;25,6
5909990571499;Ramiprilum;Ampril 5 mg tabletki, tabl., 5 mg;44.0;9,5;6,4
5909990571505;Ramiprilum;Ampril 5 mg tabletki, tabl., 5 mg;44.0;18,42;12,8
5909990571925;Sertralinum;Setaloft, tabl. powl., 50 mg;184.0;13,75;4,13
5909990571963;Sertralinum;Setaloft, tabl. powl., 100 mg;184.0;28,81;9,56
5909990573073;Meloxicamum;Lormed, tabl., 15 mg;141.1;9,56;4,78
5909990573196;Glimepiridum;Symglic, tabl., 4 mg;16.0;15,33;6,4
5909990573226;Ramiprilum + Hydrochlorothiazidum;Ampril HL, tabl., 2,5+12,5 mg;44.0;12,99;10,54
5909990573233;Ramiprilum + Hydrochlorothiazidum;Ampril HD, tabl., 5+25 mg;44.0;16,59;11,7
5909990573257;Tamsulosinum;Prostamnic, kaps. o zmodyfikowanym uwalnianiu, twarde, 0,4 mg;76.0;25,92;3,53
5909990573400;Atorvastatinum;Atorvox, tabl. powl., 10 mg;46.0;10,37;7,51
5909990573530;Atorvastatinum;Atorvox, tabl. powl., 20 mg;46.0;17,2;11,47
5909990573547;Atorvastatinum;Atorvox, tabl. powl., 40 mg;46.0;29,63;18,18
5909990573585;Tamsulosinum;Fokusin, kaps. o zmodyfikowanym uwalnianiu, twarde, 0,4 mg;76.0;25,92;3,53
5909990573592;Tamsulosinum;Fokusin, kaps. o zmodyfikowanym uwalnianiu, twarde, 0,4 mg;76.0;76,29;9,6
5909990573738;Azithromycinum;AzitroLEK, tabl. powl., 0,25 g;101.2;29,86;25,31
5909990573752;Azithromycinum;AzitroLEK, tabl. powl., 0,5 g;101.2;22,49;17,94
5909990573905;Losartanum;Lozap 50, tabl. powl., 50 mg;45.0;19,56;9,38
5909990574315;Bimatoprostum + Timololum;Ganfort, krople do oczu, roztwor, 0,3+5 mg/ml;214.0;61,73;22,69
5909990586158;Finasteridum;Lifin, tabl. powl., 5 mg;77.0;35,62;10,24
5909990586172;Travoprostum + Timololum;DuoTrav, krople do oczu, roztwor, 0,04+5 mg/ml;214.0;55,4;20,89
5909990586196;Tamsulosinum;Omsal 0,4 mg, kaps. o przedluzonym uwalnianiu, twarde, 0,4 mg;76.0;24,79;3,2
5909990586806;Indapamidum;Indapamidum 123ratio, tabl. o przedluzonym uwalnianiu, 1,5 mg;36.0;7,72;2,32
5909990587841;Dinatrii pamidronas;Pamidronat medac, koncentrat do sporzadzania roztworu do infuzji, 3 mg/ml;146.2;150,23;3,2
5909990587872;Dinatrii pamidronas;Pamidronat medac, koncentrat do sporzadzania roztworu do infuzji, 3 mg/ml;146.2;300,46;3,2
5909990587902;Dinatrii pamidronas;Pamidronat medac, koncentrat do sporzadzania roztworu do infuzji, 3 mg/ml;146.2;450,69;3,2
5909990609246;Alfuzosinum;AlfuLEK 10, tabl. powl. o przedluzonym uwalnianiu, 10 mg;76.0;34,3;4,45
5909990609925;Azithromycinum;Azithromycinum 123ratio, tabl. powl., 500 mg;101.2;18,38;13,83
5909990610006;Meloxicamum;Aglan 15, tabl., 15 mg;141.1;15,66;7,93
5909990610433;Ramiprilum;Vivace 2,5 mg, tabl., 2,5 mg;44.0;5,38;3,31
5909990610440;Ramiprilum;Vivace 2,5 mg, tabl., 2,5 mg;44.0;5,79;3,34
5909990610488;Ramiprilum;Vivace 5 mg, tabl., 5 mg;44.0;10,54;5,97
5909990610495;Ramiprilum;Vivace 5 mg, tabl., 5 mg;44.0;11,14;6,4
5909990610525;Ramiprilum;Vivace 10 mg, tabl., 10 mg;44.0;20,04;11,95
5909990610532;Ramiprilum;Vivace 10 mg, tabl., 10 mg;44.0;21,49;12,8
5909990611065;Fenofibratum;Fenardin, kaps. twarde, 267 mg;47.0;29,52;8,86
5909990611980;Losartanum + Hydrochlorothiazidum;Lozap HCT, tabl. powl., 50+12,5 mg;45.0;18,54;8,36
5909990613205;Omeprazolum;Ortanol 20 Plus, kaps., 20 mg;2.0;21,99;14,07
5909990613311;Cyproteronum + Ethinylestradiolum;Cyprest, tabl. drazowane, 2+0,035 mg;72.0;12,58;8,22
5909990613328;Cyproteronum + Ethinylestradiolum;Cyprest, tabl. drazowane, 2+0,035 mg;72.0;36,52;23,47
5909990613359;Omeprazolum;Ortanol 40 Plus, kaps., 40 mg;2.0;38,19;22,35
5909990614288;Amoxicillinum + Acidum clavulanicum;Augmentin ES, proszek do sporzadzania zawiesiny doustnej, 600+42,9 mg/5 ml;89.2;24,62;17,33
5909990614318;Amoxicillinum + Acidum clavulanicum;Augmentin ES, proszek do sporzadzania zawiesiny doustnej, 600+42,9 mg/5 ml;89.2;38,7;24,11
5909990614400;Formoterolum;Forastmin, proszek do inhalacji w kaps. twardych, 12 Ág;198.0;60,01;5,97
5909990614608;Megestroli acetas;Cachexan, zawiesina doustna, 40 ml;128.0;140,7;6,4
5909990614981;Insulinum aspartum;NovoMix 50 Penfill, zawiesina do wstrzykiwan we wkladzie, 100 j/ml;14.1;136,41;42,73
5909990615230;Omeprazolum;Ortanol 20 Plus, kaps., 20 mg;2.0;38,19;22,35
5909990615438;Naproxenum;Anapran, tabl. powl., 275 mg;141.1;11,75;8,92
5909990617197;Insulinum glulisinum;Apidra SoloStar, roztwor do wstrzykiwan, 100 j.m./ml;14.1;126,31;32,63
5909990617463;Itraconazolum;Itragen, kaps. twarde, 100 mg;110.1;90,33;45,17
5909990617555;Insulinum glargine;Lantus, roztwor do wstrzykiwan, 100 j/ml;14.3;242,64;72,79
5909990618279;Simvastatinum;Apo-Simva 10, tabl. powl., 10 mg;46.0;7,86;5,95
5909990618286;Simvastatinum;Apo-Simva 20, tabl. powl., 20 mg;46.0;13,98;10,17
5909990618293;Simvastatinum;Apo-Simva 40, tabl. powl., 40 mg;46.0;23,52;15,88
5909990619580;Alfuzosinum;Alfuzostad, tabl. dojelitowe o przedluzonym uwalnianiu, 10 mg;76.0;28,97;4,27
5909990619627;Levocetirizini dihydrochloridum;Xyzal 0,5, roztwor doustny, 0,5 mg/ml;207.2;29,18;16,62
5909990619658;Acidum valproicum + Natrii valproas;ValproLEK 300, tabl. o przedluzonym uwalnianiu, 0,2+0,087 g;161.2;13,95;0
5909990619672;Acidum valproicum + Natrii valproas;ValproLEK 500, tabl. o przedluzonym uwalnianiu, 0,333+0,145 g;161.2;22,25;3,2
5909990620647;Clarithromycinum;Klabax, granulat do sporzadzania zawiesiny doustnej, 125 mg/5 ml;101.1;17,76;8,88
5909990620654;Clarithromycinum;Klabax, granulat do sporzadzania zawiesiny doustnej, 125 mg/5 ml;101.1;28,22;14,11
5909990620661;Clarithromycinum;Klabax, granulat do sporzadzania zawiesiny doustnej, 250 mg/5 ml;101.1;36,02;18,01
5909990620678;Clarithromycinum;Klabax, granulat do sporzadzania zawiesiny doustnej, 250 mg/5 ml;101.1;57,63;28,82
5909990620777;Formoterolum;Atimos, aerozol wziewny, roztwor, 12 Ág;198.0;120,15;12,07
5909990621026;Pantoprazolum;Anesteloc, tabl. dojel., 20 mg;2.0;12,79;8,83
5909990621040;Pantoprazolum;Anesteloc, tabl. dojel., 40 mg;2.0;20,01;12,09
5909990621057;Terbinafinum;Erfin, tabl., 250 mg;50.0;30,11;17,14
5909990621064;Terbinafinum;Erfin, tabl., 250 mg;50.0;56,99;31,04
5909990621217;Amlodipinum;Vilpin, tabl., 5 mg;41.0;7,9;2,85
5909990621439;Losartanum;Losartic, tabl. powl., 50 mg;45.0;18,38;8,88
5909990622368;Warfarinum;Warfin, tabl., 3 mg;21.0;17,4;11,79
5909990622382;Warfarinum;Warfin, tabl., 5 mg;21.0;27,52;18,16
5909990623068;Terbinafinum;Terbinafina 250, tabl., 250 mg;50.0;52,92;26,97
5909990623099;Salmeterolum;Serevent, aerozol wziewny, zawiesina, 25 Ág;198.0;82,39;28,35
5909990623112;Acidum alendronicum;Alendrogen, tabl., 70 mg;147.0;11,56;3,47
5909990623273;Simvastatinum;SimvaHEXAL 10, tabl. powl., 10 mg;46.0;8,69;6,78
5909990623297;Simvastatinum;SimvaHEXAL 20, tabl. powl., 20 mg;46.0;18,42;14,61
5909990623334;Simvastatinum;SimvaHEXAL 40, tabl. powl., 40 mg;46.0;28,06;20,42
5909990623464;Atorvastatinum;Atoris, tabl. powl., 40 mg;46.0;27,69;16,24
5909990623471;Atorvastatinum;Atoris, tabl. powl., 40 mg;46.0;54,85;31,95
5909990623488;Atorvastatinum;Atoris, tabl. powl., 40 mg;46.0;87,76;53,4
5909990624515;Naproxenum;Anapran, tabl. powl., 550 mg;141.1;21,59;15,92
5909990624751;Metforminum;Glucophage XR, tabl. o przedluzonym uwalnianiu, 500 mg;15.0;10,81;9,82
5909990624768;Metforminum;Glucophage XR, tabl. o przedluzonym uwalnianiu, 500 mg;15.0;20,2;15,01
5909990625697;Lacidipinum;Lacipil, tabl. powl., 6 mg;41.0;29,7;22,64
5909990625826;Clopidogrelum;Clopidix, tabl. powl., 75 mg;23.1;25,97;7,79
5909990626670;Venlafaxinum;Velafax XL, kaps. o zmodyfikowanym uwalnianiu, 75 mg;187.0;34,72;17,96
5909990626724;Venlafaxinum;Velafax XL, kaps. o zmodyfikowanym uwalnianiu, 150 mg;187.0;67,08;33,55
5909990633791;Bisoprololum;Coronal 5, tabl. powl., 5 mg;40.0;6,74;4,67
5909990633807;Bisoprololum;Coronal 5, tabl. powl., 5 mg;40.0;10,55;3,22
5909990633852;Bisoprololum;Coronal 10, tabl. powl., 10 mg;40.0;10,55;3,22
5909990633869;Bisoprololum;Coronal 10, tabl. powl., 10 mg;40.0;20,09;6,4
5909990634057;Leuprorelinum;Eligard 45 mg, proszek i rozpuszczalnik do sporzadzania roztworu do wstrzykiwan, 45 mg;129.0;1681,48;19,2
5909990634231;Tramadolum;Oratram 150, tabl. o przedluzonym uwalnianiu, 150 mg;153.3;12,15;5,03
5909990634255;Tramadolum;Oratram 150, tabl. o przedluzonym uwalnianiu, 150 mg;153.3;33,77;3,27
5909990634279;Tramadolum;Oratram 150, tabl. o przedluzonym uwalnianiu, 150 mg;153.3;54,43;18,85
5909990634293;Tramadolum;Oratram 200, tabl. o przedluzonym uwalnianiu, 200 mg;153.3;15,09;1,53
5909990634316;Tramadolum;Oratram 200, tabl. o przedluzonym uwalnianiu, 200 mg;153.3;41,72;13,25
5909990634330;Tramadolum;Oratram 200, tabl. o przedluzonym uwalnianiu, 200 mg;153.3;66,79;0
5909990634354;Tramadolum;Oratram 100, tabl. o przedluzonym uwalnianiu, 100 mg;153.3;7,7;0,92
5909990634378;Tramadolum;Oratram 100, tabl. o przedluzonym uwalnianiu, 100 mg;153.3;22,05;7,82
5909990634392;Tramadolum;Oratram 100, tabl. o przedluzonym uwalnianiu, 100 mg;153.3;35,47;1,58
5909990635320;Azithromycinum;AzitroLEK, proszek do sporzadzania zawiesiny doustnej, 100 mg/5 ml;101.1;18,33;14,04
5909990635337;Azithromycinum;AzitroLEK, proszek do sporzadzania zawiesiny doustnej, 200 mg/5 ml;101.1;27,41;18,83
5909990635344;Azithromycinum;AzitroLEK, proszek do sporzadzania zawiesiny doustnej, 200 mg/5 ml;101.1;34,12;21,25
5909990635429;Quetiapinum;Symquel, tabl. powl., 200 mg;178.3;112,6;16,81
5909990635450;Omeprazolum;Progastim, kaps. dojel., 20 mg;2.0;16,04;8,12
5909990635511;Anastrozolum;Ansyn, tabl. powl., 1 mg;132.0;73,93;1,04
5909990635597;Simvastatinum;Simvastatinum 123ratio, tabl. powl., 20 mg;46.0;8,19;4,63
5909990635641;Azithromycinum;Azitrin, tabl. powl., 250 mg;101.2;19,08;14,53
5909990635658;Simvastatinum;Simvastatinum 123ratio, tabl. powl., 40 mg;46.0;16,32;9,19
5909990635702;Azithromycinum;Azitrin, tabl. powl., 500 mg;101.2;18,63;14,08
5909990636129;Sertralinum;Sertraline Aurobindo, tabl. powl., 50 mg;184.0;11,74;3,52
5909990637034;Meloxicamum;Meloxicam Arrow 15 mg, Ortopedina Forte, tabl., 15 mg;141.1;6,95;4,37
5909990637126;Olanzapinum;Olanzin, tabl. powl., 5 mg;178.2;51,27;3,32
5909990637218;Olanzapinum;Olanzin, tabl. powl., 10 mg;178.2;102,3;3,2
